attribution_path_id,conversion_event_id,known_user_id,campaign_id,first_touch_channel,last_touch_channel,multi_touch_path,conversion_lag_hours,identity_resolution_dependency_count
attr_00002561,evt_000021471,ku_008827,cmp_004,direct,direct,direct>conversion,41,1
attr_00002562,evt_000021477,ku_014275,cmp_025,organic,retargeting,organic>retargeting>conversion,42,2
attr_00002563,evt_000021484,ku_008106,cmp_004,social,retargeting,social>retargeting>conversion,43,3
attr_00002564,evt_000021510,ku_019340,cmp_012,affiliate,retargeting,affiliate>retargeting>conversion,44,4
attr_00002565,evt_000021522,ku_019879,cmp_016,social,retargeting,social>retargeting>conversion,45,1
attr_00002566,evt_000021548,ku_016328,cmp_026,direct,direct,direct>conversion,46,2
attr_00002567,evt_000021582,ku_013335,cmp_018,paid_search,retargeting,paid_search>retargeting>conversion,47,3
attr_00002568,evt_000021590,ku_005119,cmp_027,paid_search,retargeting,paid_search>retargeting>conversion,48,4
attr_00002569,evt_000021594,ku_009568,cmp_035,social,retargeting,social>retargeting>conversion,49,1
attr_00002570,evt_000021598,ku_006525,cmp_031,direct,direct,direct>conversion,50,2
attr_00002571,evt_000021601,ku_001191,cmp_025,affiliate,retargeting,affiliate>retargeting>conversion,51,3
attr_00002572,evt_000021603,ku_009524,cmp_033,direct,direct,direct>conversion,52,4
attr_00002573,evt_000021611,ku_003835,cmp_040,paid_search,retargeting,paid_search>retargeting>conversion,53,1
attr_00002574,evt_000021617,ku_003956,cmp_001,paid_search,retargeting,paid_search>retargeting>conversion,54,2
attr_00002575,evt_000021622,ku_010507,cmp_004,paid_search,retargeting,paid_search>retargeting>conversion,55,3
attr_00002576,evt_000021636,ku_005031,cmp_022,organic,retargeting,organic>retargeting>conversion,56,4
attr_00002577,evt_000021642,ku_011189,cmp_027,direct,direct,direct>conversion,57,1
attr_00002578,evt_000021653,ku_012593,cmp_032,social,retargeting,social>retargeting>conversion,58,2
attr_00002579,evt_000021670,ku_010675,cmp_024,social,retargeting,social>retargeting>conversion,59,3
attr_00002580,evt_000021671,ku_006311,cmp_023,affiliate,retargeting,affiliate>retargeting>conversion,60,4
attr_00002581,evt_000021677,ku_016971,cmp_032,affiliate,retargeting,affiliate>retargeting>conversion,61,1
attr_00002582,evt_000021681,ku_004485,cmp_039,paid_search,retargeting,paid_search>retargeting>conversion,62,2
attr_00002583,evt_000021688,ku_008867,cmp_022,affiliate,retargeting,affiliate>retargeting>conversion,63,3
attr_00002584,evt_000021690,ku_005217,cmp_029,direct,direct,direct>conversion,64,4
attr_00002585,evt_000021698,ku_005044,cmp_013,organic,retargeting,organic>retargeting>conversion,65,1
attr_00002586,evt_000021701,ku_006904,cmp_023,affiliate,retargeting,affiliate>retargeting>conversion,66,2
attr_00002587,evt_000021702,ku_012539,cmp_021,organic,retargeting,organic>retargeting>conversion,67,3
attr_00002588,evt_000021706,ku_018675,cmp_004,paid_search,retargeting,paid_search>retargeting>conversion,68,4
attr_00002589,evt_000021715,ku_018251,cmp_037,social,retargeting,social>retargeting>conversion,69,1
attr_00002590,evt_000021725,ku_008594,cmp_009,organic,retargeting,organic>retargeting>conversion,70,2
attr_00002591,evt_000021741,ku_003181,cmp_019,social,retargeting,social>retargeting>conversion,71,3
attr_00002592,evt_000021748,ku_004426,cmp_014,direct,direct,direct>conversion,72,4
attr_00002593,evt_000021752,ku_002113,cmp_036,paid_search,retargeting,paid_search>retargeting>conversion,73,1
attr_00002594,evt_000021775,ku_014669,cmp_016,organic,retargeting,organic>retargeting>conversion,74,2
attr_00002595,evt_000021784,ku_010572,cmp_036,social,retargeting,social>retargeting>conversion,75,3
attr_00002596,evt_000021791,ku_005466,cmp_014,direct,direct,direct>conversion,76,4
attr_00002597,evt_000021805,ku_004954,cmp_018,direct,direct,direct>conversion,77,1
attr_00002598,evt_000021806,ku_007086,cmp_036,social,retargeting,social>retargeting>conversion,78,2
attr_00002599,evt_000021817,ku_014064,cmp_026,paid_search,retargeting,paid_search>retargeting>conversion,79,3
attr_00002600,evt_000021822,ku_001782,cmp_028,paid_search,retargeting,paid_search>retargeting>conversion,80,4
attr_00002601,evt_000021837,ku_009445,cmp_019,organic,retargeting,organic>retargeting>conversion,81,1
attr_00002602,evt_000021842,ku_010378,cmp_001,affiliate,retargeting,affiliate>retargeting>conversion,82,2
attr_00002603,evt_000021846,ku_016980,cmp_038,social,retargeting,social>retargeting>conversion,83,3
attr_00002604,evt_000021852,ku_013799,cmp_021,affiliate,retargeting,affiliate>retargeting>conversion,84,4
attr_00002605,evt_000021861,ku_003238,cmp_008,paid_search,retargeting,paid_search>retargeting>conversion,85,1
attr_00002606,evt_000021888,ku_007347,cmp_027,organic,retargeting,organic>retargeting>conversion,86,2
attr_00002607,evt_000021891,ku_006591,cmp_010,direct,direct,direct>conversion,87,3
attr_00002608,evt_000021898,ku_016615,cmp_009,paid_search,retargeting,paid_search>retargeting>conversion,88,4
attr_00002609,evt_000021906,ku_011382,cmp_010,affiliate,retargeting,affiliate>retargeting>conversion,89,1
attr_00002610,evt_000021907,ku_005753,cmp_014,affiliate,retargeting,affiliate>retargeting>conversion,90,2
attr_00002611,evt_000021922,ku_008746,cmp_022,direct,direct,direct>conversion,91,3
attr_00002612,evt_000021929,ku_004778,cmp_036,organic,retargeting,organic>retargeting>conversion,92,4
attr_00002613,evt_000021930,ku_012553,cmp_016,organic,retargeting,organic>retargeting>conversion,93,1
attr_00002614,evt_000021937,ku_000485,cmp_029,affiliate,retargeting,affiliate>retargeting>conversion,94,2
attr_00002615,evt_000021951,ku_000580,cmp_021,direct,direct,direct>conversion,95,3
attr_00002616,evt_000021973,ku_009828,cmp_035,affiliate,retargeting,affiliate>retargeting>conversion,96,4
attr_00002617,evt_000021976,ku_013217,cmp_033,direct,direct,direct>conversion,97,1
attr_00002618,evt_000021979,ku_011024,cmp_008,organic,retargeting,organic>retargeting>conversion,98,2
attr_00002619,evt_000021989,ku_014288,cmp_022,direct,direct,direct>conversion,99,3
attr_00002620,evt_000021996,ku_018198,cmp_035,direct,direct,direct>conversion,100,4
attr_00002621,evt_000022005,ku_018760,cmp_018,affiliate,retargeting,affiliate>retargeting>conversion,101,1
attr_00002622,evt_000022013,ku_018413,cmp_016,social,retargeting,social>retargeting>conversion,102,2
attr_00002623,evt_000022017,ku_001978,cmp_005,organic,retargeting,organic>retargeting>conversion,103,3
attr_00002624,evt_000022020,ku_002633,cmp_032,organic,retargeting,organic>retargeting>conversion,104,4
attr_00002625,evt_000022024,ku_007918,cmp_005,paid_search,retargeting,paid_search>retargeting>conversion,105,1
attr_00002626,evt_000022025,ku_011578,cmp_031,direct,direct,direct>conversion,106,2
attr_00002627,evt_000022039,ku_008396,cmp_002,affiliate,retargeting,affiliate>retargeting>conversion,107,3
attr_00002628,evt_000022041,ku_008868,cmp_037,direct,direct,direct>conversion,108,4
attr_00002629,evt_000022087,ku_019967,cmp_039,social,retargeting,social>retargeting>conversion,109,1
attr_00002630,evt_000022121,ku_018853,cmp_026,paid_search,retargeting,paid_search>retargeting>conversion,110,2
attr_00002631,evt_000022129,ku_016167,cmp_020,organic,retargeting,organic>retargeting>conversion,111,3
attr_00002632,evt_000022133,ku_006168,cmp_027,organic,retargeting,organic>retargeting>conversion,112,4
attr_00002633,evt_000022137,ku_005488,cmp_027,organic,retargeting,organic>retargeting>conversion,113,1
attr_00002634,evt_000022145,ku_008327,cmp_018,organic,retargeting,organic>retargeting>conversion,114,2
attr_00002635,evt_000022163,ku_015237,cmp_017,affiliate,retargeting,affiliate>retargeting>conversion,115,3
attr_00002636,evt_000022165,ku_011472,cmp_026,social,retargeting,social>retargeting>conversion,116,4
attr_00002637,evt_000022177,ku_013971,cmp_031,direct,direct,direct>conversion,117,1
attr_00002638,evt_000022185,ku_019510,cmp_016,social,retargeting,social>retargeting>conversion,118,2
attr_00002639,evt_000022194,ku_017462,cmp_031,organic,retargeting,organic>retargeting>conversion,119,3
attr_00002640,evt_000022195,ku_019812,cmp_024,direct,direct,direct>conversion,120,4
attr_00002641,evt_000022197,ku_006828,cmp_018,social,retargeting,social>retargeting>conversion,121,1
attr_00002642,evt_000022210,ku_018121,cmp_018,organic,retargeting,organic>retargeting>conversion,122,2
attr_00002643,evt_000022230,ku_008461,cmp_025,affiliate,retargeting,affiliate>retargeting>conversion,123,3
attr_00002644,evt_000022235,ku_017136,cmp_004,affiliate,retargeting,affiliate>retargeting>conversion,124,4
attr_00002645,evt_000022241,ku_008974,cmp_037,affiliate,retargeting,affiliate>retargeting>conversion,125,1
attr_00002646,evt_000022247,ku_001822,cmp_039,paid_search,retargeting,paid_search>retargeting>conversion,126,2
attr_00002647,evt_000022255,ku_017387,cmp_025,social,retargeting,social>retargeting>conversion,127,3
attr_00002648,evt_000022256,ku_017195,cmp_007,social,retargeting,social>retargeting>conversion,128,4
attr_00002649,evt_000022262,ku_015597,cmp_005,social,retargeting,social>retargeting>conversion,129,1
attr_00002650,evt_000022271,ku_008200,cmp_040,paid_search,retargeting,paid_search>retargeting>conversion,130,2
attr_00002651,evt_000022273,ku_003469,cmp_012,social,retargeting,social>retargeting>conversion,131,3
attr_00002652,evt_000022279,ku_011059,cmp_028,direct,direct,direct>conversion,132,4
attr_00002653,evt_000022297,ku_008507,cmp_023,paid_search,retargeting,paid_search>retargeting>conversion,133,1
attr_00002654,evt_000022309,ku_002999,cmp_034,direct,direct,direct>conversion,134,2
attr_00002655,evt_000022314,ku_001754,cmp_037,paid_search,retargeting,paid_search>retargeting>conversion,135,3
attr_00002656,evt_000022318,ku_003239,cmp_032,direct,direct,direct>conversion,136,4
attr_00002657,evt_000022321,ku_017272,cmp_024,social,retargeting,social>retargeting>conversion,137,1
attr_00002658,evt_000022328,ku_003149,cmp_021,paid_search,retargeting,paid_search>retargeting>conversion,138,2
attr_00002659,evt_000022334,ku_004368,cmp_011,social,retargeting,social>retargeting>conversion,139,3
attr_00002660,evt_000022340,ku_008385,cmp_017,direct,direct,direct>conversion,140,4
attr_00002661,evt_000022341,ku_015599,cmp_009,affiliate,retargeting,affiliate>retargeting>conversion,141,1
attr_00002662,evt_000022352,ku_000832,cmp_033,direct,direct,direct>conversion,142,2
attr_00002663,evt_000022362,ku_002867,cmp_026,social,retargeting,social>retargeting>conversion,143,3
attr_00002664,evt_000022363,ku_014948,cmp_025,direct,direct,direct>conversion,144,4
attr_00002665,evt_000022376,ku_015883,cmp_021,affiliate,retargeting,affiliate>retargeting>conversion,145,1
attr_00002666,evt_000022389,ku_007363,cmp_008,organic,retargeting,organic>retargeting>conversion,146,2
attr_00002667,evt_000022392,ku_000699,cmp_033,direct,direct,direct>conversion,147,3
attr_00002668,evt_000022419,ku_008969,cmp_012,affiliate,retargeting,affiliate>retargeting>conversion,148,4
attr_00002669,evt_000022431,ku_005698,cmp_031,organic,retargeting,organic>retargeting>conversion,149,1
attr_00002670,evt_000022432,ku_016811,cmp_008,affiliate,retargeting,affiliate>retargeting>conversion,150,2
attr_00002671,evt_000022444,ku_004203,cmp_037,social,retargeting,social>retargeting>conversion,151,3
attr_00002672,evt_000022450,ku_010139,cmp_039,affiliate,retargeting,affiliate>retargeting>conversion,152,4
attr_00002673,evt_000022462,ku_015233,cmp_002,direct,direct,direct>conversion,153,1
attr_00002674,evt_000022465,ku_008112,cmp_022,paid_search,retargeting,paid_search>retargeting>conversion,154,2
attr_00002675,evt_000022467,ku_004463,cmp_011,organic,retargeting,organic>retargeting>conversion,155,3
attr_00002676,evt_000022468,ku_007232,cmp_010,affiliate,retargeting,affiliate>retargeting>conversion,156,4
attr_00002677,evt_000022485,ku_003154,cmp_023,direct,direct,direct>conversion,157,1
attr_00002678,evt_000022488,ku_015763,cmp_028,paid_search,retargeting,paid_search>retargeting>conversion,158,2
attr_00002679,evt_000022491,ku_004461,cmp_008,affiliate,retargeting,affiliate>retargeting>conversion,159,3
attr_00002680,evt_000022496,ku_006565,cmp_004,organic,retargeting,organic>retargeting>conversion,160,4
attr_00002681,evt_000022497,ku_002739,cmp_033,affiliate,retargeting,affiliate>retargeting>conversion,161,1
attr_00002682,evt_000022508,ku_001629,cmp_004,direct,direct,direct>conversion,162,2
attr_00002683,evt_000022515,ku_004270,cmp_030,direct,direct,direct>conversion,163,3
attr_00002684,evt_000022524,ku_018087,cmp_003,social,retargeting,social>retargeting>conversion,164,4
attr_00002685,evt_000022544,ku_007414,cmp_020,organic,retargeting,organic>retargeting>conversion,165,1
attr_00002686,evt_000022568,ku_013308,cmp_013,paid_search,retargeting,paid_search>retargeting>conversion,166,2
attr_00002687,evt_000022571,ku_012740,cmp_019,direct,direct,direct>conversion,167,3
attr_00002688,evt_000022576,ku_016777,cmp_016,affiliate,retargeting,affiliate>retargeting>conversion,168,4
attr_00002689,evt_000022596,ku_014137,cmp_032,paid_search,retargeting,paid_search>retargeting>conversion,1,1
attr_00002690,evt_000022611,ku_016897,cmp_027,paid_search,retargeting,paid_search>retargeting>conversion,2,2
attr_00002691,evt_000022623,ku_001786,cmp_001,direct,direct,direct>conversion,3,3
attr_00002692,evt_000022634,ku_010391,cmp_019,affiliate,retargeting,affiliate>retargeting>conversion,4,4
attr_00002693,evt_000022644,ku_000671,cmp_018,organic,retargeting,organic>retargeting>conversion,5,1
attr_00002694,evt_000022659,ku_004548,cmp_009,affiliate,retargeting,affiliate>retargeting>conversion,6,2
attr_00002695,evt_000022671,ku_004952,cmp_026,social,retargeting,social>retargeting>conversion,7,3
attr_00002696,evt_000022676,ku_009336,cmp_021,direct,direct,direct>conversion,8,4
attr_00002697,evt_000022686,ku_005863,cmp_033,affiliate,retargeting,affiliate>retargeting>conversion,9,1
attr_00002698,evt_000022689,ku_001512,cmp_038,organic,retargeting,organic>retargeting>conversion,10,2
attr_00002699,evt_000022691,ku_002840,cmp_009,direct,direct,direct>conversion,11,3
attr_00002700,evt_000022703,ku_000943,cmp_036,organic,retargeting,organic>retargeting>conversion,12,4
attr_00002701,evt_000022707,ku_010009,cmp_018,affiliate,retargeting,affiliate>retargeting>conversion,13,1
attr_00002702,evt_000022717,ku_004734,cmp_001,affiliate,retargeting,affiliate>retargeting>conversion,14,2
attr_00002703,evt_000022721,ku_002552,cmp_008,organic,retargeting,organic>retargeting>conversion,15,3
attr_00002704,evt_000022722,ku_017891,cmp_034,social,retargeting,social>retargeting>conversion,16,4
attr_00002705,evt_000022745,ku_001903,cmp_009,direct,direct,direct>conversion,17,1
attr_00002706,evt_000022757,ku_012522,cmp_039,affiliate,retargeting,affiliate>retargeting>conversion,18,2
attr_00002707,evt_000022785,ku_016437,cmp_005,organic,retargeting,organic>retargeting>conversion,19,3
attr_00002708,evt_000022790,ku_002066,cmp_012,paid_search,retargeting,paid_search>retargeting>conversion,20,4
attr_00002709,evt_000022796,ku_010762,cmp_029,organic,retargeting,organic>retargeting>conversion,21,1
attr_00002710,evt_000022798,ku_005075,cmp_010,affiliate,retargeting,affiliate>retargeting>conversion,22,2
attr_00002711,evt_000022800,ku_019132,cmp_029,affiliate,retargeting,affiliate>retargeting>conversion,23,3
attr_00002712,evt_000022801,ku_013825,cmp_012,paid_search,retargeting,paid_search>retargeting>conversion,24,4
attr_00002713,evt_000022812,ku_017973,cmp_009,direct,direct,direct>conversion,25,1
attr_00002714,evt_000022817,ku_011448,cmp_026,paid_search,retargeting,paid_search>retargeting>conversion,26,2
attr_00002715,evt_000022822,ku_001890,cmp_006,organic,retargeting,organic>retargeting>conversion,27,3
attr_00002716,evt_000022837,ku_009744,cmp_025,social,retargeting,social>retargeting>conversion,28,4
attr_00002717,evt_000022841,ku_014526,cmp_027,affiliate,retargeting,affiliate>retargeting>conversion,29,1
attr_00002718,evt_000022842,ku_011557,cmp_028,affiliate,retargeting,affiliate>retargeting>conversion,30,2
attr_00002719,evt_000022844,ku_010456,cmp_014,paid_search,retargeting,paid_search>retargeting>conversion,31,3
attr_00002720,evt_000022854,ku_017100,cmp_005,organic,retargeting,organic>retargeting>conversion,32,4
attr_00002721,evt_000022855,ku_013695,cmp_013,direct,direct,direct>conversion,33,1
attr_00002722,evt_000022868,ku_013638,cmp_040,social,retargeting,social>retargeting>conversion,34,2
attr_00002723,evt_000022869,ku_010838,cmp_029,affiliate,retargeting,affiliate>retargeting>conversion,35,3
attr_00002724,evt_000022871,ku_000816,cmp_007,affiliate,retargeting,affiliate>retargeting>conversion,36,4
attr_00002725,evt_000022875,ku_004746,cmp_008,paid_search,retargeting,paid_search>retargeting>conversion,37,1
attr_00002726,evt_000022878,ku_018869,cmp_034,social,retargeting,social>retargeting>conversion,38,2
attr_00002727,evt_000022888,ku_018540,cmp_005,social,retargeting,social>retargeting>conversion,39,3
attr_00002728,evt_000022890,ku_006497,cmp_006,affiliate,retargeting,affiliate>retargeting>conversion,40,4
attr_00002729,evt_000022910,ku_013363,cmp_031,affiliate,retargeting,affiliate>retargeting>conversion,41,1
attr_00002730,evt_000022920,ku_003633,cmp_004,organic,retargeting,organic>retargeting>conversion,42,2
attr_00002731,evt_000022925,ku_011466,cmp_020,paid_search,retargeting,paid_search>retargeting>conversion,43,3
attr_00002732,evt_000022957,ku_008578,cmp_018,direct,direct,direct>conversion,44,4
attr_00002733,evt_000022959,ku_017148,cmp_040,affiliate,retargeting,affiliate>retargeting>conversion,45,1
attr_00002734,evt_000022970,ku_005418,cmp_040,social,retargeting,social>retargeting>conversion,46,2
attr_00002735,evt_000022980,ku_019483,cmp_010,direct,direct,direct>conversion,47,3
attr_00002736,evt_000022988,ku_008156,cmp_032,paid_search,retargeting,paid_search>retargeting>conversion,48,4
attr_00002737,evt_000022989,ku_018320,cmp_016,affiliate,retargeting,affiliate>retargeting>conversion,49,1
attr_00002738,evt_000022990,ku_008755,cmp_008,organic,retargeting,organic>retargeting>conversion,50,2
attr_00002739,evt_000022993,ku_013957,cmp_007,social,retargeting,social>retargeting>conversion,51,3
attr_00002740,evt_000023025,ku_004223,cmp_035,direct,direct,direct>conversion,52,4
attr_00002741,evt_000023028,ku_008140,cmp_020,social,retargeting,social>retargeting>conversion,53,1
attr_00002742,evt_000023030,ku_013446,cmp_003,organic,retargeting,organic>retargeting>conversion,54,2
attr_00002743,evt_000023036,ku_010566,cmp_029,organic,retargeting,organic>retargeting>conversion,55,3
attr_00002744,evt_000023042,ku_015986,cmp_032,paid_search,retargeting,paid_search>retargeting>conversion,56,4
attr_00002745,evt_000023045,ku_013738,cmp_008,organic,retargeting,organic>retargeting>conversion,57,1
attr_00002746,evt_000023055,ku_001858,cmp_025,affiliate,retargeting,affiliate>retargeting>conversion,58,2
attr_00002747,evt_000023057,ku_000105,cmp_012,direct,direct,direct>conversion,59,3
attr_00002748,evt_000023076,ku_019636,cmp_018,direct,direct,direct>conversion,60,4
attr_00002749,evt_000023096,ku_012772,cmp_014,affiliate,retargeting,affiliate>retargeting>conversion,61,1
attr_00002750,evt_000023100,ku_007176,cmp_003,direct,direct,direct>conversion,62,2
attr_00002751,evt_000023104,ku_004244,cmp_007,direct,direct,direct>conversion,63,3
attr_00002752,evt_000023108,ku_012969,cmp_002,organic,retargeting,organic>retargeting>conversion,64,4
attr_00002753,evt_000023110,ku_005032,cmp_029,social,retargeting,social>retargeting>conversion,65,1
attr_00002754,evt_000023116,ku_001206,cmp_003,organic,retargeting,organic>retargeting>conversion,66,2
attr_00002755,evt_000023132,ku_002706,cmp_030,affiliate,retargeting,affiliate>retargeting>conversion,67,3
attr_00002756,evt_000023142,ku_017176,cmp_002,affiliate,retargeting,affiliate>retargeting>conversion,68,4
attr_00002757,evt_000023155,ku_001913,cmp_022,paid_search,retargeting,paid_search>retargeting>conversion,69,1
attr_00002758,evt_000023166,ku_005771,cmp_016,paid_search,retargeting,paid_search>retargeting>conversion,70,2
attr_00002759,evt_000023176,ku_010719,cmp_018,organic,retargeting,organic>retargeting>conversion,71,3
attr_00002760,evt_000023178,ku_014804,cmp_016,social,retargeting,social>retargeting>conversion,72,4
attr_00002761,evt_000023189,ku_004847,cmp_010,direct,direct,direct>conversion,73,1
attr_00002762,evt_000023194,ku_002973,cmp_021,affiliate,retargeting,affiliate>retargeting>conversion,74,2
attr_00002763,evt_000023198,ku_012026,cmp_011,organic,retargeting,organic>retargeting>conversion,75,3
attr_00002764,evt_000023223,ku_013832,cmp_031,organic,retargeting,organic>retargeting>conversion,76,4
attr_00002765,evt_000023227,ku_011515,cmp_039,organic,retargeting,organic>retargeting>conversion,77,1
attr_00002766,evt_000023234,ku_004249,cmp_020,organic,retargeting,organic>retargeting>conversion,78,2
attr_00002767,evt_000023244,ku_006014,cmp_015,direct,direct,direct>conversion,79,3
attr_00002768,evt_000023246,ku_009925,cmp_030,organic,retargeting,organic>retargeting>conversion,80,4
attr_00002769,evt_000023252,ku_009704,cmp_003,social,retargeting,social>retargeting>conversion,81,1
attr_00002770,evt_000023256,ku_010020,cmp_001,affiliate,retargeting,affiliate>retargeting>conversion,82,2
attr_00002771,evt_000023276,ku_007251,cmp_011,paid_search,retargeting,paid_search>retargeting>conversion,83,3
attr_00002772,evt_000023301,ku_008367,cmp_026,organic,retargeting,organic>retargeting>conversion,84,4
attr_00002773,evt_000023305,ku_013347,cmp_025,paid_search,retargeting,paid_search>retargeting>conversion,85,1
attr_00002774,evt_000023309,ku_005199,cmp_034,affiliate,retargeting,affiliate>retargeting>conversion,86,2
attr_00002775,evt_000023313,ku_012006,cmp_040,direct,direct,direct>conversion,87,3
attr_00002776,evt_000023314,ku_004482,cmp_019,direct,direct,direct>conversion,88,4
attr_00002777,evt_000023320,ku_007551,cmp_040,direct,direct,direct>conversion,89,1
attr_00002778,evt_000023323,ku_012735,cmp_031,paid_search,retargeting,paid_search>retargeting>conversion,90,2
attr_00002779,evt_000023333,ku_006868,cmp_026,direct,direct,direct>conversion,91,3
attr_00002780,evt_000023348,ku_017218,cmp_012,social,retargeting,social>retargeting>conversion,92,4
attr_00002781,evt_000023364,ku_018266,cmp_036,social,retargeting,social>retargeting>conversion,93,1
attr_00002782,evt_000023378,ku_011553,cmp_038,paid_search,retargeting,paid_search>retargeting>conversion,94,2
attr_00002783,evt_000023389,ku_004318,cmp_025,affiliate,retargeting,affiliate>retargeting>conversion,95,3
attr_00002784,evt_000023393,ku_011560,cmp_017,direct,direct,direct>conversion,96,4
attr_00002785,evt_000023395,ku_002478,cmp_039,paid_search,retargeting,paid_search>retargeting>conversion,97,1
attr_00002786,evt_000023401,ku_010628,cmp_010,paid_search,retargeting,paid_search>retargeting>conversion,98,2
attr_00002787,evt_000023404,ku_003076,cmp_004,organic,retargeting,organic>retargeting>conversion,99,3
attr_00002788,evt_000023409,ku_013984,cmp_033,organic,retargeting,organic>retargeting>conversion,100,4
attr_00002789,evt_000023412,ku_005877,cmp_036,direct,direct,direct>conversion,101,1
attr_00002790,evt_000023413,ku_019387,cmp_035,direct,direct,direct>conversion,102,2
attr_00002791,evt_000023440,ku_014775,cmp_010,paid_search,retargeting,paid_search>retargeting>conversion,103,3
attr_00002792,evt_000023446,ku_016958,cmp_014,paid_search,retargeting,paid_search>retargeting>conversion,104,4
attr_00002793,evt_000023467,ku_010149,cmp_031,direct,direct,direct>conversion,105,1
attr_00002794,evt_000023477,ku_004390,cmp_033,organic,retargeting,organic>retargeting>conversion,106,2
attr_00002795,evt_000023480,ku_010577,cmp_036,social,retargeting,social>retargeting>conversion,107,3
attr_00002796,evt_000023490,ku_010304,cmp_010,direct,direct,direct>conversion,108,4
attr_00002797,evt_000023523,ku_004680,cmp_038,social,retargeting,social>retargeting>conversion,109,1
attr_00002798,evt_000023525,ku_014271,cmp_001,organic,retargeting,organic>retargeting>conversion,110,2
attr_00002799,evt_000023570,ku_013421,cmp_029,affiliate,retargeting,affiliate>retargeting>conversion,111,3
attr_00002800,evt_000023584,ku_007142,cmp_033,direct,direct,direct>conversion,112,4
attr_00002801,evt_000023598,ku_008659,cmp_009,paid_search,retargeting,paid_search>retargeting>conversion,113,1
attr_00002802,evt_000023600,ku_005127,cmp_034,direct,direct,direct>conversion,114,2
attr_00002803,evt_000023607,ku_013316,cmp_001,social,retargeting,social>retargeting>conversion,115,3
attr_00002804,evt_000023638,ku_003304,cmp_037,direct,direct,direct>conversion,116,4
attr_00002805,evt_000023645,ku_007334,cmp_025,affiliate,retargeting,affiliate>retargeting>conversion,117,1
attr_00002806,evt_000023655,ku_006822,cmp_038,paid_search,retargeting,paid_search>retargeting>conversion,118,2
attr_00002807,evt_000023686,ku_017980,cmp_001,organic,retargeting,organic>retargeting>conversion,119,3
attr_00002808,evt_000023695,ku_014077,cmp_019,paid_search,retargeting,paid_search>retargeting>conversion,120,4
attr_00002809,evt_000023696,ku_000521,cmp_016,direct,direct,direct>conversion,121,1
attr_00002810,evt_000023703,ku_009668,cmp_040,affiliate,retargeting,affiliate>retargeting>conversion,122,2
attr_00002811,evt_000023707,ku_007538,cmp_035,paid_search,retargeting,paid_search>retargeting>conversion,123,3
attr_00002812,evt_000023711,ku_015425,cmp_021,organic,retargeting,organic>retargeting>conversion,124,4
attr_00002813,evt_000023714,ku_009677,cmp_019,paid_search,retargeting,paid_search>retargeting>conversion,125,1
attr_00002814,evt_000023733,ku_019226,cmp_036,social,retargeting,social>retargeting>conversion,126,2
attr_00002815,evt_000023747,ku_015735,cmp_034,affiliate,retargeting,affiliate>retargeting>conversion,127,3
attr_00002816,evt_000023751,ku_001578,cmp_035,affiliate,retargeting,affiliate>retargeting>conversion,128,4
attr_00002817,evt_000023754,ku_008391,cmp_017,affiliate,retargeting,affiliate>retargeting>conversion,129,1
attr_00002818,evt_000023756,ku_001658,cmp_008,paid_search,retargeting,paid_search>retargeting>conversion,130,2
attr_00002819,evt_000023773,ku_014774,cmp_026,affiliate,retargeting,affiliate>retargeting>conversion,131,3
attr_00002820,evt_000023776,ku_009614,cmp_018,social,retargeting,social>retargeting>conversion,132,4
attr_00002821,evt_000023784,ku_005882,cmp_025,social,retargeting,social>retargeting>conversion,133,1
attr_00002822,evt_000023786,ku_015441,cmp_021,paid_search,retargeting,paid_search>retargeting>conversion,134,2
attr_00002823,evt_000023796,ku_019634,cmp_023,direct,direct,direct>conversion,135,3
attr_00002824,evt_000023798,ku_017371,cmp_038,social,retargeting,social>retargeting>conversion,136,4
attr_00002825,evt_000023799,ku_011004,cmp_010,direct,direct,direct>conversion,137,1
attr_00002826,evt_000023803,ku_005972,cmp_038,paid_search,retargeting,paid_search>retargeting>conversion,138,2
attr_00002827,evt_000023805,ku_019018,cmp_012,organic,retargeting,organic>retargeting>conversion,139,3
attr_00002828,evt_000023812,ku_009452,cmp_026,direct,direct,direct>conversion,140,4
attr_00002829,evt_000023814,ku_014120,cmp_006,organic,retargeting,organic>retargeting>conversion,141,1
attr_00002830,evt_000023819,ku_016032,cmp_034,organic,retargeting,organic>retargeting>conversion,142,2
attr_00002831,evt_000023828,ku_000765,cmp_015,paid_search,retargeting,paid_search>retargeting>conversion,143,3
attr_00002832,evt_000023830,ku_011808,cmp_013,social,retargeting,social>retargeting>conversion,144,4
attr_00002833,evt_000023836,ku_016303,cmp_022,affiliate,retargeting,affiliate>retargeting>conversion,145,1
attr_00002834,evt_000023837,ku_015286,cmp_024,direct,direct,direct>conversion,146,2
attr_00002835,evt_000023846,ku_007919,cmp_039,direct,direct,direct>conversion,147,3
attr_00002836,evt_000023854,ku_019355,cmp_009,affiliate,retargeting,affiliate>retargeting>conversion,148,4
attr_00002837,evt_000023876,ku_011020,cmp_005,organic,retargeting,organic>retargeting>conversion,149,1
attr_00002838,evt_000023880,ku_009230,cmp_021,paid_search,retargeting,paid_search>retargeting>conversion,150,2
attr_00002839,evt_000023894,ku_004432,cmp_020,paid_search,retargeting,paid_search>retargeting>conversion,151,3
attr_00002840,evt_000023914,ku_004238,cmp_032,social,retargeting,social>retargeting>conversion,152,4
