cluster_id,real_identity_id,known_user_id,cluster_size,edge_count,identity_confidence_score,explainability
cluster_005807,rid_005807,ku_005807,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005808,rid_005808,ku_005808,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005809,rid_005809,ku_005809,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005810,rid_005810,ku_005810,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005811,rid_005811,ku_005811,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005812,rid_005812,ku_005812,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005813,rid_005813,ku_005813,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005814,rid_005814,ku_005814,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005815,rid_005815,ku_005815,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005816,rid_005816,ku_005816,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005817,rid_005817,ku_005817,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005818,rid_005818,ku_005818,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005819,rid_005819,ku_005819,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005820,rid_005820,ku_005820,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005821,rid_005821,ku_005821,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005822,rid_005822,ku_005822,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005823,rid_005823,ku_005823,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005824,rid_005824,ku_005824,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005825,rid_005825,ku_005825,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005826,rid_005826,ku_005826,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005827,rid_005827,ku_005827,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005828,rid_005828,ku_005828,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005829,rid_005829,ku_005829,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005830,rid_005830,ku_005830,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005831,rid_005831,ku_005831,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005832,rid_005832,ku_005832,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005833,rid_005833,ku_005833,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005834,rid_005834,ku_005834,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005835,rid_005835,ku_005835,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005836,rid_005836,ku_005836,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005837,rid_005837,ku_005837,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005838,rid_005838,ku_005838,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005839,rid_005839,ku_005839,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005840,rid_005840,ku_005840,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005841,rid_005841,ku_005841,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005842,rid_005842,ku_005842,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005843,rid_005843,ku_005843,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005844,rid_005844,ku_005844,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005845,rid_005845,ku_005845,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005846,rid_005846,ku_005846,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005847,rid_005847,ku_005847,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005848,rid_005848,ku_005848,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005849,rid_005849,ku_005849,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005850,rid_005850,ku_005850,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005851,rid_005851,ku_005851,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005852,rid_005852,ku_005852,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005853,rid_005853,ku_005853,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_005854,rid_005854,ku_005854,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005855,rid_005855,ku_005855,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005856,rid_005856,ku_005856,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005857,rid_005857,ku_005857,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005858,rid_005858,ku_005858,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005859,rid_005859,ku_005859,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005860,rid_005860,ku_005860,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005861,rid_005861,ku_005861,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005862,rid_005862,ku_005862,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005863,rid_005863,ku_005863,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005864,rid_005864,ku_005864,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005865,rid_005865,ku_005865,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005866,rid_005866,ku_005866,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005867,rid_005867,ku_005867,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005868,rid_005868,ku_005868,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005869,rid_005869,ku_005869,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005870,rid_005870,ku_005870,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005871,rid_005871,ku_005871,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005872,rid_005872,ku_005872,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005873,rid_005873,ku_005873,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005874,rid_005874,ku_005874,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005875,rid_005875,ku_005875,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005876,rid_005876,ku_005876,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005877,rid_005877,ku_005877,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005878,rid_005878,ku_005878,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005879,rid_005879,ku_005879,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005880,rid_005880,ku_005880,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005881,rid_005881,ku_005881,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005882,rid_005882,ku_005882,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005883,rid_005883,ku_005883,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005884,rid_005884,ku_005884,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005885,rid_005885,ku_005885,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005886,rid_005886,ku_005886,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005887,rid_005887,ku_005887,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005888,rid_005888,ku_005888,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005889,rid_005889,ku_005889,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005890,rid_005890,ku_005890,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005891,rid_005891,ku_005891,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005892,rid_005892,ku_005892,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005893,rid_005893,ku_005893,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005894,rid_005894,ku_005894,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005895,rid_005895,ku_005895,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005896,rid_005896,ku_005896,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005897,rid_005897,ku_005897,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005898,rid_005898,ku_005898,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005899,rid_005899,ku_005899,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005900,rid_005900,ku_005900,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005901,rid_005901,ku_005901,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_005902,rid_005902,ku_005902,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005903,rid_005903,ku_005903,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005904,rid_005904,ku_005904,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005905,rid_005905,ku_005905,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005906,rid_005906,ku_005906,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005907,rid_005907,ku_005907,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005908,rid_005908,ku_005908,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005909,rid_005909,ku_005909,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005910,rid_005910,ku_005910,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005911,rid_005911,ku_005911,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005912,rid_005912,ku_005912,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005913,rid_005913,ku_005913,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005914,rid_005914,ku_005914,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_005915,rid_005915,ku_005915,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005916,rid_005916,ku_005916,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005917,rid_005917,ku_005917,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005918,rid_005918,ku_005918,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005919,rid_005919,ku_005919,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005920,rid_005920,ku_005920,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005921,rid_005921,ku_005921,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005922,rid_005922,ku_005922,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005923,rid_005923,ku_005923,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005924,rid_005924,ku_005924,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005925,rid_005925,ku_005925,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005926,rid_005926,ku_005926,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005927,rid_005927,ku_005927,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005928,rid_005928,ku_005928,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005929,rid_005929,ku_005929,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005930,rid_005930,ku_005930,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005931,rid_005931,ku_005931,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005932,rid_005932,ku_005932,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005933,rid_005933,ku_005933,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005934,rid_005934,ku_005934,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005935,rid_005935,ku_005935,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005936,rid_005936,ku_005936,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005937,rid_005937,ku_005937,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005938,rid_005938,ku_005938,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005939,rid_005939,ku_005939,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005940,rid_005940,ku_005940,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005941,rid_005941,ku_005941,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005942,rid_005942,ku_005942,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005943,rid_005943,ku_005943,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005944,rid_005944,ku_005944,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005945,rid_005945,ku_005945,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005946,rid_005946,ku_005946,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005947,rid_005947,ku_005947,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005948,rid_005948,ku_005948,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005949,rid_005949,ku_005949,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005950,rid_005950,ku_005950,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005951,rid_005951,ku_005951,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005952,rid_005952,ku_005952,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005953,rid_005953,ku_005953,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005954,rid_005954,ku_005954,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005955,rid_005955,ku_005955,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005956,rid_005956,ku_005956,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005957,rid_005957,ku_005957,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_005958,rid_005958,ku_005958,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005959,rid_005959,ku_005959,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005960,rid_005960,ku_005960,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005961,rid_005961,ku_005961,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005962,rid_005962,ku_005962,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005963,rid_005963,ku_005963,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005964,rid_005964,ku_005964,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005965,rid_005965,ku_005965,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005966,rid_005966,ku_005966,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005967,rid_005967,ku_005967,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005968,rid_005968,ku_005968,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005969,rid_005969,ku_005969,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005970,rid_005970,ku_005970,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005971,rid_005971,ku_005971,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005972,rid_005972,ku_005972,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005973,rid_005973,ku_005973,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005974,rid_005974,ku_005974,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005975,rid_005975,ku_005975,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005976,rid_005976,ku_005976,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005977,rid_005977,ku_005977,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005978,rid_005978,ku_005978,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005979,rid_005979,ku_005979,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_005980,rid_005980,ku_005980,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005981,rid_005981,ku_005981,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005982,rid_005982,ku_005982,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005983,rid_005983,ku_005983,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005984,rid_005984,ku_005984,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005985,rid_005985,ku_005985,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005986,rid_005986,ku_005986,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005987,rid_005987,ku_005987,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005988,rid_005988,ku_005988,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005989,rid_005989,ku_005989,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005990,rid_005990,ku_005990,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005991,rid_005991,ku_005991,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005992,rid_005992,ku_005992,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005993,rid_005993,ku_005993,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005994,rid_005994,ku_005994,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005995,rid_005995,ku_005995,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_005996,rid_005996,ku_005996,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_005997,rid_005997,ku_005997,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005998,rid_005998,ku_005998,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_005999,rid_005999,ku_005999,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006000,rid_006000,ku_006000,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006001,rid_006001,ku_006001,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006002,rid_006002,ku_006002,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006003,rid_006003,ku_006003,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_006004,rid_006004,ku_006004,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006005,rid_006005,ku_006005,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006006,rid_006006,ku_006006,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006007,rid_006007,ku_006007,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006008,rid_006008,ku_006008,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006009,rid_006009,ku_006009,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006010,rid_006010,ku_006010,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006011,rid_006011,ku_006011,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006012,rid_006012,ku_006012,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006013,rid_006013,ku_006013,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006014,rid_006014,ku_006014,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006015,rid_006015,ku_006015,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006016,rid_006016,ku_006016,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006017,rid_006017,ku_006017,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006018,rid_006018,ku_006018,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006019,rid_006019,ku_006019,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006020,rid_006020,ku_006020,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006021,rid_006021,ku_006021,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006022,rid_006022,ku_006022,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006023,rid_006023,ku_006023,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_006024,rid_006024,ku_006024,4,2,90.4,cluster created from ground truth surfaces plus resolved identity edges
cluster_006025,rid_006025,ku_006025,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006026,rid_006026,ku_006026,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006027,rid_006027,ku_006027,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006028,rid_006028,ku_006028,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006029,rid_006029,ku_006029,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006030,rid_006030,ku_006030,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006031,rid_006031,ku_006031,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006032,rid_006032,ku_006032,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006033,rid_006033,ku_006033,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006034,rid_006034,ku_006034,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006035,rid_006035,ku_006035,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006036,rid_006036,ku_006036,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006037,rid_006037,ku_006037,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006038,rid_006038,ku_006038,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006039,rid_006039,ku_006039,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006040,rid_006040,ku_006040,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006041,rid_006041,ku_006041,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006042,rid_006042,ku_006042,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006043,rid_006043,ku_006043,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006044,rid_006044,ku_006044,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006045,rid_006045,ku_006045,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006046,rid_006046,ku_006046,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006047,rid_006047,ku_006047,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006048,rid_006048,ku_006048,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006049,rid_006049,ku_006049,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006050,rid_006050,ku_006050,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006051,rid_006051,ku_006051,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006052,rid_006052,ku_006052,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006053,rid_006053,ku_006053,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006054,rid_006054,ku_006054,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006055,rid_006055,ku_006055,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006056,rid_006056,ku_006056,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_006057,rid_006057,ku_006057,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006058,rid_006058,ku_006058,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006059,rid_006059,ku_006059,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006060,rid_006060,ku_006060,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006061,rid_006061,ku_006061,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006062,rid_006062,ku_006062,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006063,rid_006063,ku_006063,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006064,rid_006064,ku_006064,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006065,rid_006065,ku_006065,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006066,rid_006066,ku_006066,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_006067,rid_006067,ku_006067,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006068,rid_006068,ku_006068,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006069,rid_006069,ku_006069,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006070,rid_006070,ku_006070,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006071,rid_006071,ku_006071,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006072,rid_006072,ku_006072,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006073,rid_006073,ku_006073,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006074,rid_006074,ku_006074,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006075,rid_006075,ku_006075,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006076,rid_006076,ku_006076,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006077,rid_006077,ku_006077,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006078,rid_006078,ku_006078,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006079,rid_006079,ku_006079,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006080,rid_006080,ku_006080,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006081,rid_006081,ku_006081,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006082,rid_006082,ku_006082,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006083,rid_006083,ku_006083,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006084,rid_006084,ku_006084,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006085,rid_006085,ku_006085,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
