real_identity_id,ip_id,geo_region,network_type
rid_005048,ip_006429,LATAM,corporate
rid_017191,ip_006430,APAC,proxy
rid_005066,ip_006431,NA,proxy
rid_001168,ip_006432,APAC,residential
rid_015550,ip_006433,LATAM,corporate
rid_013516,ip_006434,APAC,residential
rid_016622,ip_006435,APAC,mobile
rid_011871,ip_006436,LATAM,proxy
rid_017340,ip_006437,APAC,mobile
rid_018859,ip_006438,APAC,mobile
rid_004821,ip_006439,LATAM,corporate
rid_014433,ip_006440,LATAM,residential
rid_015632,ip_006441,LATAM,proxy
rid_003299,ip_006442,LATAM,mobile
rid_000660,ip_006443,NA,mobile
rid_007487,ip_006444,LATAM,corporate
rid_013703,ip_006445,EU,residential
rid_006127,ip_006446,NA,corporate
rid_006526,ip_006447,NA,proxy
rid_016611,ip_006448,EU,mobile
rid_016989,ip_006449,EU,corporate
rid_010029,ip_006450,EU,residential
rid_010964,ip_006451,LATAM,mobile
rid_015343,ip_006452,LATAM,proxy
rid_007721,ip_006453,APAC,residential
rid_018695,ip_006454,EU,corporate
rid_012242,ip_006455,APAC,residential
rid_004520,ip_006456,LATAM,mobile
rid_000058,ip_006457,LATAM,residential
rid_010879,ip_006458,LATAM,corporate
rid_001195,ip_006459,EU,proxy
rid_011533,ip_006460,EU,residential
rid_016543,ip_006461,LATAM,proxy
rid_008538,ip_006462,LATAM,proxy
rid_010761,ip_006463,EU,corporate
rid_005870,ip_006464,LATAM,residential
rid_006877,ip_006465,EU,mobile
rid_000194,ip_006466,LATAM,corporate
rid_011760,ip_006467,LATAM,mobile
rid_006886,ip_006468,LATAM,mobile
rid_002202,ip_006469,LATAM,corporate
rid_008161,ip_006470,LATAM,residential
rid_003445,ip_006471,EU,residential
rid_007919,ip_006472,APAC,proxy
rid_003880,ip_006473,LATAM,proxy
rid_001531,ip_006474,APAC,residential
rid_015503,ip_006475,APAC,mobile
rid_001379,ip_006476,NA,residential
rid_004651,ip_006477,LATAM,proxy
rid_016008,ip_006478,NA,mobile
rid_006204,ip_006479,NA,proxy
rid_011194,ip_006480,LATAM,proxy
rid_004263,ip_006481,EU,mobile
rid_018826,ip_006482,EU,corporate
rid_006383,ip_006483,APAC,proxy
rid_001015,ip_006484,EU,mobile
rid_011125,ip_006485,NA,proxy
rid_019517,ip_006486,APAC,corporate
rid_004161,ip_006487,LATAM,corporate
rid_013273,ip_006488,EU,corporate
rid_005094,ip_006489,LATAM,corporate
rid_016768,ip_006490,NA,proxy
rid_007134,ip_006491,LATAM,proxy
rid_010938,ip_006492,EU,residential
rid_005290,ip_006493,NA,mobile
rid_018523,ip_006494,EU,corporate
rid_012770,ip_006495,LATAM,mobile
rid_018720,ip_006496,NA,proxy
rid_013626,ip_006497,EU,proxy
rid_015093,ip_006498,LATAM,residential
rid_005383,ip_006499,NA,proxy
rid_012699,ip_006500,APAC,residential
rid_000476,ip_006501,EU,proxy
rid_016809,ip_006502,APAC,residential
rid_013806,ip_006503,EU,mobile
rid_012444,ip_006504,NA,residential
rid_018401,ip_006505,NA,residential
rid_003057,ip_006506,LATAM,proxy
rid_005451,ip_006507,EU,residential
rid_010232,ip_006508,EU,mobile
rid_000734,ip_006509,NA,proxy
rid_000540,ip_006510,APAC,residential
rid_004404,ip_006511,EU,proxy
rid_010738,ip_006512,APAC,corporate
rid_007075,ip_006513,EU,mobile
rid_003384,ip_006514,EU,corporate
rid_004335,ip_006515,APAC,corporate
rid_017044,ip_006516,EU,mobile
rid_016018,ip_006517,NA,mobile
rid_015250,ip_006518,EU,proxy
rid_011105,ip_006519,NA,residential
rid_015135,ip_006520,NA,mobile
rid_011263,ip_006521,LATAM,corporate
rid_000211,ip_006522,EU,proxy
rid_008140,ip_006523,LATAM,mobile
rid_017101,ip_006524,LATAM,mobile
rid_007888,ip_006525,EU,residential
rid_005011,ip_006526,NA,mobile
rid_019214,ip_006527,NA,proxy
rid_011401,ip_006528,NA,residential
rid_010689,ip_006529,EU,corporate
rid_006554,ip_006530,NA,mobile
rid_014762,ip_006531,NA,mobile
rid_018844,ip_006532,NA,corporate
rid_015629,ip_006533,EU,proxy
rid_017705,ip_006534,APAC,mobile
rid_017382,ip_006535,APAC,proxy
rid_001081,ip_006536,APAC,residential
rid_014473,ip_006537,APAC,proxy
rid_011183,ip_006538,LATAM,corporate
rid_014068,ip_006539,NA,corporate
rid_012570,ip_006540,LATAM,residential
rid_017762,ip_006541,NA,proxy
rid_006296,ip_006542,LATAM,mobile
rid_017431,ip_006543,EU,corporate
rid_006783,ip_006544,LATAM,mobile
rid_005410,ip_006545,APAC,corporate
rid_012656,ip_006546,NA,residential
rid_007887,ip_006547,EU,residential
rid_015574,ip_006548,EU,residential
rid_010665,ip_006549,LATAM,corporate
rid_007567,ip_006550,LATAM,mobile
rid_011538,ip_006551,NA,residential
rid_013080,ip_006552,NA,residential
rid_016133,ip_006553,NA,mobile
rid_009365,ip_006554,NA,residential
rid_007806,ip_006555,EU,mobile
rid_010123,ip_006556,EU,corporate
rid_011974,ip_006557,APAC,residential
rid_001365,ip_006558,EU,proxy
rid_003666,ip_006559,LATAM,mobile
rid_012659,ip_006560,APAC,proxy
rid_013187,ip_006561,NA,corporate
rid_006972,ip_006562,LATAM,corporate
rid_015578,ip_006563,LATAM,mobile
rid_017525,ip_006564,EU,mobile
rid_013507,ip_006565,APAC,corporate
rid_013595,ip_006566,EU,residential
rid_001107,ip_006567,NA,corporate
rid_012878,ip_006568,LATAM,residential
rid_017215,ip_006569,EU,proxy
rid_017951,ip_006570,EU,mobile
rid_013861,ip_006571,NA,proxy
rid_003542,ip_006572,APAC,proxy
rid_006138,ip_006573,LATAM,proxy
rid_005016,ip_006574,LATAM,corporate
rid_006652,ip_006575,APAC,proxy
rid_018537,ip_006576,EU,mobile
rid_010141,ip_006577,APAC,corporate
rid_005778,ip_006578,NA,residential
rid_006361,ip_006579,EU,mobile
rid_001478,ip_006580,LATAM,residential
rid_007587,ip_006581,EU,residential
rid_013919,ip_006582,APAC,corporate
rid_013137,ip_006583,NA,residential
rid_008908,ip_006584,EU,corporate
rid_011354,ip_006585,EU,proxy
rid_014286,ip_006586,NA,proxy
rid_002919,ip_006587,EU,corporate
rid_006693,ip_006588,APAC,mobile
rid_003234,ip_006589,APAC,proxy
rid_000167,ip_006590,APAC,proxy
rid_001305,ip_006591,LATAM,proxy
rid_014079,ip_006592,NA,corporate
rid_016753,ip_006593,EU,mobile
rid_009997,ip_006594,APAC,residential
rid_016198,ip_006595,LATAM,mobile
rid_018883,ip_006596,LATAM,proxy
rid_005991,ip_006597,NA,corporate
rid_004842,ip_006598,APAC,residential
rid_003527,ip_006599,NA,corporate
rid_013792,ip_006600,APAC,mobile
rid_019958,ip_006601,NA,residential
rid_003871,ip_006602,APAC,corporate
rid_003177,ip_006603,EU,proxy
rid_016637,ip_006604,APAC,mobile
rid_004722,ip_006605,EU,residential
rid_004422,ip_006606,LATAM,residential
rid_003214,ip_006607,EU,residential
rid_013442,ip_006608,NA,corporate
rid_013874,ip_006609,APAC,corporate
rid_019881,ip_006610,APAC,mobile
rid_014853,ip_006611,NA,corporate
rid_006442,ip_006612,NA,proxy
rid_019869,ip_006613,LATAM,residential
rid_014134,ip_006614,NA,proxy
rid_017898,ip_006615,APAC,residential
rid_015729,ip_006616,APAC,corporate
rid_010720,ip_006617,EU,residential
rid_012691,ip_006618,EU,proxy
rid_014656,ip_006619,APAC,corporate
rid_009158,ip_006620,EU,residential
rid_002780,ip_006621,EU,residential
rid_014097,ip_006622,LATAM,residential
rid_017216,ip_006623,NA,residential
rid_007285,ip_006624,NA,proxy
rid_017186,ip_006625,APAC,proxy
rid_015714,ip_006626,APAC,proxy
rid_011420,ip_006627,EU,corporate
rid_004108,ip_006628,NA,mobile
rid_002183,ip_006629,EU,corporate
rid_006129,ip_006630,LATAM,mobile
rid_009739,ip_006631,APAC,proxy
rid_014081,ip_006632,NA,mobile
rid_009211,ip_006633,LATAM,proxy
rid_011906,ip_006634,EU,residential
rid_014981,ip_006635,EU,proxy
rid_018839,ip_006636,APAC,residential
rid_019323,ip_006637,LATAM,proxy
rid_003410,ip_006638,LATAM,proxy
rid_016103,ip_006639,NA,corporate
rid_002211,ip_006640,NA,mobile
rid_008335,ip_006641,LATAM,residential
rid_008400,ip_006642,LATAM,mobile
rid_015436,ip_006643,EU,corporate
rid_016162,ip_006644,EU,mobile
rid_015702,ip_006645,NA,proxy
rid_002359,ip_006646,APAC,corporate
rid_019772,ip_006647,APAC,corporate
rid_011581,ip_006648,NA,corporate
rid_001865,ip_006649,NA,residential
rid_013152,ip_006650,EU,mobile
rid_018303,ip_006651,LATAM,residential
rid_007413,ip_006652,NA,corporate
rid_000765,ip_006653,NA,corporate
rid_015141,ip_006654,EU,residential
rid_003028,ip_006655,NA,mobile
rid_002119,ip_006656,LATAM,proxy
rid_015601,ip_006657,LATAM,residential
rid_007464,ip_006658,NA,corporate
rid_008246,ip_006659,NA,corporate
rid_001547,ip_006660,LATAM,proxy
rid_004580,ip_006661,LATAM,mobile
rid_012111,ip_006662,LATAM,mobile
rid_002535,ip_006663,EU,mobile
rid_006537,ip_006664,EU,proxy
rid_016071,ip_006665,LATAM,proxy
rid_004191,ip_006666,LATAM,residential
rid_017115,ip_006667,NA,corporate
rid_005873,ip_006668,EU,mobile
rid_004142,ip_006669,LATAM,proxy
rid_015641,ip_006670,LATAM,mobile
rid_011875,ip_006671,LATAM,proxy
rid_007489,ip_006672,NA,proxy
rid_012820,ip_006673,NA,residential
rid_002891,ip_006674,NA,mobile
rid_008374,ip_006675,APAC,mobile
rid_008151,ip_006676,APAC,mobile
rid_018319,ip_006677,APAC,mobile
rid_008386,ip_006678,APAC,proxy
rid_003415,ip_006679,EU,proxy
rid_003115,ip_006680,NA,mobile
rid_004556,ip_006681,LATAM,corporate
rid_019232,ip_006682,EU,proxy
rid_001135,ip_006683,LATAM,corporate
rid_013906,ip_006684,APAC,proxy
rid_017047,ip_006685,LATAM,corporate
rid_019783,ip_006686,NA,residential
rid_014596,ip_006687,EU,residential
rid_006998,ip_006688,APAC,corporate
rid_007602,ip_006689,NA,corporate
rid_006623,ip_006690,LATAM,proxy
rid_015640,ip_006691,APAC,residential
rid_013329,ip_006692,EU,corporate
rid_014229,ip_006693,EU,residential
rid_008971,ip_006694,LATAM,corporate
rid_010742,ip_006695,LATAM,residential
rid_013937,ip_006696,LATAM,proxy
rid_003006,ip_006697,EU,residential
rid_003210,ip_006698,EU,proxy
rid_002459,ip_006699,EU,residential
rid_007218,ip_006700,EU,corporate
rid_018918,ip_006701,APAC,residential
rid_000437,ip_006702,LATAM,corporate
rid_013727,ip_006703,APAC,proxy
rid_009762,ip_006704,LATAM,mobile
rid_019157,ip_006705,EU,residential
rid_009847,ip_006706,NA,proxy
rid_006623,ip_006707,APAC,corporate
rid_017449,ip_006708,NA,corporate
rid_010071,ip_006709,LATAM,residential
rid_001740,ip_006710,EU,mobile
rid_012986,ip_006711,EU,proxy
rid_005742,ip_006712,EU,mobile
rid_001618,ip_006713,EU,corporate
rid_003368,ip_006714,LATAM,mobile
rid_002715,ip_006715,LATAM,mobile
rid_013448,ip_006716,EU,corporate
rid_010683,ip_006717,LATAM,residential
rid_012573,ip_006718,APAC,mobile
rid_003120,ip_006719,LATAM,mobile
rid_012260,ip_006720,LATAM,residential
rid_005082,ip_006721,EU,mobile
rid_009379,ip_006722,LATAM,mobile
rid_001195,ip_006723,APAC,mobile
rid_007652,ip_006724,APAC,mobile
rid_015845,ip_006725,NA,proxy
rid_016591,ip_006726,EU,corporate
rid_008764,ip_006727,NA,proxy
rid_012130,ip_006728,NA,mobile
rid_019707,ip_006729,NA,residential
rid_001500,ip_006730,LATAM,corporate
rid_010663,ip_006731,APAC,proxy
rid_007432,ip_006732,EU,corporate
rid_013287,ip_006733,LATAM,residential
rid_004538,ip_006734,APAC,proxy
rid_015943,ip_006735,EU,proxy
rid_005439,ip_006736,APAC,mobile
rid_018138,ip_006737,LATAM,corporate
rid_009466,ip_006738,NA,proxy
rid_001924,ip_006739,APAC,mobile
rid_005797,ip_006740,EU,mobile
rid_019540,ip_006741,LATAM,proxy
rid_014829,ip_006742,NA,mobile
rid_006859,ip_006743,NA,proxy
rid_010588,ip_006744,EU,residential
rid_010134,ip_006745,APAC,corporate
rid_014525,ip_006746,NA,residential
rid_006019,ip_006747,LATAM,corporate
rid_000331,ip_006748,LATAM,corporate
rid_003207,ip_006749,APAC,corporate
rid_004730,ip_006750,LATAM,proxy
rid_013221,ip_006751,APAC,corporate
rid_015788,ip_006752,APAC,residential
rid_018969,ip_006753,APAC,corporate
rid_009555,ip_006754,APAC,residential
rid_017309,ip_006755,APAC,corporate
rid_008538,ip_006756,APAC,mobile
rid_012903,ip_006757,EU,proxy
rid_011606,ip_006758,NA,mobile
rid_019998,ip_006759,NA,proxy
rid_000198,ip_006760,APAC,residential
rid_015952,ip_006761,NA,corporate
rid_009151,ip_006762,LATAM,residential
rid_016485,ip_006763,LATAM,proxy
rid_017452,ip_006764,LATAM,residential
rid_018527,ip_006765,LATAM,mobile
rid_009375,ip_006766,NA,proxy
rid_003018,ip_006767,NA,proxy
rid_002862,ip_006768,EU,residential
rid_009427,ip_006769,APAC,residential
rid_005748,ip_006770,EU,corporate
rid_008336,ip_006771,LATAM,residential
rid_010518,ip_006772,EU,corporate
rid_008929,ip_006773,APAC,residential
rid_014705,ip_006774,NA,proxy
rid_017615,ip_006775,APAC,mobile
rid_010612,ip_006776,EU,corporate
rid_012979,ip_006777,APAC,corporate
rid_007009,ip_006778,APAC,residential
rid_011077,ip_006779,LATAM,residential
rid_010119,ip_006780,EU,corporate
rid_018915,ip_006781,EU,residential
rid_015827,ip_006782,LATAM,mobile
rid_015187,ip_006783,NA,proxy
rid_011639,ip_006784,NA,mobile
rid_000749,ip_006785,NA,proxy
rid_012189,ip_006786,NA,mobile
rid_006318,ip_006787,EU,corporate
rid_009864,ip_006788,NA,mobile
rid_013206,ip_006789,LATAM,mobile
rid_006366,ip_006790,NA,corporate
rid_009291,ip_006791,APAC,corporate
rid_005830,ip_006792,LATAM,corporate
rid_008764,ip_006793,EU,mobile
rid_019522,ip_006794,APAC,proxy
rid_012465,ip_006795,APAC,corporate
rid_008390,ip_006796,NA,corporate
rid_000776,ip_006797,LATAM,mobile
rid_011515,ip_006798,EU,proxy
rid_006323,ip_006799,EU,corporate
rid_019394,ip_006800,LATAM,corporate
rid_008279,ip_006801,NA,corporate
rid_003644,ip_006802,LATAM,proxy
rid_016477,ip_006803,LATAM,proxy
rid_016614,ip_006804,EU,proxy
rid_011042,ip_006805,NA,mobile
rid_011255,ip_006806,APAC,proxy
rid_008290,ip_006807,APAC,corporate
rid_007780,ip_006808,APAC,proxy
rid_017657,ip_006809,APAC,corporate
rid_017375,ip_006810,LATAM,proxy
rid_009818,ip_006811,LATAM,proxy
rid_013991,ip_006812,NA,mobile
rid_011575,ip_006813,EU,proxy
rid_005772,ip_006814,EU,proxy
rid_008012,ip_006815,EU,mobile
rid_011316,ip_006816,APAC,mobile
rid_014387,ip_006817,EU,corporate
rid_004644,ip_006818,LATAM,residential
rid_000312,ip_006819,NA,mobile
rid_009603,ip_006820,EU,proxy
rid_014071,ip_006821,APAC,residential
rid_006026,ip_006822,LATAM,mobile
rid_012125,ip_006823,NA,residential
rid_014436,ip_006824,EU,mobile
rid_013622,ip_006825,LATAM,corporate
rid_003075,ip_006826,EU,corporate
rid_009434,ip_006827,EU,mobile
rid_003032,ip_006828,EU,mobile
rid_012917,ip_006829,EU,mobile
rid_006795,ip_006830,LATAM,mobile
rid_006909,ip_006831,NA,mobile
rid_015667,ip_006832,NA,residential
rid_017619,ip_006833,NA,proxy
rid_016953,ip_006834,EU,mobile
rid_000697,ip_006835,APAC,residential
rid_009691,ip_006836,NA,residential
rid_010169,ip_006837,LATAM,proxy
rid_009371,ip_006838,LATAM,residential
rid_000991,ip_006839,EU,proxy
rid_001855,ip_006840,NA,proxy
rid_009392,ip_006841,LATAM,corporate
rid_002327,ip_006842,LATAM,corporate
rid_006421,ip_006843,NA,residential
rid_018851,ip_006844,APAC,residential
rid_007754,ip_006845,LATAM,residential
rid_007654,ip_006846,EU,corporate
rid_002862,ip_006847,EU,corporate
rid_000398,ip_006848,EU,proxy
rid_003332,ip_006849,NA,mobile
rid_015318,ip_006850,APAC,proxy
rid_010123,ip_006851,LATAM,mobile
rid_019532,ip_006852,APAC,residential
rid_009791,ip_006853,APAC,proxy
rid_003389,ip_006854,LATAM,mobile
rid_012551,ip_006855,EU,corporate
rid_001708,ip_006856,NA,proxy
rid_006488,ip_006857,APAC,mobile
rid_000108,ip_006858,LATAM,corporate
rid_007550,ip_006859,LATAM,mobile
rid_018648,ip_006860,NA,proxy
rid_019240,ip_006861,NA,residential
rid_002591,ip_006862,APAC,residential
rid_004677,ip_006863,NA,proxy
rid_015818,ip_006864,APAC,mobile
rid_003355,ip_006865,EU,mobile
rid_006577,ip_006866,NA,proxy
rid_008639,ip_006867,LATAM,residential
rid_016934,ip_006868,NA,proxy
rid_001576,ip_006869,LATAM,proxy
rid_008911,ip_006870,APAC,proxy
rid_000638,ip_006871,NA,mobile
rid_006308,ip_006872,APAC,proxy
rid_005565,ip_006873,LATAM,mobile
rid_007659,ip_006874,LATAM,mobile
rid_003792,ip_006875,NA,corporate
rid_002280,ip_006876,LATAM,residential
rid_004518,ip_006877,LATAM,corporate
rid_015236,ip_006878,LATAM,corporate
rid_003472,ip_006879,NA,corporate
rid_005504,ip_006880,LATAM,mobile
rid_011978,ip_006881,NA,proxy
rid_016996,ip_006882,APAC,corporate
rid_005218,ip_006883,LATAM,corporate
rid_001672,ip_006884,EU,proxy
rid_017399,ip_006885,APAC,corporate
rid_001149,ip_006886,APAC,mobile
rid_007658,ip_006887,APAC,mobile
rid_015124,ip_006888,LATAM,proxy
rid_000720,ip_006889,NA,corporate
rid_011500,ip_006890,NA,proxy
rid_014704,ip_006891,NA,residential
rid_004827,ip_006892,NA,mobile
rid_015360,ip_006893,LATAM,proxy
rid_018653,ip_006894,LATAM,residential
rid_010397,ip_006895,NA,mobile
rid_009536,ip_006896,EU,mobile
rid_016202,ip_006897,LATAM,residential
rid_005054,ip_006898,NA,residential
rid_008572,ip_006899,NA,residential
rid_007011,ip_006900,NA,residential
rid_011226,ip_006901,APAC,mobile
rid_017428,ip_006902,EU,mobile
rid_017994,ip_006903,NA,proxy
rid_008358,ip_006904,APAC,corporate
rid_017440,ip_006905,LATAM,mobile
rid_011530,ip_006906,NA,corporate
rid_005043,ip_006907,APAC,residential
rid_001752,ip_006908,APAC,proxy
rid_019708,ip_006909,APAC,residential
rid_005333,ip_006910,LATAM,corporate
rid_000720,ip_006911,NA,mobile
rid_013266,ip_006912,LATAM,proxy
rid_001741,ip_006913,NA,residential
rid_015507,ip_006914,NA,corporate
rid_017272,ip_006915,EU,proxy
rid_018779,ip_006916,LATAM,residential
rid_016988,ip_006917,NA,residential
rid_016003,ip_006918,EU,residential
rid_004497,ip_006919,NA,corporate
rid_011324,ip_006920,LATAM,proxy
rid_017498,ip_006921,APAC,corporate
rid_012038,ip_006922,APAC,corporate
rid_010914,ip_006923,EU,residential
rid_013537,ip_006924,LATAM,corporate
rid_017433,ip_006925,EU,mobile
rid_014988,ip_006926,LATAM,residential
rid_018009,ip_006927,APAC,mobile
rid_000833,ip_006928,NA,mobile
rid_006103,ip_006929,APAC,proxy
rid_015248,ip_006930,NA,mobile
rid_002000,ip_006931,LATAM,proxy
rid_002145,ip_006932,LATAM,corporate
rid_015482,ip_006933,NA,mobile
rid_015057,ip_006934,LATAM,residential
rid_014122,ip_006935,LATAM,corporate
rid_015593,ip_006936,EU,corporate
rid_005132,ip_006937,APAC,mobile
rid_010272,ip_006938,NA,proxy
rid_015921,ip_006939,APAC,residential
rid_000980,ip_006940,EU,mobile
rid_007417,ip_006941,LATAM,mobile
rid_005761,ip_006942,EU,proxy
rid_009243,ip_006943,EU,residential
rid_004080,ip_006944,APAC,mobile
rid_006976,ip_006945,APAC,mobile
rid_014047,ip_006946,LATAM,mobile
rid_006661,ip_006947,EU,proxy
rid_012105,ip_006948,LATAM,corporate
rid_010459,ip_006949,EU,proxy
rid_004890,ip_006950,LATAM,mobile
rid_008907,ip_006951,NA,residential
rid_008706,ip_006952,EU,corporate
rid_012173,ip_006953,EU,mobile
rid_003797,ip_006954,APAC,residential
rid_019074,ip_006955,EU,corporate
rid_008384,ip_006956,LATAM,corporate
rid_008125,ip_006957,LATAM,proxy
rid_017991,ip_006958,LATAM,mobile
rid_010224,ip_006959,NA,mobile
rid_015534,ip_006960,NA,corporate
rid_011932,ip_006961,EU,residential
rid_015957,ip_006962,NA,proxy
rid_009017,ip_006963,APAC,mobile
rid_004120,ip_006964,NA,corporate
rid_016939,ip_006965,LATAM,corporate
rid_006757,ip_006966,NA,proxy
rid_014548,ip_006967,LATAM,proxy
rid_017276,ip_006968,NA,mobile
rid_019473,ip_006969,APAC,mobile
rid_009373,ip_006970,NA,corporate
rid_001711,ip_006971,LATAM,proxy
rid_003327,ip_006972,NA,proxy
rid_005001,ip_006973,LATAM,corporate
rid_008324,ip_006974,LATAM,proxy
rid_001266,ip_006975,NA,corporate
rid_002545,ip_006976,NA,residential
rid_007946,ip_006977,EU,corporate
rid_013212,ip_006978,EU,residential
rid_007572,ip_006979,EU,corporate
rid_007005,ip_006980,NA,corporate
rid_012799,ip_006981,EU,residential
rid_014765,ip_006982,APAC,corporate
rid_018362,ip_006983,APAC,corporate
rid_005329,ip_006984,LATAM,corporate
rid_016580,ip_006985,EU,mobile
rid_017129,ip_006986,EU,residential
rid_017687,ip_006987,EU,mobile
rid_010709,ip_006988,EU,proxy
rid_019713,ip_006989,LATAM,residential
rid_004539,ip_006990,NA,proxy
rid_008587,ip_006991,EU,mobile
rid_006247,ip_006992,NA,proxy
rid_014710,ip_006993,LATAM,proxy
rid_009577,ip_006994,APAC,mobile
rid_016146,ip_006995,APAC,residential
rid_016018,ip_006996,EU,residential
rid_001919,ip_006997,APAC,residential
rid_009230,ip_006998,NA,corporate
rid_014626,ip_006999,NA,residential
rid_012695,ip_007000,LATAM,proxy
rid_010946,ip_007001,LATAM,residential
rid_014858,ip_007002,NA,corporate
rid_014867,ip_007003,APAC,proxy
rid_009794,ip_007004,NA,proxy
rid_009257,ip_007005,EU,residential
rid_014200,ip_007006,EU,proxy
rid_019775,ip_007007,EU,proxy
rid_000066,ip_007008,EU,residential
rid_001329,ip_007009,LATAM,residential
rid_006374,ip_007010,LATAM,mobile
rid_019630,ip_007011,LATAM,proxy
rid_018914,ip_007012,LATAM,residential
rid_006804,ip_007013,LATAM,mobile
rid_005552,ip_007014,LATAM,mobile
rid_014000,ip_007015,APAC,mobile
rid_018879,ip_007016,LATAM,mobile
rid_015028,ip_007017,LATAM,residential
rid_015572,ip_007018,EU,proxy
rid_013209,ip_007019,APAC,proxy
rid_001124,ip_007020,NA,corporate
rid_013027,ip_007021,NA,corporate
rid_006038,ip_007022,EU,proxy
rid_002575,ip_007023,APAC,residential
rid_018359,ip_007024,NA,proxy
rid_004662,ip_007025,EU,mobile
rid_001553,ip_007026,NA,mobile
rid_010706,ip_007027,APAC,residential
rid_015340,ip_007028,NA,corporate
rid_003997,ip_007029,LATAM,proxy
rid_016329,ip_007030,EU,proxy
rid_015099,ip_007031,NA,corporate
rid_008626,ip_007032,APAC,mobile
rid_017279,ip_007033,LATAM,residential
rid_003532,ip_007034,NA,mobile
rid_019222,ip_007035,LATAM,corporate
rid_017584,ip_007036,NA,mobile
rid_009818,ip_007037,APAC,mobile
rid_005032,ip_007038,APAC,residential
rid_013642,ip_007039,EU,residential
rid_013969,ip_007040,NA,proxy
rid_004057,ip_007041,APAC,proxy
rid_011442,ip_007042,LATAM,residential
rid_017024,ip_007043,EU,residential
rid_019778,ip_007044,NA,corporate
rid_005603,ip_007045,APAC,corporate
rid_004423,ip_007046,APAC,corporate
rid_012023,ip_007047,EU,mobile
rid_008928,ip_007048,NA,proxy
rid_000188,ip_007049,APAC,residential
rid_006803,ip_007050,APAC,corporate
rid_011844,ip_007051,NA,mobile
rid_019490,ip_007052,EU,mobile
rid_019462,ip_007053,EU,mobile
rid_011000,ip_007054,NA,proxy
rid_006939,ip_007055,LATAM,mobile
rid_017944,ip_007056,NA,proxy
rid_016398,ip_007057,EU,corporate
rid_001908,ip_007058,EU,proxy
rid_002743,ip_007059,NA,mobile
rid_000470,ip_007060,EU,corporate
rid_006119,ip_007061,LATAM,residential
rid_017927,ip_007062,APAC,mobile
rid_016959,ip_007063,EU,residential
rid_012821,ip_007064,APAC,mobile
rid_015978,ip_007065,LATAM,proxy
rid_014143,ip_007066,LATAM,residential
rid_002404,ip_007067,NA,proxy
rid_014903,ip_007068,NA,proxy
rid_015869,ip_007069,APAC,residential
rid_003579,ip_007070,NA,mobile
rid_004752,ip_007071,APAC,mobile
rid_011987,ip_007072,APAC,proxy
rid_014010,ip_007073,EU,proxy
rid_015389,ip_007074,EU,residential
rid_006892,ip_007075,APAC,corporate
rid_010553,ip_007076,LATAM,corporate
rid_004176,ip_007077,APAC,residential
rid_019008,ip_007078,EU,mobile
rid_014933,ip_007079,EU,mobile
rid_013711,ip_007080,LATAM,proxy
rid_014857,ip_007081,NA,mobile
rid_016211,ip_007082,APAC,proxy
rid_004900,ip_007083,APAC,proxy
rid_011828,ip_007084,NA,residential
rid_007673,ip_007085,LATAM,residential
rid_000733,ip_007086,LATAM,residential
rid_014253,ip_007087,EU,residential
rid_005370,ip_007088,LATAM,residential
rid_005597,ip_007089,NA,corporate
rid_016525,ip_007090,EU,residential
rid_002308,ip_007091,NA,proxy
rid_011579,ip_007092,LATAM,residential
rid_007291,ip_007093,EU,residential
rid_013416,ip_007094,LATAM,corporate
rid_007919,ip_007095,NA,proxy
rid_014532,ip_007096,APAC,proxy
rid_013732,ip_007097,NA,corporate
rid_019960,ip_007098,APAC,mobile
rid_010462,ip_007099,APAC,corporate
rid_016002,ip_007100,LATAM,residential
rid_001790,ip_007101,NA,proxy
rid_004957,ip_007102,APAC,residential
rid_004202,ip_007103,NA,corporate
rid_013897,ip_007104,EU,mobile
rid_005575,ip_007105,NA,mobile
rid_003260,ip_007106,APAC,residential
rid_014273,ip_007107,LATAM,corporate
rid_005477,ip_007108,LATAM,proxy
rid_015627,ip_007109,LATAM,mobile
rid_006165,ip_007110,APAC,mobile
rid_019719,ip_007111,EU,mobile
rid_009360,ip_007112,LATAM,proxy
rid_004144,ip_007113,LATAM,corporate
rid_006029,ip_007114,APAC,proxy
rid_001396,ip_007115,APAC,mobile
rid_005701,ip_007116,NA,mobile
rid_012552,ip_007117,NA,proxy
rid_003738,ip_007118,LATAM,mobile
rid_005032,ip_007119,APAC,mobile
rid_002901,ip_007120,EU,mobile
rid_013455,ip_007121,EU,proxy
rid_014925,ip_007122,LATAM,corporate
rid_007358,ip_007123,APAC,corporate
rid_001260,ip_007124,NA,proxy
rid_006351,ip_007125,NA,mobile
rid_018706,ip_007126,EU,residential
rid_010594,ip_007127,NA,proxy
rid_005202,ip_007128,EU,residential
rid_006736,ip_007129,NA,corporate
rid_002004,ip_007130,EU,proxy
rid_013785,ip_007131,APAC,corporate
rid_000991,ip_007132,LATAM,corporate
rid_001215,ip_007133,EU,mobile
rid_008720,ip_007134,APAC,residential
rid_002684,ip_007135,EU,residential
rid_014965,ip_007136,LATAM,residential
rid_010101,ip_007137,LATAM,corporate
rid_004278,ip_007138,NA,proxy
rid_006263,ip_007139,APAC,residential
rid_012412,ip_007140,EU,mobile
rid_017177,ip_007141,APAC,proxy
rid_002345,ip_007142,EU,proxy
rid_017673,ip_007143,EU,mobile
