real_identity_id,anonymous_user_id,first_seen_at,source_channel,cookie_reset_flag
rid_014800,au_006939,2024-12-14 08:42:00,social,False
rid_014772,au_006940,2024-12-14 08:51:00,affiliate,False
rid_003505,au_006941,2024-12-14 09:00:00,social,False
rid_012659,au_006942,2024-12-14 09:09:00,organic,False
rid_012647,au_006943,2024-12-14 09:18:00,paid_search,False
rid_006295,au_006944,2024-12-14 09:27:00,direct,False
rid_005202,au_006945,2024-12-14 09:36:00,paid_search,False
rid_003904,au_006946,2024-12-14 09:45:00,affiliate,False
rid_002197,au_006947,2024-12-14 09:54:00,affiliate,False
rid_010887,au_006948,2024-12-14 10:03:00,paid_search,False
rid_006285,au_006949,2024-12-14 10:12:00,paid_search,False
rid_013190,au_006950,2024-12-14 10:21:00,paid_search,False
rid_011780,au_006951,2024-12-14 10:30:00,direct,False
rid_011490,au_006952,2024-12-14 10:39:00,organic,False
rid_019277,au_006953,2024-12-14 10:48:00,paid_search,False
rid_002563,au_006954,2024-12-14 10:57:00,direct,False
rid_000745,au_006955,2024-12-14 11:06:00,direct,False
rid_007101,au_006956,2024-12-14 11:15:00,organic,False
rid_000491,au_006957,2024-12-14 11:24:00,organic,False
rid_014893,au_006958,2024-12-14 11:33:00,direct,False
rid_007425,au_006959,2024-12-14 11:42:00,organic,False
rid_002935,au_006960,2024-12-14 11:51:00,paid_search,False
rid_001658,au_006961,2024-12-14 12:00:00,affiliate,False
rid_017668,au_006962,2024-12-14 12:09:00,social,False
rid_007528,au_006963,2024-12-14 12:18:00,affiliate,False
rid_009331,au_006964,2024-12-14 12:27:00,paid_search,False
rid_003378,au_006965,2024-12-14 12:36:00,social,False
rid_015824,au_006966,2024-12-14 12:45:00,social,False
rid_014759,au_006967,2024-12-14 12:54:00,social,False
rid_006817,au_006968,2024-12-14 13:03:00,organic,False
rid_017017,au_006969,2024-12-14 13:12:00,organic,False
rid_007185,au_006970,2024-12-14 13:21:00,direct,False
rid_018073,au_006971,2024-12-14 13:30:00,affiliate,False
rid_019341,au_006972,2024-12-14 13:39:00,organic,False
rid_009255,au_006973,2024-12-14 13:48:00,social,False
rid_011348,au_006974,2024-12-14 13:57:00,social,False
rid_016758,au_006975,2024-12-14 14:06:00,social,False
rid_002039,au_006976,2024-12-14 14:15:00,affiliate,False
rid_009547,au_006977,2024-12-14 14:24:00,direct,True
rid_019154,au_006978,2024-12-14 14:33:00,affiliate,False
rid_004022,au_006979,2024-12-14 14:42:00,direct,False
rid_007498,au_006980,2024-12-14 14:51:00,paid_search,False
rid_017030,au_006981,2024-12-14 15:00:00,paid_search,False
rid_014205,au_006982,2024-12-14 15:09:00,affiliate,True
rid_009791,au_006983,2024-12-14 15:18:00,direct,False
rid_002572,au_006984,2024-12-14 15:27:00,organic,False
rid_003628,au_006985,2024-12-14 15:36:00,organic,False
rid_017107,au_006986,2024-12-14 15:45:00,organic,False
rid_010196,au_006987,2024-12-14 15:54:00,paid_search,False
rid_019182,au_006988,2024-12-14 16:03:00,direct,False
rid_002031,au_006989,2024-12-14 16:12:00,paid_search,True
rid_007657,au_006990,2024-12-14 16:21:00,affiliate,False
rid_001876,au_006991,2024-12-14 16:30:00,organic,False
rid_002895,au_006992,2024-12-14 16:39:00,direct,False
rid_000211,au_006993,2024-12-14 16:48:00,affiliate,False
rid_011153,au_006994,2024-12-14 16:57:00,direct,False
rid_004732,au_006995,2024-12-14 17:06:00,affiliate,False
rid_003236,au_006996,2024-12-14 17:15:00,affiliate,False
rid_017606,au_006997,2024-12-14 17:24:00,organic,False
rid_008843,au_006998,2024-12-14 17:33:00,paid_search,False
rid_010813,au_006999,2024-12-14 17:42:00,direct,False
rid_012454,au_007000,2024-12-14 17:51:00,social,False
rid_008684,au_007001,2024-12-14 18:00:00,social,False
rid_002786,au_007002,2024-12-14 18:09:00,affiliate,False
rid_009786,au_007003,2024-12-14 18:18:00,paid_search,False
rid_018961,au_007004,2024-12-14 18:27:00,paid_search,False
rid_013720,au_007005,2024-12-14 18:36:00,direct,False
rid_014112,au_007006,2024-12-14 18:45:00,direct,False
rid_011376,au_007007,2024-12-14 18:54:00,direct,False
rid_007226,au_007008,2024-12-14 19:03:00,paid_search,False
rid_009356,au_007009,2024-12-14 19:12:00,social,False
rid_008314,au_007010,2024-12-14 19:21:00,organic,False
rid_011648,au_007011,2024-12-14 19:30:00,social,False
rid_016963,au_007012,2024-12-14 19:39:00,paid_search,False
rid_000291,au_007013,2024-12-14 19:48:00,paid_search,False
rid_009521,au_007014,2024-12-14 19:57:00,affiliate,True
rid_005330,au_007015,2024-12-14 20:06:00,direct,False
rid_019742,au_007016,2024-12-14 20:15:00,affiliate,False
rid_002921,au_007017,2024-12-14 20:24:00,paid_search,False
rid_001244,au_007018,2024-12-14 20:33:00,organic,False
rid_014056,au_007019,2024-12-14 20:42:00,organic,False
rid_005427,au_007020,2024-12-14 20:51:00,paid_search,False
rid_004379,au_007021,2024-12-14 21:00:00,paid_search,False
rid_010369,au_007022,2024-12-14 21:09:00,organic,False
rid_018582,au_007023,2024-12-14 21:18:00,social,False
rid_002717,au_007024,2024-12-14 21:27:00,social,False
rid_010783,au_007025,2024-12-14 21:36:00,social,False
rid_007125,au_007026,2024-12-14 21:45:00,paid_search,False
rid_003729,au_007027,2024-12-14 21:54:00,direct,False
rid_010400,au_007028,2024-12-14 22:03:00,paid_search,False
rid_019236,au_007029,2024-12-14 22:12:00,organic,False
rid_005220,au_007030,2024-12-14 22:21:00,direct,False
rid_004372,au_007031,2024-12-14 22:30:00,social,False
rid_003293,au_007032,2024-12-14 22:39:00,social,False
rid_012367,au_007033,2024-12-14 22:48:00,organic,False
rid_005367,au_007034,2024-12-14 22:57:00,paid_search,True
rid_011846,au_007035,2024-12-14 23:06:00,affiliate,False
rid_001652,au_007036,2024-12-14 23:15:00,paid_search,False
rid_014067,au_007037,2024-12-14 23:24:00,affiliate,False
rid_003919,au_007038,2024-12-14 23:33:00,affiliate,True
rid_001746,au_007039,2024-12-14 23:42:00,social,False
rid_001221,au_007040,2024-12-14 23:51:00,social,False
rid_015859,au_007041,2024-12-15 00:00:00,paid_search,False
rid_019051,au_007042,2024-12-15 00:09:00,paid_search,False
rid_008335,au_007043,2024-12-15 00:18:00,direct,True
rid_003221,au_007044,2024-12-15 00:27:00,paid_search,False
rid_016491,au_007045,2024-12-15 00:36:00,paid_search,False
rid_000026,au_007046,2024-12-15 00:45:00,paid_search,False
rid_006384,au_007047,2024-12-15 00:54:00,organic,True
rid_019148,au_007048,2024-12-15 01:03:00,affiliate,False
rid_007822,au_007049,2024-12-15 01:12:00,social,False
rid_015172,au_007050,2024-12-15 01:21:00,direct,False
rid_007215,au_007051,2024-12-15 01:30:00,affiliate,False
rid_005341,au_007052,2024-12-15 01:39:00,direct,True
rid_006381,au_007053,2024-12-15 01:48:00,social,False
rid_017579,au_007054,2024-12-15 01:57:00,organic,False
rid_008972,au_007055,2024-12-15 02:06:00,social,False
rid_017433,au_007056,2024-12-15 02:15:00,social,False
rid_019822,au_007057,2024-12-15 02:24:00,direct,False
rid_014820,au_007058,2024-12-15 02:33:00,social,False
rid_005939,au_007059,2024-12-15 02:42:00,organic,False
rid_011845,au_007060,2024-12-15 02:51:00,affiliate,False
rid_007429,au_007061,2024-12-15 03:00:00,social,True
rid_011695,au_007062,2024-12-15 03:09:00,direct,False
rid_014107,au_007063,2024-12-15 03:18:00,social,False
rid_019379,au_007064,2024-12-15 03:27:00,direct,False
rid_015654,au_007065,2024-12-15 03:36:00,affiliate,False
rid_009303,au_007066,2024-12-15 03:45:00,direct,False
rid_017363,au_007067,2024-12-15 03:54:00,organic,False
rid_016172,au_007068,2024-12-15 04:03:00,affiliate,True
rid_005797,au_007069,2024-12-15 04:12:00,affiliate,False
rid_002250,au_007070,2024-12-15 04:21:00,paid_search,True
rid_008377,au_007071,2024-12-15 04:30:00,paid_search,True
rid_014017,au_007072,2024-12-15 04:39:00,direct,False
rid_004875,au_007073,2024-12-15 04:48:00,organic,False
rid_019792,au_007074,2024-12-15 04:57:00,paid_search,False
rid_019412,au_007075,2024-12-15 05:06:00,affiliate,False
rid_000200,au_007076,2024-12-15 05:15:00,social,True
rid_007995,au_007077,2024-12-15 05:24:00,social,False
rid_005159,au_007078,2024-12-15 05:33:00,direct,False
rid_017399,au_007079,2024-12-15 05:42:00,organic,False
rid_015699,au_007080,2024-12-15 05:51:00,organic,False
rid_013419,au_007081,2024-12-15 06:00:00,organic,False
rid_014677,au_007082,2024-12-15 06:09:00,social,False
rid_015956,au_007083,2024-12-15 06:18:00,affiliate,False
rid_014684,au_007084,2024-12-15 06:27:00,organic,False
rid_013383,au_007085,2024-12-15 06:36:00,social,False
rid_019650,au_007086,2024-12-15 06:45:00,affiliate,False
rid_010976,au_007087,2024-12-15 06:54:00,organic,True
rid_001918,au_007088,2024-12-15 07:03:00,social,True
rid_008509,au_007089,2024-12-15 07:12:00,affiliate,False
rid_013502,au_007090,2024-12-15 07:21:00,organic,False
rid_017494,au_007091,2024-12-15 07:30:00,paid_search,False
rid_012824,au_007092,2024-12-15 07:39:00,social,False
rid_005605,au_007093,2024-12-15 07:48:00,affiliate,False
rid_004116,au_007094,2024-12-15 07:57:00,social,True
rid_016787,au_007095,2024-12-15 08:06:00,affiliate,False
rid_004259,au_007096,2024-12-15 08:15:00,social,True
rid_000540,au_007097,2024-12-15 08:24:00,direct,False
rid_013005,au_007098,2024-12-15 08:33:00,affiliate,False
rid_010416,au_007099,2024-12-15 08:42:00,social,False
rid_013091,au_007100,2024-12-15 08:51:00,social,False
rid_009225,au_007101,2024-12-15 09:00:00,social,False
rid_012002,au_007102,2024-12-15 09:09:00,organic,False
rid_007013,au_007103,2024-12-15 09:18:00,social,False
rid_009238,au_007104,2024-12-15 09:27:00,direct,False
rid_003378,au_007105,2024-12-15 09:36:00,paid_search,True
rid_013745,au_007106,2024-12-15 09:45:00,paid_search,False
rid_011848,au_007107,2024-12-15 09:54:00,paid_search,False
rid_006438,au_007108,2024-12-15 10:03:00,affiliate,False
rid_011427,au_007109,2024-12-15 10:12:00,direct,False
rid_004717,au_007110,2024-12-15 10:21:00,social,False
rid_014686,au_007111,2024-12-15 10:30:00,direct,True
rid_011909,au_007112,2024-12-15 10:39:00,organic,False
rid_013077,au_007113,2024-12-15 10:48:00,social,True
rid_012346,au_007114,2024-12-15 10:57:00,affiliate,False
rid_016817,au_007115,2024-12-15 11:06:00,paid_search,False
rid_016246,au_007116,2024-12-15 11:15:00,direct,False
rid_005479,au_007117,2024-12-15 11:24:00,direct,False
rid_008322,au_007118,2024-12-15 11:33:00,direct,False
rid_010908,au_007119,2024-12-15 11:42:00,direct,False
rid_015283,au_007120,2024-12-15 11:51:00,direct,False
rid_000796,au_007121,2024-12-15 12:00:00,organic,False
rid_018355,au_007122,2024-12-15 12:09:00,paid_search,False
rid_006309,au_007123,2024-12-15 12:18:00,organic,True
rid_008514,au_007124,2024-12-15 12:27:00,organic,False
rid_005270,au_007125,2024-12-15 12:36:00,affiliate,False
rid_010852,au_007126,2024-12-15 12:45:00,direct,True
rid_005440,au_007127,2024-12-15 12:54:00,direct,False
rid_018206,au_007128,2024-12-15 13:03:00,direct,False
rid_006363,au_007129,2024-12-15 13:12:00,direct,False
rid_006006,au_007130,2024-12-15 13:21:00,organic,False
rid_000387,au_007131,2024-12-15 13:30:00,affiliate,False
rid_014454,au_007132,2024-12-15 13:39:00,social,False
rid_018332,au_007133,2024-12-15 13:48:00,affiliate,False
rid_011545,au_007134,2024-12-15 13:57:00,organic,False
rid_018171,au_007135,2024-12-15 14:06:00,paid_search,False
rid_008280,au_007136,2024-12-15 14:15:00,affiliate,False
rid_013865,au_007137,2024-12-15 14:24:00,affiliate,False
rid_017284,au_007138,2024-12-15 14:33:00,affiliate,False
rid_014798,au_007139,2024-12-15 14:42:00,social,False
rid_003135,au_007140,2024-12-15 14:51:00,social,False
rid_019414,au_007141,2024-12-15 15:00:00,paid_search,False
rid_000709,au_007142,2024-12-15 15:09:00,paid_search,False
rid_002339,au_007143,2024-12-15 15:18:00,affiliate,False
rid_004143,au_007144,2024-12-15 15:27:00,direct,False
rid_014403,au_007145,2024-12-15 15:36:00,social,False
rid_017526,au_007146,2024-12-15 15:45:00,organic,False
rid_010791,au_007147,2024-12-15 15:54:00,social,True
rid_006873,au_007148,2024-12-15 16:03:00,direct,False
rid_009187,au_007149,2024-12-15 16:12:00,direct,False
rid_013680,au_007150,2024-12-15 16:21:00,direct,False
rid_004340,au_007151,2024-12-15 16:30:00,paid_search,False
rid_004617,au_007152,2024-12-15 16:39:00,direct,True
rid_005864,au_007153,2024-12-15 16:48:00,paid_search,False
rid_009818,au_007154,2024-12-15 16:57:00,social,True
rid_014711,au_007155,2024-12-15 17:06:00,social,True
rid_010458,au_007156,2024-12-15 17:15:00,affiliate,False
rid_001910,au_007157,2024-12-15 17:24:00,social,False
rid_004908,au_007158,2024-12-15 17:33:00,organic,False
rid_000896,au_007159,2024-12-15 17:42:00,direct,False
rid_007749,au_007160,2024-12-15 17:51:00,paid_search,False
rid_010123,au_007161,2024-12-15 18:00:00,direct,False
rid_005236,au_007162,2024-12-15 18:09:00,organic,False
rid_000891,au_007163,2024-12-15 18:18:00,organic,False
rid_002014,au_007164,2024-12-15 18:27:00,organic,False
rid_013804,au_007165,2024-12-15 18:36:00,paid_search,False
rid_008634,au_007166,2024-12-15 18:45:00,paid_search,False
rid_019400,au_007167,2024-12-15 18:54:00,paid_search,False
rid_011273,au_007168,2024-12-15 19:03:00,social,False
rid_006102,au_007169,2024-12-15 19:12:00,paid_search,False
rid_001802,au_007170,2024-12-15 19:21:00,organic,False
rid_014732,au_007171,2024-12-15 19:30:00,organic,False
rid_007158,au_007172,2024-12-15 19:39:00,affiliate,False
rid_011925,au_007173,2024-12-15 19:48:00,affiliate,False
rid_009254,au_007174,2024-12-15 19:57:00,direct,False
rid_001635,au_007175,2024-12-15 20:06:00,paid_search,False
rid_018651,au_007176,2024-12-15 20:15:00,affiliate,False
rid_002375,au_007177,2024-12-15 20:24:00,social,True
rid_012207,au_007178,2024-12-15 20:33:00,direct,False
rid_002874,au_007179,2024-12-15 20:42:00,direct,False
rid_018846,au_007180,2024-12-15 20:51:00,paid_search,False
rid_005672,au_007181,2024-12-15 21:00:00,organic,False
rid_010488,au_007182,2024-12-15 21:09:00,organic,True
rid_001566,au_007183,2024-12-15 21:18:00,social,True
rid_016066,au_007184,2024-12-15 21:27:00,social,False
rid_004490,au_007185,2024-12-15 21:36:00,paid_search,False
rid_001926,au_007186,2024-12-15 21:45:00,organic,False
rid_005661,au_007187,2024-12-15 21:54:00,affiliate,False
rid_011289,au_007188,2024-12-15 22:03:00,affiliate,False
rid_006544,au_007189,2024-12-15 22:12:00,affiliate,False
rid_007059,au_007190,2024-12-15 22:21:00,direct,False
rid_001513,au_007191,2024-12-15 22:30:00,affiliate,False
rid_014569,au_007192,2024-12-15 22:39:00,social,False
rid_006864,au_007193,2024-12-15 22:48:00,social,False
rid_017552,au_007194,2024-12-15 22:57:00,organic,False
rid_008029,au_007195,2024-12-15 23:06:00,organic,False
rid_014246,au_007196,2024-12-15 23:15:00,paid_search,False
rid_006299,au_007197,2024-12-15 23:24:00,social,False
rid_001766,au_007198,2024-12-15 23:33:00,affiliate,False
rid_012793,au_007199,2024-12-15 23:42:00,paid_search,False
rid_012422,au_007200,2024-12-15 23:51:00,social,False
rid_019562,au_007201,2024-12-16 00:00:00,social,False
rid_014883,au_007202,2024-12-16 00:09:00,organic,True
rid_012608,au_007203,2024-12-16 00:18:00,direct,False
rid_000597,au_007204,2024-12-16 00:27:00,social,False
rid_016527,au_007205,2024-12-16 00:36:00,paid_search,False
rid_003395,au_007206,2024-12-16 00:45:00,paid_search,False
rid_014631,au_007207,2024-12-16 00:54:00,affiliate,False
rid_013606,au_007208,2024-12-16 01:03:00,affiliate,False
rid_016095,au_007209,2024-12-16 01:12:00,paid_search,False
rid_006299,au_007210,2024-12-16 01:21:00,affiliate,True
rid_009937,au_007211,2024-12-16 01:30:00,direct,False
rid_001244,au_007212,2024-12-16 01:39:00,direct,True
rid_007130,au_007213,2024-12-16 01:48:00,direct,False
rid_017789,au_007214,2024-12-16 01:57:00,direct,False
rid_004031,au_007215,2024-12-16 02:06:00,affiliate,False
rid_019044,au_007216,2024-12-16 02:15:00,organic,False
rid_001021,au_007217,2024-12-16 02:24:00,affiliate,False
rid_007470,au_007218,2024-12-16 02:33:00,affiliate,False
rid_007562,au_007219,2024-12-16 02:42:00,affiliate,False
rid_019858,au_007220,2024-12-16 02:51:00,social,False
rid_010865,au_007221,2024-12-16 03:00:00,organic,True
rid_017132,au_007222,2024-12-16 03:09:00,organic,False
rid_016994,au_007223,2024-12-16 03:18:00,direct,False
rid_011118,au_007224,2024-12-16 03:27:00,direct,False
rid_014452,au_007225,2024-12-16 03:36:00,direct,False
rid_014945,au_007226,2024-12-16 03:45:00,direct,False
rid_010072,au_007227,2024-12-16 03:54:00,paid_search,False
rid_018725,au_007228,2024-12-16 04:03:00,social,False
rid_008615,au_007229,2024-12-16 04:12:00,organic,False
rid_014547,au_007230,2024-12-16 04:21:00,direct,False
rid_007038,au_007231,2024-12-16 04:30:00,paid_search,False
rid_006750,au_007232,2024-12-16 04:39:00,affiliate,False
rid_007214,au_007233,2024-12-16 04:48:00,direct,False
rid_003861,au_007234,2024-12-16 04:57:00,paid_search,False
rid_016184,au_007235,2024-12-16 05:06:00,social,False
rid_008636,au_007236,2024-12-16 05:15:00,affiliate,False
rid_013427,au_007237,2024-12-16 05:24:00,organic,False
rid_003734,au_007238,2024-12-16 05:33:00,organic,False
rid_013704,au_007239,2024-12-16 05:42:00,social,False
rid_000431,au_007240,2024-12-16 05:51:00,paid_search,False
rid_012965,au_007241,2024-12-16 06:00:00,social,False
rid_009119,au_007242,2024-12-16 06:09:00,organic,False
rid_002412,au_007243,2024-12-16 06:18:00,social,False
rid_006586,au_007244,2024-12-16 06:27:00,direct,False
rid_000820,au_007245,2024-12-16 06:36:00,paid_search,False
rid_001906,au_007246,2024-12-16 06:45:00,affiliate,False
rid_016266,au_007247,2024-12-16 06:54:00,social,False
rid_017430,au_007248,2024-12-16 07:03:00,social,False
rid_016525,au_007249,2024-12-16 07:12:00,social,False
rid_002459,au_007250,2024-12-16 07:21:00,social,False
rid_011697,au_007251,2024-12-16 07:30:00,direct,False
rid_012608,au_007252,2024-12-16 07:39:00,social,True
rid_006902,au_007253,2024-12-16 07:48:00,social,False
rid_011387,au_007254,2024-12-16 07:57:00,paid_search,False
rid_005431,au_007255,2024-12-16 08:06:00,social,False
rid_019580,au_007256,2024-12-16 08:15:00,paid_search,False
rid_004941,au_007257,2024-12-16 08:24:00,paid_search,False
rid_005077,au_007258,2024-12-16 08:33:00,affiliate,True
rid_015342,au_007259,2024-12-16 08:42:00,affiliate,False
rid_004711,au_007260,2024-12-16 08:51:00,organic,False
rid_018023,au_007261,2024-12-16 09:00:00,social,True
rid_012544,au_007262,2024-12-16 09:09:00,affiliate,False
rid_018084,au_007263,2024-12-16 09:18:00,paid_search,False
rid_011166,au_007264,2024-12-16 09:27:00,affiliate,False
rid_019280,au_007265,2024-12-16 09:36:00,affiliate,False
rid_016237,au_007266,2024-12-16 09:45:00,paid_search,False
rid_016124,au_007267,2024-12-16 09:54:00,affiliate,False
rid_003462,au_007268,2024-12-16 10:03:00,direct,False
rid_016042,au_007269,2024-12-16 10:12:00,affiliate,False
rid_006013,au_007270,2024-12-16 10:21:00,direct,False
rid_016647,au_007271,2024-12-16 10:30:00,direct,False
rid_000101,au_007272,2024-12-16 10:39:00,paid_search,False
rid_001203,au_007273,2024-12-16 10:48:00,direct,False
rid_014432,au_007274,2024-12-16 10:57:00,paid_search,False
rid_001302,au_007275,2024-12-16 11:06:00,social,True
rid_006510,au_007276,2024-12-16 11:15:00,direct,True
rid_009275,au_007277,2024-12-16 11:24:00,organic,True
rid_004722,au_007278,2024-12-16 11:33:00,affiliate,False
rid_014776,au_007279,2024-12-16 11:42:00,social,True
rid_012099,au_007280,2024-12-16 11:51:00,direct,False
rid_013093,au_007281,2024-12-16 12:00:00,paid_search,False
rid_005035,au_007282,2024-12-16 12:09:00,social,False
rid_000439,au_007283,2024-12-16 12:18:00,direct,False
rid_001135,au_007284,2024-12-16 12:27:00,affiliate,False
rid_005012,au_007285,2024-12-16 12:36:00,social,True
rid_004726,au_007286,2024-12-16 12:45:00,organic,False
rid_012273,au_007287,2024-12-16 12:54:00,paid_search,False
rid_016995,au_007288,2024-12-16 13:03:00,organic,False
rid_005652,au_007289,2024-12-16 13:12:00,direct,False
rid_011908,au_007290,2024-12-16 13:21:00,social,False
rid_018365,au_007291,2024-12-16 13:30:00,direct,False
rid_009424,au_007292,2024-12-16 13:39:00,affiliate,False
rid_004107,au_007293,2024-12-16 13:48:00,paid_search,True
rid_009829,au_007294,2024-12-16 13:57:00,organic,False
rid_001273,au_007295,2024-12-16 14:06:00,paid_search,True
rid_019940,au_007296,2024-12-16 14:15:00,social,False
rid_018265,au_007297,2024-12-16 14:24:00,paid_search,False
rid_000630,au_007298,2024-12-16 14:33:00,direct,False
rid_005309,au_007299,2024-12-16 14:42:00,affiliate,False
rid_003225,au_007300,2024-12-16 14:51:00,social,True
rid_017501,au_007301,2024-12-16 15:00:00,paid_search,False
rid_017311,au_007302,2024-12-16 15:09:00,social,False
rid_006849,au_007303,2024-12-16 15:18:00,social,False
rid_010697,au_007304,2024-12-16 15:27:00,paid_search,False
rid_012967,au_007305,2024-12-16 15:36:00,paid_search,False
rid_019902,au_007306,2024-12-16 15:45:00,affiliate,False
rid_016435,au_007307,2024-12-16 15:54:00,affiliate,False
rid_013679,au_007308,2024-12-16 16:03:00,social,True
rid_009097,au_007309,2024-12-16 16:12:00,social,False
rid_014469,au_007310,2024-12-16 16:21:00,direct,False
rid_012883,au_007311,2024-12-16 16:30:00,social,False
rid_011596,au_007312,2024-12-16 16:39:00,affiliate,False
rid_004236,au_007313,2024-12-16 16:48:00,direct,False
rid_000348,au_007314,2024-12-16 16:57:00,direct,False
rid_010361,au_007315,2024-12-16 17:06:00,direct,False
rid_018161,au_007316,2024-12-16 17:15:00,paid_search,True
rid_019885,au_007317,2024-12-16 17:24:00,direct,False
rid_010461,au_007318,2024-12-16 17:33:00,affiliate,False
rid_019340,au_007319,2024-12-16 17:42:00,social,False
rid_000182,au_007320,2024-12-16 17:51:00,direct,False
rid_016436,au_007321,2024-12-16 18:00:00,social,False
rid_004198,au_007322,2024-12-16 18:09:00,direct,False
rid_007141,au_007323,2024-12-16 18:18:00,organic,False
rid_007008,au_007324,2024-12-16 18:27:00,affiliate,False
rid_004496,au_007325,2024-12-16 18:36:00,organic,False
rid_005724,au_007326,2024-12-16 18:45:00,direct,False
rid_010924,au_007327,2024-12-16 18:54:00,organic,False
rid_000556,au_007328,2024-12-16 19:03:00,paid_search,True
rid_004333,au_007329,2024-12-16 19:12:00,direct,True
rid_005605,au_007330,2024-12-16 19:21:00,paid_search,False
rid_001741,au_007331,2024-12-16 19:30:00,affiliate,True
rid_017927,au_007332,2024-12-16 19:39:00,organic,False
rid_008763,au_007333,2024-12-16 19:48:00,affiliate,False
rid_011777,au_007334,2024-12-16 19:57:00,social,False
rid_011647,au_007335,2024-12-16 20:06:00,social,False
rid_006540,au_007336,2024-12-16 20:15:00,direct,False
rid_005399,au_007337,2024-12-16 20:24:00,paid_search,False
rid_001763,au_007338,2024-12-16 20:33:00,paid_search,False
rid_016420,au_007339,2024-12-16 20:42:00,organic,False
rid_015026,au_007340,2024-12-16 20:51:00,social,False
rid_013103,au_007341,2024-12-16 21:00:00,organic,False
rid_014368,au_007342,2024-12-16 21:09:00,social,False
rid_016132,au_007343,2024-12-16 21:18:00,social,False
rid_000048,au_007344,2024-12-16 21:27:00,affiliate,False
rid_013433,au_007345,2024-12-16 21:36:00,affiliate,False
rid_019869,au_007346,2024-12-16 21:45:00,paid_search,False
rid_016565,au_007347,2024-12-16 21:54:00,paid_search,False
rid_005314,au_007348,2024-12-16 22:03:00,direct,False
rid_011791,au_007349,2024-12-16 22:12:00,direct,False
rid_005249,au_007350,2024-12-16 22:21:00,direct,False
rid_002595,au_007351,2024-12-16 22:30:00,social,False
rid_006021,au_007352,2024-12-16 22:39:00,organic,False
rid_006915,au_007353,2024-12-16 22:48:00,paid_search,False
rid_019235,au_007354,2024-12-16 22:57:00,paid_search,False
rid_009365,au_007355,2024-12-16 23:06:00,organic,False
rid_016823,au_007356,2024-12-16 23:15:00,paid_search,True
rid_019089,au_007357,2024-12-16 23:24:00,paid_search,False
rid_012746,au_007358,2024-12-16 23:33:00,social,False
rid_009838,au_007359,2024-12-16 23:42:00,paid_search,False
rid_009886,au_007360,2024-12-16 23:51:00,paid_search,False
rid_015706,au_007361,2024-12-17 00:00:00,paid_search,False
rid_006541,au_007362,2024-12-17 00:09:00,organic,False
rid_009091,au_007363,2024-12-17 00:18:00,organic,False
rid_006702,au_007364,2024-12-17 00:27:00,organic,True
rid_005176,au_007365,2024-12-17 00:36:00,social,False
rid_006514,au_007366,2024-12-17 00:45:00,paid_search,False
rid_001981,au_007367,2024-12-17 00:54:00,direct,False
rid_017252,au_007368,2024-12-17 01:03:00,direct,False
rid_017391,au_007369,2024-12-17 01:12:00,organic,False
rid_013627,au_007370,2024-12-17 01:21:00,affiliate,False
rid_015071,au_007371,2024-12-17 01:30:00,direct,False
rid_008137,au_007372,2024-12-17 01:39:00,affiliate,False
rid_010552,au_007373,2024-12-17 01:48:00,organic,False
rid_019871,au_007374,2024-12-17 01:57:00,affiliate,False
rid_001123,au_007375,2024-12-17 02:06:00,direct,False
rid_003550,au_007376,2024-12-17 02:15:00,direct,True
rid_016504,au_007377,2024-12-17 02:24:00,paid_search,False
rid_001534,au_007378,2024-12-17 02:33:00,affiliate,False
rid_015535,au_007379,2024-12-17 02:42:00,direct,False
rid_007363,au_007380,2024-12-17 02:51:00,paid_search,False
rid_014153,au_007381,2024-12-17 03:00:00,direct,False
rid_019637,au_007382,2024-12-17 03:09:00,social,False
rid_011487,au_007383,2024-12-17 03:18:00,direct,False
rid_000481,au_007384,2024-12-17 03:27:00,organic,False
rid_010530,au_007385,2024-12-17 03:36:00,organic,False
rid_001621,au_007386,2024-12-17 03:45:00,paid_search,False
rid_018840,au_007387,2024-12-17 03:54:00,affiliate,False
rid_006829,au_007388,2024-12-17 04:03:00,direct,False
rid_019121,au_007389,2024-12-17 04:12:00,direct,False
rid_019749,au_007390,2024-12-17 04:21:00,social,False
rid_006411,au_007391,2024-12-17 04:30:00,affiliate,False
rid_006869,au_007392,2024-12-17 04:39:00,affiliate,False
rid_017396,au_007393,2024-12-17 04:48:00,direct,False
rid_013562,au_007394,2024-12-17 04:57:00,direct,False
rid_010056,au_007395,2024-12-17 05:06:00,affiliate,False
rid_017281,au_007396,2024-12-17 05:15:00,social,False
rid_005143,au_007397,2024-12-17 05:24:00,paid_search,False
rid_013412,au_007398,2024-12-17 05:33:00,organic,False
rid_006938,au_007399,2024-12-17 05:42:00,affiliate,False
rid_001797,au_007400,2024-12-17 05:51:00,social,False
rid_007085,au_007401,2024-12-17 06:00:00,affiliate,False
rid_002971,au_007402,2024-12-17 06:09:00,direct,True
rid_019880,au_007403,2024-12-17 06:18:00,organic,False
rid_005177,au_007404,2024-12-17 06:27:00,affiliate,False
rid_018645,au_007405,2024-12-17 06:36:00,social,False
rid_015920,au_007406,2024-12-17 06:45:00,direct,False
rid_007373,au_007407,2024-12-17 06:54:00,direct,False
rid_016038,au_007408,2024-12-17 07:03:00,paid_search,False
rid_001014,au_007409,2024-12-17 07:12:00,social,False
