real_identity_id,known_user_id,anonymous_user_id,device_id,cookie_id,email_hash,phone_hash,payment_instrument_id,support_account_id
rid_001151,ku_001151,,dev_023340,ck_000723,00000000000000000000047e,00000000000000000000047e,pay_016884,
rid_001152,ku_001152,au_013866,dev_012900,,00000000000000000000047f,00000000000000000000047f,pay_013335,
rid_001153,ku_001153,au_004805,dev_027770,ck_030949,000000000000000000000480,000000000000000000000480,pay_011945,sup_000082
rid_001154,ku_001154,,dev_015395,ck_015696,000000000000000000000481,000000000000000000000481,pay_000732,
rid_001155,ku_001155,au_004926,dev_004250,,000000000000000000000482,000000000000000000000482,pay_011277,
rid_001156,ku_001156,au_014914,dev_025012,ck_019395,000000000000000000000483,000000000000000000000483,,
rid_001157,ku_001157,,dev_010236,ck_009629,000000000000000000000484,000000000000000000000484,pay_019714,
rid_001158,ku_001158,au_021159,,ck_010870,000000000000000000000485,000000000000000000000485,,sup_006310
rid_001159,ku_001159,au_008209,dev_012322,ck_008184,000000000000000000000486,000000000000000000000486,pay_011541,sup_002843
rid_001160,ku_001160,au_019766,dev_023558,ck_017273,000000000000000000000487,000000000000000000000487,pay_002771,
rid_001161,ku_001161,,dev_015785,ck_010976,000000000000000000000488,000000000000000000000488,,sup_004114
rid_001162,ku_001162,au_012555,dev_019298,ck_016205,000000000000000000000489,000000000000000000000489,pay_020979,
rid_001163,ku_001163,au_000809,dev_025430,ck_010986,00000000000000000000048a,00000000000000000000048a,,sup_003425
rid_001164,ku_001164,,dev_019674,ck_015281,00000000000000000000048b,00000000000000000000048b,pay_003446,sup_006699
rid_001165,ku_001165,au_014460,dev_020916,ck_032052,00000000000000000000048c,00000000000000000000048c,pay_016358,sup_004312
rid_001166,ku_001166,au_006166,dev_003528,ck_021959,00000000000000000000048d,00000000000000000000048d,pay_000243,
rid_001167,ku_001167,au_004345,,ck_011102,00000000000000000000048e,00000000000000000000048e,pay_012281,
rid_001168,ku_001168,,dev_013114,ck_007674,00000000000000000000048f,00000000000000000000048f,pay_002780,
rid_001169,ku_001169,,,ck_036268,000000000000000000000490,000000000000000000000490,pay_003879,sup_003325
rid_001170,ku_001170,au_027251,dev_020535,ck_010842,000000000000000000000491,000000000000000000000491,pay_005983,sup_002292
rid_001171,ku_001171,au_003069,dev_003023,ck_009285,000000000000000000000492,000000000000000000000492,,sup_001381
rid_001172,ku_001172,au_013676,dev_025381,,000000000000000000000493,000000000000000000000493,pay_012918,
rid_001173,ku_001173,au_023235,dev_001573,ck_019260,000000000000000000000494,000000000000000000000494,pay_005723,sup_006336
rid_001174,ku_001174,au_028370,dev_008109,,000000000000000000000495,000000000000000000000495,pay_021195,sup_007089
rid_001175,ku_001175,au_003641,dev_019961,,000000000000000000000496,000000000000000000000496,,sup_007065
rid_001176,ku_001176,au_012271,dev_010601,ck_000891,000000000000000000000497,000000000000000000000497,pay_018573,sup_004987
rid_001177,ku_001177,au_003074,,ck_021099,000000000000000000000498,000000000000000000000498,pay_020223,
rid_001178,ku_001178,au_006181,dev_002968,ck_004843,000000000000000000000499,000000000000000000000499,pay_010119,
rid_001179,ku_001179,au_000721,,,00000000000000000000049a,00000000000000000000049a,pay_008152,sup_004941
rid_001180,ku_001180,au_011651,dev_006642,ck_020185,00000000000000000000049b,00000000000000000000049b,,
rid_001181,ku_001181,au_011495,,ck_002921,00000000000000000000049c,00000000000000000000049c,,
rid_001182,ku_001182,au_007733,dev_016423,ck_016162,00000000000000000000049d,00000000000000000000049d,pay_007028,
rid_001183,ku_001183,,dev_001763,ck_002935,00000000000000000000049e,00000000000000000000049e,pay_009230,sup_008860
rid_001184,ku_001184,au_017057,dev_005969,ck_028566,00000000000000000000049f,00000000000000000000049f,pay_010827,
rid_001185,ku_001185,au_007658,dev_027605,ck_013468,0000000000000000000004a0,0000000000000000000004a0,pay_010778,
rid_001186,ku_001186,au_005004,dev_025415,ck_022686,0000000000000000000004a1,0000000000000000000004a1,,sup_009913
rid_001187,ku_001187,au_024628,dev_004769,ck_001161,0000000000000000000004a2,0000000000000000000004a2,pay_005110,
rid_001188,ku_001188,au_003863,dev_014811,ck_028594,0000000000000000000004a3,0000000000000000000004a3,pay_018866,sup_001093
rid_001189,ku_001189,au_021068,dev_014788,ck_025642,0000000000000000000004a4,0000000000000000000004a4,,
rid_001190,ku_001190,au_020160,,ck_026082,0000000000000000000004a5,0000000000000000000004a5,pay_007265,sup_002667
rid_001191,ku_001191,au_002490,dev_023147,ck_027895,0000000000000000000004a6,0000000000000000000004a6,pay_011055,sup_007213
rid_001192,ku_001192,au_008205,dev_007152,ck_019264,0000000000000000000004a7,0000000000000000000004a7,pay_013202,
rid_001193,ku_001193,au_001497,dev_018569,ck_012274,0000000000000000000004a8,0000000000000000000004a8,,sup_009044
rid_001194,ku_001194,au_023432,dev_009745,ck_012692,0000000000000000000004a9,0000000000000000000004a9,,
rid_001195,ku_001195,,,ck_014247,0000000000000000000004aa,0000000000000000000004aa,pay_002218,
rid_001196,ku_001196,au_020225,dev_007708,ck_001219,0000000000000000000004ab,0000000000000000000004ab,pay_016797,sup_000345
rid_001197,ku_001197,au_000023,dev_000425,,0000000000000000000004ac,0000000000000000000004ac,pay_000320,
rid_001198,ku_001198,au_010207,,ck_008655,0000000000000000000004ad,0000000000000000000004ad,,sup_002136
rid_001199,ku_001199,au_003343,,ck_037251,0000000000000000000004ae,0000000000000000000004ae,,
rid_001200,ku_001200,au_010498,dev_001595,ck_029213,0000000000000000000004af,0000000000000000000004af,pay_021963,
rid_001201,ku_001201,au_024151,,ck_003307,0000000000000000000004b0,0000000000000000000004b0,pay_011773,sup_006929
rid_001202,ku_001202,au_018582,,ck_001280,0000000000000000000004b1,0000000000000000000004b1,pay_009331,
rid_001203,ku_001203,au_007273,dev_029883,ck_020782,0000000000000000000004b2,0000000000000000000004b2,pay_009279,
rid_001204,ku_001204,au_001494,,ck_005900,0000000000000000000004b3,0000000000000000000004b3,pay_018242,sup_006787
rid_001205,ku_001205,au_001479,,ck_027957,0000000000000000000004b4,0000000000000000000004b4,pay_019447,
rid_001206,ku_001206,au_003798,dev_012445,ck_007431,0000000000000000000004b5,0000000000000000000004b5,pay_005259,
rid_001207,ku_001207,au_014363,,ck_031344,0000000000000000000004b6,0000000000000000000004b6,pay_004390,
rid_001208,ku_001208,au_003831,dev_004729,ck_006204,0000000000000000000004b7,0000000000000000000004b7,pay_007980,sup_002310
rid_001209,ku_001209,au_008609,dev_003108,ck_028981,0000000000000000000004b8,0000000000000000000004b8,pay_018374,
rid_001210,ku_001210,au_015119,dev_003879,ck_036492,0000000000000000000004b9,0000000000000000000004b9,pay_010123,sup_009900
rid_001211,ku_001211,au_020173,dev_031468,ck_004852,0000000000000000000004ba,0000000000000000000004ba,pay_012563,
rid_001212,ku_001212,au_022914,,ck_025104,0000000000000000000004bb,0000000000000000000004bb,pay_003233,
rid_001213,ku_001213,au_002692,dev_026105,ck_000334,0000000000000000000004bc,0000000000000000000004bc,,
rid_001214,ku_001214,au_009120,,ck_006471,0000000000000000000004bd,0000000000000000000004bd,,
rid_001215,ku_001215,au_015098,,,0000000000000000000004be,0000000000000000000004be,pay_012962,
rid_001216,ku_001216,au_006288,dev_001228,ck_001581,0000000000000000000004bf,0000000000000000000004bf,pay_002887,sup_000420
rid_001217,ku_001217,,,ck_005903,0000000000000000000004c0,0000000000000000000004c0,pay_001626,sup_001721
rid_001218,ku_001218,au_000687,dev_020390,ck_020746,0000000000000000000004c1,0000000000000000000004c1,pay_005919,sup_000244
rid_001219,ku_001219,,dev_012792,ck_018179,0000000000000000000004c2,0000000000000000000004c2,pay_001273,
rid_001220,ku_001220,au_004362,dev_017945,ck_001447,0000000000000000000004c3,0000000000000000000004c3,pay_000637,
rid_001221,ku_001221,au_000302,dev_031493,ck_007536,0000000000000000000004c4,0000000000000000000004c4,pay_006772,
rid_001222,ku_001222,,dev_009216,ck_036473,0000000000000000000004c5,0000000000000000000004c5,pay_003214,
rid_001223,ku_001223,au_010912,,ck_001635,0000000000000000000004c6,0000000000000000000004c6,pay_005562,
rid_001224,ku_001224,,dev_001716,ck_004473,0000000000000000000004c7,0000000000000000000004c7,,
rid_001225,ku_001225,,dev_015188,ck_003159,0000000000000000000004c8,0000000000000000000004c8,pay_002184,sup_003610
rid_001226,ku_001226,au_013905,dev_022340,ck_001041,0000000000000000000004c9,0000000000000000000004c9,pay_003172,sup_004596
rid_001227,ku_001227,au_018584,dev_020528,ck_005191,0000000000000000000004ca,0000000000000000000004ca,pay_004805,
rid_001228,ku_001228,au_026695,,ck_000987,0000000000000000000004cb,0000000000000000000004cb,pay_012684,sup_001689
rid_001229,ku_001229,au_020591,dev_006177,ck_007165,0000000000000000000004cc,0000000000000000000004cc,pay_005654,
rid_001230,ku_001230,au_001566,,ck_012674,0000000000000000000004cd,0000000000000000000004cd,pay_004095,sup_003643
rid_001231,ku_001231,au_006709,dev_005698,,0000000000000000000004ce,0000000000000000000004ce,pay_002298,sup_002285
rid_001232,ku_001232,au_012357,dev_024135,ck_010392,0000000000000000000004cf,0000000000000000000004cf,pay_003403,
rid_001233,ku_001233,au_021700,dev_006790,ck_009509,0000000000000000000004d0,0000000000000000000004d0,pay_009275,
rid_001234,ku_001234,au_003224,dev_020456,ck_025807,0000000000000000000004d1,0000000000000000000004d1,,sup_001478
rid_001235,ku_001235,au_012523,,ck_031557,0000000000000000000004d2,0000000000000000000004d2,pay_021577,sup_007326
rid_001236,ku_001236,au_008580,dev_014671,ck_030003,0000000000000000000004d3,0000000000000000000004d3,,
rid_001237,ku_001237,,,ck_001808,0000000000000000000004d4,0000000000000000000004d4,pay_021679,sup_002795
rid_001238,ku_001238,au_015609,dev_002106,ck_002991,0000000000000000000004d5,0000000000000000000004d5,pay_000278,
rid_001239,ku_001239,,dev_000117,ck_020939,0000000000000000000004d6,0000000000000000000004d6,pay_013984,
rid_001240,ku_001240,au_006205,,ck_011154,0000000000000000000004d7,0000000000000000000004d7,pay_020847,
rid_001241,ku_001241,au_002824,dev_012320,ck_020599,0000000000000000000004d8,0000000000000000000004d8,pay_010367,sup_007944
rid_001242,ku_001242,au_014247,dev_021327,ck_026038,0000000000000000000004d9,0000000000000000000004d9,,
rid_001243,ku_001243,au_022698,dev_009689,ck_007189,0000000000000000000004da,0000000000000000000004da,pay_002098,
rid_001244,ku_001244,au_007018,,,0000000000000000000004db,0000000000000000000004db,,
rid_001245,ku_001245,au_005192,dev_005980,ck_002930,0000000000000000000004dc,0000000000000000000004dc,pay_006740,sup_001605
rid_001246,ku_001246,au_012615,dev_017223,ck_006778,0000000000000000000004dd,0000000000000000000004dd,pay_017272,
rid_001247,ku_001247,au_007705,dev_018323,ck_036880,0000000000000000000004de,0000000000000000000004de,,sup_009090
rid_001248,ku_001248,au_006703,dev_006001,ck_020545,0000000000000000000004df,0000000000000000000004df,pay_004414,sup_004419
rid_001249,ku_001249,au_016089,,ck_000190,0000000000000000000004e0,0000000000000000000004e0,pay_009404,sup_009713
rid_001250,ku_001250,au_012278,dev_012025,ck_021911,0000000000000000000004e1,0000000000000000000004e1,pay_017803,sup_001610
rid_001251,ku_001251,au_002174,,ck_019634,0000000000000000000004e2,0000000000000000000004e2,pay_003005,
rid_001252,ku_001252,au_014987,dev_007140,ck_002109,0000000000000000000004e3,0000000000000000000004e3,pay_016873,sup_000344
rid_001253,ku_001253,au_008717,,ck_000971,0000000000000000000004e4,0000000000000000000004e4,pay_016205,sup_005526
rid_001254,ku_001254,au_015280,dev_005587,ck_012897,0000000000000000000004e5,0000000000000000000004e5,,
rid_001255,ku_001255,au_000950,dev_025353,ck_007710,0000000000000000000004e6,0000000000000000000004e6,pay_014540,sup_005422
rid_001256,ku_001256,au_025573,,ck_009582,0000000000000000000004e7,0000000000000000000004e7,,sup_000399
rid_001257,ku_001257,au_013935,dev_008593,ck_006304,0000000000000000000004e8,0000000000000000000004e8,pay_015614,
rid_001258,ku_001258,au_017880,dev_006084,ck_020441,0000000000000000000004e9,0000000000000000000004e9,pay_009618,sup_002044
rid_001259,ku_001259,,dev_001414,,0000000000000000000004ea,0000000000000000000004ea,pay_003651,sup_000129
rid_001260,ku_001260,au_023400,dev_018765,ck_011902,0000000000000000000004eb,0000000000000000000004eb,pay_000297,sup_004957
rid_001261,ku_001261,au_015290,dev_001485,,0000000000000000000004ec,0000000000000000000004ec,,
rid_001262,ku_001262,,dev_015496,ck_001731,0000000000000000000004ed,0000000000000000000004ed,pay_008378,
rid_001263,ku_001263,au_019906,dev_006030,ck_010618,0000000000000000000004ee,0000000000000000000004ee,pay_009288,
rid_001264,ku_001264,au_014058,dev_010553,ck_006357,0000000000000000000004ef,0000000000000000000004ef,pay_000921,
rid_001265,ku_001265,au_014714,dev_002220,ck_005777,0000000000000000000004f0,0000000000000000000004f0,pay_000613,
rid_001266,ku_001266,au_002290,,ck_007735,0000000000000000000004f1,0000000000000000000004f1,pay_004296,
rid_001267,ku_001267,au_001041,dev_001349,ck_021654,0000000000000000000004f2,0000000000000000000004f2,pay_018580,sup_008828
rid_001268,ku_001268,au_021444,,ck_014179,0000000000000000000004f3,0000000000000000000004f3,,
rid_001269,ku_001269,au_017174,dev_000028,ck_021064,0000000000000000000004f4,0000000000000000000004f4,pay_020642,sup_003386
rid_001270,ku_001270,au_001408,dev_006338,,0000000000000000000004f5,0000000000000000000004f5,pay_009653,
rid_001271,ku_001271,au_023844,dev_010184,ck_027627,0000000000000000000004f6,0000000000000000000004f6,pay_017303,
rid_001272,ku_001272,au_002756,dev_013461,ck_013856,0000000000000000000004f7,0000000000000000000004f7,pay_004531,
rid_001273,ku_001273,au_004078,,ck_007179,0000000000000000000004f8,0000000000000000000004f8,pay_007360,
rid_001274,ku_001274,au_023065,dev_023553,ck_021817,0000000000000000000004f9,0000000000000000000004f9,,
rid_001275,ku_001275,au_002451,dev_014546,ck_017687,0000000000000000000004fa,0000000000000000000004fa,pay_007171,sup_003493
rid_001276,ku_001276,au_022067,dev_000947,ck_016818,0000000000000000000004fb,0000000000000000000004fb,,sup_009257
rid_001277,ku_001277,,dev_009326,ck_018128,0000000000000000000004fc,0000000000000000000004fc,,sup_006597
rid_001278,ku_001278,au_005892,dev_022737,ck_002448,0000000000000000000004fd,0000000000000000000004fd,pay_002842,sup_003034
rid_001279,ku_001279,,dev_007588,ck_027821,0000000000000000000004fe,0000000000000000000004fe,pay_015694,sup_004699
rid_001280,ku_001280,au_015116,dev_004655,ck_026530,0000000000000000000004ff,0000000000000000000004ff,,
rid_001281,ku_001281,au_029411,dev_009174,ck_003655,000000000000000000000500,000000000000000000000500,pay_010655,
rid_001282,ku_001282,au_006263,dev_006549,,000000000000000000000501,000000000000000000000501,,
rid_001283,ku_001283,au_012829,dev_006159,ck_009481,000000000000000000000502,000000000000000000000502,pay_022309,
rid_001284,ku_001284,au_005674,dev_014950,ck_024827,000000000000000000000503,000000000000000000000503,pay_002458,sup_007023
rid_001285,ku_001285,au_002804,dev_001621,ck_002053,000000000000000000000504,000000000000000000000504,pay_004222,sup_008098
rid_001286,ku_001286,,dev_010737,,000000000000000000000505,000000000000000000000505,pay_022358,sup_007702
rid_001287,ku_001287,au_005474,dev_015077,ck_002648,000000000000000000000506,000000000000000000000506,pay_001653,
rid_001288,ku_001288,,dev_023444,ck_018572,000000000000000000000507,000000000000000000000507,,
rid_001289,ku_001289,,dev_027819,ck_017868,000000000000000000000508,000000000000000000000508,,sup_002611
rid_001290,ku_001290,,dev_013257,ck_018785,000000000000000000000509,000000000000000000000509,pay_006192,
rid_001291,ku_001291,au_009185,dev_003973,ck_013896,00000000000000000000050a,00000000000000000000050a,,sup_007913
rid_001292,ku_001292,au_000578,dev_006425,ck_011650,00000000000000000000050b,00000000000000000000050b,,sup_000767
rid_001293,ku_001293,au_000693,dev_015149,ck_001107,00000000000000000000050c,00000000000000000000050c,pay_017097,
rid_001294,ku_001294,au_017694,dev_005601,ck_035806,00000000000000000000050d,00000000000000000000050d,,
rid_001295,ku_001295,au_001862,dev_001828,,00000000000000000000050e,00000000000000000000050e,,
rid_001296,ku_001296,au_011983,dev_010341,ck_025780,00000000000000000000050f,00000000000000000000050f,pay_012526,
rid_001297,ku_001297,,,ck_032346,000000000000000000000510,000000000000000000000510,pay_020096,
rid_001298,ku_001298,au_012524,,ck_001285,000000000000000000000511,000000000000000000000511,pay_012129,
rid_001299,ku_001299,au_011894,dev_002118,,000000000000000000000512,000000000000000000000512,pay_015113,sup_009337
rid_001300,ku_001300,au_007788,dev_008397,,000000000000000000000513,000000000000000000000513,,
rid_001301,ku_001301,,,ck_004558,000000000000000000000514,000000000000000000000514,pay_019421,
rid_001302,ku_001302,au_007275,dev_012443,ck_008993,000000000000000000000515,000000000000000000000515,pay_018757,
rid_001303,ku_001303,au_010756,dev_008811,ck_009938,000000000000000000000516,000000000000000000000516,pay_021674,
rid_001304,ku_001304,,dev_009905,ck_014918,000000000000000000000517,000000000000000000000517,pay_001675,sup_001589
rid_001305,ku_001305,au_006836,dev_010496,,000000000000000000000518,000000000000000000000518,,sup_006810
rid_001306,ku_001306,au_003185,dev_000703,ck_005642,000000000000000000000519,000000000000000000000519,,
rid_001307,ku_001307,au_007462,dev_008071,ck_000865,00000000000000000000051a,00000000000000000000051a,pay_001559,
rid_001308,ku_001308,,dev_024222,ck_029888,00000000000000000000051b,00000000000000000000051b,pay_008767,
rid_001309,ku_001309,au_019777,dev_009448,ck_001392,00000000000000000000051c,00000000000000000000051c,pay_002806,
rid_001310,ku_001310,,dev_007372,ck_021661,00000000000000000000051d,00000000000000000000051d,pay_007750,sup_006007
rid_001311,ku_001311,,dev_017422,ck_004061,00000000000000000000051e,00000000000000000000051e,pay_003340,
rid_001312,ku_001312,,dev_001645,,00000000000000000000051f,00000000000000000000051f,pay_002466,
rid_001313,ku_001313,au_025075,dev_014399,ck_008237,000000000000000000000520,000000000000000000000520,pay_016184,sup_008389
rid_001314,ku_001314,au_005607,dev_030997,ck_027804,000000000000000000000521,000000000000000000000521,,sup_004553
rid_001315,ku_001315,au_013675,,ck_013821,000000000000000000000522,000000000000000000000522,,
rid_001316,ku_001316,au_013241,dev_022560,ck_001186,000000000000000000000523,000000000000000000000523,pay_001243,sup_006070
rid_001317,ku_001317,au_006081,dev_000917,ck_026566,000000000000000000000524,000000000000000000000524,pay_015564,
rid_001318,ku_001318,,dev_001695,ck_004059,000000000000000000000525,000000000000000000000525,pay_002911,sup_000091
rid_001319,ku_001319,,dev_019530,ck_001180,000000000000000000000526,000000000000000000000526,pay_005960,
rid_001320,ku_001320,au_015174,,ck_015803,000000000000000000000527,000000000000000000000527,pay_019953,
rid_001321,ku_001321,au_015045,dev_031440,ck_030132,000000000000000000000528,000000000000000000000528,pay_003129,sup_002524
rid_001322,ku_001322,au_012413,dev_010503,ck_025361,000000000000000000000529,000000000000000000000529,pay_003064,
rid_001323,ku_001323,au_016247,,ck_002300,00000000000000000000052a,00000000000000000000052a,pay_021221,
rid_001324,ku_001324,au_013565,dev_000468,,00000000000000000000052b,00000000000000000000052b,,sup_001582
rid_001325,ku_001325,au_029756,dev_002819,ck_019645,00000000000000000000052c,00000000000000000000052c,pay_010667,sup_004572
rid_001326,ku_001326,au_008119,dev_021236,ck_026573,00000000000000000000052d,00000000000000000000052d,pay_011221,
rid_001327,ku_001327,,dev_001924,ck_005114,00000000000000000000052e,00000000000000000000052e,,sup_006792
rid_001328,ku_001328,au_010086,,,00000000000000000000052f,00000000000000000000052f,pay_003768,sup_000115
rid_001329,ku_001329,au_023625,dev_008793,ck_019100,000000000000000000000530,000000000000000000000530,pay_014610,
rid_001330,ku_001330,,dev_011041,,000000000000000000000531,000000000000000000000531,pay_021662,
rid_001331,ku_001331,au_000835,,ck_030729,000000000000000000000532,000000000000000000000532,pay_005169,
rid_001332,ku_001332,au_008708,dev_006587,,000000000000000000000533,000000000000000000000533,pay_020954,
rid_001333,ku_001333,au_018777,dev_023965,ck_006257,000000000000000000000534,000000000000000000000534,,
rid_001334,ku_001334,au_020334,dev_018400,ck_009783,000000000000000000000535,000000000000000000000535,pay_013568,
rid_001335,ku_001335,,,ck_005280,000000000000000000000536,000000000000000000000536,pay_013648,sup_001494
rid_001336,ku_001336,au_027661,,ck_004119,000000000000000000000537,000000000000000000000537,pay_013106,
rid_001337,ku_001337,au_003098,dev_013099,ck_023048,000000000000000000000538,000000000000000000000538,pay_006953,
rid_001338,ku_001338,au_021973,dev_017686,ck_001708,000000000000000000000539,000000000000000000000539,pay_003345,sup_009633
rid_001339,ku_001339,au_008375,dev_022784,ck_000414,00000000000000000000053a,00000000000000000000053a,pay_002480,sup_003032
rid_001340,ku_001340,au_020680,dev_004145,ck_001984,00000000000000000000053b,00000000000000000000053b,pay_016178,sup_002035
rid_001341,ku_001341,,dev_001236,,00000000000000000000053c,00000000000000000000053c,,sup_009908
rid_001342,ku_001342,au_005471,dev_006411,ck_007446,00000000000000000000053d,00000000000000000000053d,,sup_004629
rid_001343,ku_001343,au_006918,,ck_016943,00000000000000000000053e,00000000000000000000053e,,
rid_001344,ku_001344,,dev_031163,ck_027847,00000000000000000000053f,00000000000000000000053f,pay_000852,
rid_001345,ku_001345,au_000498,dev_016335,ck_033890,000000000000000000000540,000000000000000000000540,,
rid_001346,ku_001346,,dev_028698,ck_005737,000000000000000000000541,000000000000000000000541,pay_009873,sup_002634
rid_001347,ku_001347,au_029474,dev_000624,ck_010404,000000000000000000000542,000000000000000000000542,pay_012720,
rid_001348,ku_001348,,dev_002353,ck_003099,000000000000000000000543,000000000000000000000543,pay_001639,
rid_001349,ku_001349,au_009998,dev_021357,ck_016265,000000000000000000000544,000000000000000000000544,,
rid_001350,ku_001350,au_004779,dev_027414,ck_003396,000000000000000000000545,000000000000000000000545,pay_000657,
rid_001351,ku_001351,au_015391,dev_029793,ck_012960,000000000000000000000546,000000000000000000000546,,
rid_001352,ku_001352,,,ck_007814,000000000000000000000547,000000000000000000000547,pay_003636,
rid_001353,ku_001353,,dev_010109,ck_004561,000000000000000000000548,000000000000000000000548,,sup_008249
rid_001354,ku_001354,,dev_007123,ck_000728,000000000000000000000549,000000000000000000000549,pay_000215,sup_009125
rid_001355,ku_001355,au_006642,dev_006941,ck_004087,00000000000000000000054a,00000000000000000000054a,pay_006199,sup_003330
rid_001356,ku_001356,au_008621,dev_004885,ck_002802,00000000000000000000054b,00000000000000000000054b,,
rid_001357,ku_001357,au_022693,dev_002097,ck_009774,00000000000000000000054c,00000000000000000000054c,pay_018511,sup_001458
rid_001358,ku_001358,au_029965,dev_001961,ck_014706,00000000000000000000054d,00000000000000000000054d,pay_015717,sup_006251
rid_001359,ku_001359,au_001347,dev_018458,ck_000352,00000000000000000000054e,00000000000000000000054e,pay_006009,sup_001400
rid_001360,ku_001360,au_028001,,ck_008925,00000000000000000000054f,00000000000000000000054f,pay_001154,
rid_001361,ku_001361,,dev_026152,ck_021571,000000000000000000000550,000000000000000000000550,pay_006386,
rid_001362,ku_001362,au_001429,dev_008163,ck_013349,000000000000000000000551,000000000000000000000551,pay_003649,sup_000983
rid_001363,ku_001363,au_022591,dev_009341,ck_025289,000000000000000000000552,000000000000000000000552,pay_007218,
rid_001364,ku_001364,au_012309,dev_008529,ck_006737,000000000000000000000553,000000000000000000000553,pay_020720,
rid_001365,ku_001365,au_005941,dev_024641,ck_014364,000000000000000000000554,000000000000000000000554,pay_019647,
rid_001366,ku_001366,au_014121,dev_020200,ck_008493,000000000000000000000555,000000000000000000000555,pay_011170,sup_002520
rid_001367,ku_001367,,,ck_004460,000000000000000000000556,000000000000000000000556,pay_000377,sup_004428
rid_001368,ku_001368,au_005177,dev_017304,,000000000000000000000557,000000000000000000000557,pay_005895,
rid_001369,ku_001369,au_019933,dev_016023,ck_015395,000000000000000000000558,000000000000000000000558,pay_003251,sup_005679
rid_001370,ku_001370,au_015699,dev_010204,ck_001793,000000000000000000000559,000000000000000000000559,pay_004710,
rid_001371,ku_001371,au_001923,dev_001089,ck_000156,00000000000000000000055a,00000000000000000000055a,,
rid_001372,ku_001372,au_010790,,ck_013751,00000000000000000000055b,00000000000000000000055b,pay_005822,sup_007972
rid_001373,ku_001373,au_001320,dev_019887,ck_007345,00000000000000000000055c,00000000000000000000055c,pay_006578,sup_001855
rid_001374,ku_001374,au_018482,dev_002425,ck_013621,00000000000000000000055d,00000000000000000000055d,pay_000112,sup_002515
rid_001375,ku_001375,au_000457,,ck_019266,00000000000000000000055e,00000000000000000000055e,pay_017246,
rid_001376,ku_001376,au_008170,dev_012674,,00000000000000000000055f,00000000000000000000055f,pay_005117,
rid_001377,ku_001377,,,ck_003800,000000000000000000000560,000000000000000000000560,pay_013137,sup_008068
rid_001378,ku_001378,au_008765,dev_011217,ck_001246,000000000000000000000561,000000000000000000000561,,
rid_001379,ku_001379,au_017472,,ck_004461,000000000000000000000562,000000000000000000000562,,sup_003252
rid_001380,ku_001380,au_000880,,,000000000000000000000563,000000000000000000000563,pay_shared_007,sup_008506
rid_001381,ku_001381,au_013593,dev_017017,,000000000000000000000564,000000000000000000000564,pay_008509,
rid_001382,ku_001382,,dev_005046,ck_007105,000000000000000000000565,000000000000000000000565,pay_002041,
rid_001383,ku_001383,au_003602,dev_007757,ck_016111,000000000000000000000566,000000000000000000000566,pay_003511,sup_000711
rid_001384,ku_001384,au_009599,dev_022648,ck_001657,000000000000000000000567,000000000000000000000567,pay_005272,
rid_001385,ku_001385,au_009199,dev_004803,ck_019992,000000000000000000000568,000000000000000000000568,pay_004601,
rid_001386,ku_001386,,dev_002355,ck_028196,000000000000000000000569,000000000000000000000569,pay_002240,
rid_001387,ku_001387,au_011279,,ck_012238,00000000000000000000056a,00000000000000000000056a,pay_008985,sup_003057
rid_001388,ku_001388,,dev_020555,ck_019458,00000000000000000000056b,00000000000000000000056b,pay_006284,
rid_001389,ku_001389,,dev_004077,ck_023436,00000000000000000000056c,00000000000000000000056c,,sup_001475
rid_001390,ku_001390,,dev_002948,ck_027835,00000000000000000000056d,00000000000000000000056d,pay_022059,sup_003833
rid_001391,ku_001391,au_005347,,ck_007349,00000000000000000000056e,00000000000000000000056e,pay_011155,sup_007989
rid_001392,ku_001392,au_015833,dev_008832,,00000000000000000000056f,00000000000000000000056f,pay_019872,
rid_001393,ku_001393,au_002202,dev_009370,ck_016024,000000000000000000000570,000000000000000000000570,pay_014726,
rid_001394,ku_001394,au_019533,dev_009347,ck_014719,000000000000000000000571,000000000000000000000571,pay_010609,
rid_001395,ku_001395,,dev_000761,ck_028654,000000000000000000000572,000000000000000000000572,pay_013032,
rid_001396,ku_001396,au_001208,dev_002058,ck_031881,000000000000000000000573,000000000000000000000573,pay_000995,sup_005125
rid_001397,ku_001397,au_016471,dev_020631,ck_013891,000000000000000000000574,000000000000000000000574,,
rid_001398,ku_001398,,dev_018543,ck_007252,000000000000000000000575,000000000000000000000575,,
rid_001399,ku_001399,au_010970,,,000000000000000000000576,000000000000000000000576,pay_006868,
rid_001400,ku_001400,au_000566,dev_014445,ck_008213,000000000000000000000577,000000000000000000000577,,
rid_001401,ku_001401,au_008670,dev_000143,,000000000000000000000578,000000000000000000000578,,
rid_001402,ku_001402,au_016087,,,000000000000000000000579,000000000000000000000579,pay_012843,
rid_001403,ku_001403,au_005793,dev_009866,ck_031472,00000000000000000000057a,00000000000000000000057a,pay_000094,
rid_001404,ku_001404,au_009863,dev_001165,ck_005815,00000000000000000000057b,00000000000000000000057b,,sup_005903
rid_001405,ku_001405,,dev_022918,ck_026379,00000000000000000000057c,00000000000000000000057c,pay_016066,
rid_001406,ku_001406,au_008870,dev_014584,ck_015097,00000000000000000000057d,00000000000000000000057d,pay_000677,
rid_001407,ku_001407,au_024338,dev_019847,ck_003489,00000000000000000000057e,00000000000000000000057e,,sup_006944
