real_identity_id,device_id,device_type,device_first_seen_at,shared_device_flag
rid_005311,dev_004161,android,2024-10-21 05:20:00,False
rid_007763,dev_004162,desktop,2024-10-21 05:27:00,False
rid_018342,dev_004163,desktop,2024-10-21 05:34:00,False
rid_000709,dev_004164,ios,2024-10-21 05:41:00,True
rid_003437,dev_004165,android,2024-10-21 05:48:00,False
rid_006086,dev_004166,tablet,2024-10-21 05:55:00,False
rid_007067,dev_004167,android,2024-10-21 06:02:00,False
rid_015414,dev_004168,tablet,2024-10-21 06:09:00,False
rid_004040,dev_004169,android,2024-10-21 06:16:00,False
rid_007330,dev_004170,tablet,2024-10-21 06:23:00,False
rid_007393,dev_004171,tablet,2024-10-21 06:30:00,False
rid_000957,dev_004172,desktop,2024-10-21 06:37:00,False
rid_009062,dev_004173,tablet,2024-10-21 06:44:00,False
rid_019796,dev_004174,ios,2024-10-21 06:51:00,False
rid_006040,dev_004175,android,2024-10-21 06:58:00,False
rid_003730,dev_004176,android,2024-10-21 07:05:00,False
rid_005169,dev_004177,desktop,2024-10-21 07:12:00,False
rid_006505,dev_004178,tablet,2024-10-21 07:19:00,False
rid_006961,dev_004179,desktop,2024-10-21 07:26:00,True
rid_001466,dev_004180,android,2024-10-21 07:33:00,False
rid_019088,dev_004181,desktop,2024-10-21 07:40:00,False
rid_017540,dev_004182,tablet,2024-10-21 07:47:00,False
rid_002556,dev_004183,tablet,2024-10-21 07:54:00,False
rid_006480,dev_004184,tablet,2024-10-21 08:01:00,False
rid_009330,dev_004185,android,2024-10-21 08:08:00,False
rid_005015,dev_004186,desktop,2024-10-21 08:15:00,False
rid_014436,dev_004187,ios,2024-10-21 08:22:00,False
rid_016142,dev_004188,ios,2024-10-21 08:29:00,False
rid_004706,dev_004189,tablet,2024-10-21 08:36:00,False
rid_011265,dev_004190,desktop,2024-10-21 08:43:00,False
rid_005081,dev_004191,desktop,2024-10-21 08:50:00,False
rid_018599,dev_004192,desktop,2024-10-21 08:57:00,False
rid_005919,dev_004193,tablet,2024-10-21 09:04:00,False
rid_015160,dev_004194,ios,2024-10-21 09:11:00,False
rid_011813,dev_004195,ios,2024-10-21 09:18:00,False
rid_004536,dev_004196,android,2024-10-21 09:25:00,False
rid_000283,dev_004197,ios,2024-10-21 09:32:00,False
rid_005002,dev_004198,android,2024-10-21 09:39:00,False
rid_019416,dev_004199,desktop,2024-10-21 09:46:00,True
rid_009799,dev_004200,desktop,2024-10-21 09:53:00,False
rid_012624,dev_004201,ios,2024-10-21 10:00:00,False
rid_011040,dev_004202,ios,2024-10-21 10:07:00,False
rid_008730,dev_004203,android,2024-10-21 10:14:00,False
rid_009453,dev_004204,ios,2024-10-21 10:21:00,False
rid_005302,dev_004205,ios,2024-10-21 10:28:00,False
rid_010727,dev_004206,desktop,2024-10-21 10:35:00,False
rid_008172,dev_004207,ios,2024-10-21 10:42:00,False
rid_019866,dev_004208,tablet,2024-10-21 10:49:00,False
rid_007697,dev_004209,android,2024-10-21 10:56:00,False
rid_008333,dev_004210,desktop,2024-10-21 11:03:00,False
rid_012716,dev_004211,tablet,2024-10-21 11:10:00,False
rid_007963,dev_004212,tablet,2024-10-21 11:17:00,True
rid_008273,dev_004213,tablet,2024-10-21 11:24:00,False
rid_015654,dev_004214,android,2024-10-21 11:31:00,False
rid_007225,dev_004215,desktop,2024-10-21 11:38:00,False
rid_017557,dev_004216,desktop,2024-10-21 11:45:00,False
rid_002233,dev_004217,ios,2024-10-21 11:52:00,False
rid_005959,dev_004218,desktop,2024-10-21 11:59:00,False
rid_005366,dev_004219,ios,2024-10-21 12:06:00,True
rid_017580,dev_004220,ios,2024-10-21 12:13:00,False
rid_011426,dev_004221,desktop,2024-10-21 12:20:00,False
rid_016958,dev_004222,android,2024-10-21 12:27:00,False
rid_006337,dev_004223,tablet,2024-10-21 12:34:00,False
rid_005690,dev_004224,desktop,2024-10-21 12:41:00,False
rid_016213,dev_004225,android,2024-10-21 12:48:00,False
rid_004859,dev_004226,tablet,2024-10-21 12:55:00,False
rid_003397,dev_004227,desktop,2024-10-21 13:02:00,True
rid_013991,dev_004228,tablet,2024-10-21 13:09:00,False
rid_016931,dev_004229,ios,2024-10-21 13:16:00,False
rid_014667,dev_004230,ios,2024-10-21 13:23:00,False
rid_000470,dev_004231,ios,2024-10-21 13:30:00,False
rid_014532,dev_004232,android,2024-10-21 13:37:00,False
rid_005965,dev_004233,android,2024-10-21 13:44:00,False
rid_000700,dev_004234,desktop,2024-10-21 13:51:00,False
rid_019967,dev_004235,tablet,2024-10-21 13:58:00,False
rid_013827,dev_004236,tablet,2024-10-21 14:05:00,False
rid_017440,dev_004237,android,2024-10-21 14:12:00,False
rid_018852,dev_004238,tablet,2024-10-21 14:19:00,False
rid_013558,dev_004239,tablet,2024-10-21 14:26:00,False
rid_007119,dev_004240,ios,2024-10-21 14:33:00,False
rid_004471,dev_004241,ios,2024-10-21 14:40:00,False
rid_002988,dev_004242,tablet,2024-10-21 14:47:00,False
rid_013238,dev_004243,tablet,2024-10-21 14:54:00,False
rid_012332,dev_004244,desktop,2024-10-21 15:01:00,False
rid_019841,dev_004245,desktop,2024-10-21 15:08:00,False
rid_003356,dev_004246,ios,2024-10-21 15:15:00,False
rid_019633,dev_004247,tablet,2024-10-21 15:22:00,False
rid_004307,dev_004248,tablet,2024-10-21 15:29:00,False
rid_009424,dev_004249,android,2024-10-21 15:36:00,False
rid_001155,dev_004250,ios,2024-10-21 15:43:00,False
rid_002760,dev_004251,android,2024-10-21 15:50:00,False
rid_005265,dev_004252,desktop,2024-10-21 15:57:00,False
rid_016931,dev_004253,desktop,2024-10-21 16:04:00,False
rid_012611,dev_004254,tablet,2024-10-21 16:11:00,False
rid_000626,dev_004255,ios,2024-10-21 16:18:00,False
rid_004572,dev_004256,tablet,2024-10-21 16:25:00,False
rid_010012,dev_004257,android,2024-10-21 16:32:00,False
rid_010980,dev_004258,ios,2024-10-21 16:39:00,False
rid_009914,dev_004259,desktop,2024-10-21 16:46:00,False
rid_015459,dev_004260,android,2024-10-21 16:53:00,False
rid_008192,dev_004261,android,2024-10-21 17:00:00,False
rid_009232,dev_004262,android,2024-10-21 17:07:00,False
rid_009869,dev_004263,android,2024-10-21 17:14:00,False
rid_017389,dev_004264,tablet,2024-10-21 17:21:00,False
rid_015690,dev_004265,desktop,2024-10-21 17:28:00,False
rid_004193,dev_004266,tablet,2024-10-21 17:35:00,False
rid_014966,dev_004267,ios,2024-10-21 17:42:00,False
rid_019502,dev_004268,desktop,2024-10-21 17:49:00,False
rid_013666,dev_004269,ios,2024-10-21 17:56:00,True
rid_004247,dev_004270,ios,2024-10-21 18:03:00,False
rid_004794,dev_004271,android,2024-10-21 18:10:00,False
rid_013081,dev_004272,tablet,2024-10-21 18:17:00,False
rid_002048,dev_004273,desktop,2024-10-21 18:24:00,False
rid_010800,dev_004274,android,2024-10-21 18:31:00,False
rid_018664,dev_004275,ios,2024-10-21 18:38:00,False
rid_005641,dev_004276,tablet,2024-10-21 18:45:00,False
rid_007576,dev_004277,desktop,2024-10-21 18:52:00,False
rid_004160,dev_004278,ios,2024-10-21 18:59:00,False
rid_017900,dev_004279,desktop,2024-10-21 19:06:00,False
rid_001655,dev_004280,android,2024-10-21 19:13:00,False
rid_000033,dev_004281,ios,2024-10-21 19:20:00,False
rid_015847,dev_004282,tablet,2024-10-21 19:27:00,False
rid_010985,dev_004283,ios,2024-10-21 19:34:00,False
rid_003288,dev_004284,ios,2024-10-21 19:41:00,False
rid_015880,dev_004285,tablet,2024-10-21 19:48:00,False
rid_012645,dev_004286,tablet,2024-10-21 19:55:00,False
rid_011905,dev_004287,ios,2024-10-21 20:02:00,False
rid_003773,dev_004288,tablet,2024-10-21 20:09:00,False
rid_000063,dev_004289,android,2024-10-21 20:16:00,False
rid_011055,dev_004290,ios,2024-10-21 20:23:00,False
rid_016323,dev_004291,tablet,2024-10-21 20:30:00,True
rid_002008,dev_004292,android,2024-10-21 20:37:00,False
rid_012953,dev_004293,android,2024-10-21 20:44:00,False
rid_007436,dev_004294,ios,2024-10-21 20:51:00,False
rid_014601,dev_004295,desktop,2024-10-21 20:58:00,False
rid_013081,dev_004296,tablet,2024-10-21 21:05:00,False
rid_017970,dev_004297,tablet,2024-10-21 21:12:00,False
rid_016241,dev_004298,tablet,2024-10-21 21:19:00,False
rid_006633,dev_004299,desktop,2024-10-21 21:26:00,False
rid_018764,dev_004300,ios,2024-10-21 21:33:00,False
rid_011398,dev_004301,desktop,2024-10-21 21:40:00,False
rid_017443,dev_004302,tablet,2024-10-21 21:47:00,False
rid_008306,dev_004303,ios,2024-10-21 21:54:00,False
rid_004765,dev_004304,tablet,2024-10-21 22:01:00,False
rid_002136,dev_004305,ios,2024-10-21 22:08:00,False
rid_003917,dev_004306,android,2024-10-21 22:15:00,False
rid_014545,dev_004307,desktop,2024-10-21 22:22:00,False
rid_005176,dev_004308,tablet,2024-10-21 22:29:00,False
rid_018187,dev_004309,tablet,2024-10-21 22:36:00,False
rid_019471,dev_004310,desktop,2024-10-21 22:43:00,False
rid_013406,dev_004311,android,2024-10-21 22:50:00,False
rid_019647,dev_004312,android,2024-10-21 22:57:00,False
rid_012800,dev_004313,android,2024-10-21 23:04:00,False
rid_019724,dev_004314,ios,2024-10-21 23:11:00,False
rid_005668,dev_004315,android,2024-10-21 23:18:00,True
rid_013861,dev_004316,ios,2024-10-21 23:25:00,False
rid_003186,dev_004317,desktop,2024-10-21 23:32:00,False
rid_008496,dev_004318,tablet,2024-10-21 23:39:00,False
rid_006695,dev_004319,ios,2024-10-21 23:46:00,False
rid_016591,dev_004320,android,2024-10-21 23:53:00,True
rid_007858,dev_004321,tablet,2024-10-22 00:00:00,False
rid_017341,dev_004322,desktop,2024-10-22 00:07:00,False
rid_016715,dev_004323,desktop,2024-10-22 00:14:00,False
rid_005922,dev_004324,ios,2024-10-22 00:21:00,False
rid_006578,dev_004325,ios,2024-10-22 00:28:00,False
rid_005773,dev_004326,ios,2024-10-22 00:35:00,False
rid_010763,dev_004327,ios,2024-10-22 00:42:00,False
rid_019675,dev_004328,ios,2024-10-22 00:49:00,False
rid_017275,dev_004329,ios,2024-10-22 00:56:00,False
rid_012064,dev_004330,tablet,2024-10-22 01:03:00,False
rid_011977,dev_004331,android,2024-10-22 01:10:00,False
rid_019958,dev_004332,desktop,2024-10-22 01:17:00,False
rid_006515,dev_004333,tablet,2024-10-22 01:24:00,False
rid_012750,dev_004334,tablet,2024-10-22 01:31:00,False
rid_007094,dev_004335,tablet,2024-10-22 01:38:00,False
rid_019861,dev_004336,desktop,2024-10-22 01:45:00,False
rid_010092,dev_004337,ios,2024-10-22 01:52:00,False
rid_010417,dev_004338,tablet,2024-10-22 01:59:00,False
rid_016505,dev_004339,ios,2024-10-22 02:06:00,False
rid_016281,dev_004340,desktop,2024-10-22 02:13:00,False
rid_007867,dev_004341,tablet,2024-10-22 02:20:00,False
rid_010029,dev_004342,ios,2024-10-22 02:27:00,False
rid_006784,dev_004343,desktop,2024-10-22 02:34:00,False
rid_018256,dev_004344,android,2024-10-22 02:41:00,False
rid_000981,dev_004345,tablet,2024-10-22 02:48:00,False
rid_006904,dev_004346,desktop,2024-10-22 02:55:00,False
rid_016183,dev_004347,desktop,2024-10-22 03:02:00,False
rid_010553,dev_004348,desktop,2024-10-22 03:09:00,False
rid_013422,dev_004349,tablet,2024-10-22 03:16:00,False
rid_003595,dev_004350,tablet,2024-10-22 03:23:00,False
rid_015938,dev_004351,desktop,2024-10-22 03:30:00,False
rid_016137,dev_004352,android,2024-10-22 03:37:00,False
rid_003954,dev_004353,ios,2024-10-22 03:44:00,False
rid_006378,dev_004354,desktop,2024-10-22 03:51:00,False
rid_010681,dev_004355,android,2024-10-22 03:58:00,False
rid_000190,dev_004356,tablet,2024-10-22 04:05:00,False
rid_005351,dev_004357,ios,2024-10-22 04:12:00,False
rid_004245,dev_004358,ios,2024-10-22 04:19:00,False
rid_009880,dev_004359,tablet,2024-10-22 04:26:00,False
rid_018095,dev_004360,ios,2024-10-22 04:33:00,False
rid_013565,dev_004361,desktop,2024-10-22 04:40:00,False
rid_008637,dev_004362,desktop,2024-10-22 04:47:00,False
rid_017886,dev_004363,android,2024-10-22 04:54:00,False
rid_002543,dev_004364,android,2024-10-22 05:01:00,False
rid_003161,dev_004365,android,2024-10-22 05:08:00,False
rid_012259,dev_004366,tablet,2024-10-22 05:15:00,False
rid_011991,dev_004367,desktop,2024-10-22 05:22:00,False
rid_018803,dev_004368,android,2024-10-22 05:29:00,False
rid_017648,dev_004369,tablet,2024-10-22 05:36:00,False
rid_014708,dev_004370,tablet,2024-10-22 05:43:00,True
rid_008968,dev_004371,android,2024-10-22 05:50:00,False
rid_012792,dev_004372,android,2024-10-22 05:57:00,False
rid_006546,dev_004373,ios,2024-10-22 06:04:00,False
rid_012383,dev_004374,ios,2024-10-22 06:11:00,False
rid_007930,dev_004375,ios,2024-10-22 06:18:00,False
rid_010156,dev_004376,android,2024-10-22 06:25:00,False
rid_008596,dev_004377,android,2024-10-22 06:32:00,False
rid_008424,dev_004378,tablet,2024-10-22 06:39:00,False
rid_012498,dev_004379,desktop,2024-10-22 06:46:00,False
rid_005506,dev_004380,ios,2024-10-22 06:53:00,False
rid_019653,dev_004381,ios,2024-10-22 07:00:00,False
rid_010868,dev_004382,android,2024-10-22 07:07:00,False
rid_013748,dev_004383,desktop,2024-10-22 07:14:00,False
rid_001833,dev_004384,android,2024-10-22 07:21:00,True
rid_015348,dev_004385,desktop,2024-10-22 07:28:00,False
rid_000459,dev_004386,tablet,2024-10-22 07:35:00,False
rid_005605,dev_004387,desktop,2024-10-22 07:42:00,False
rid_011919,dev_004388,ios,2024-10-22 07:49:00,False
rid_010677,dev_004389,tablet,2024-10-22 07:56:00,False
rid_006728,dev_004390,ios,2024-10-22 08:03:00,False
rid_000597,dev_004391,tablet,2024-10-22 08:10:00,False
rid_015966,dev_004392,android,2024-10-22 08:17:00,False
rid_013836,dev_004393,ios,2024-10-22 08:24:00,False
rid_015437,dev_004394,tablet,2024-10-22 08:31:00,False
rid_006376,dev_004395,tablet,2024-10-22 08:38:00,False
rid_017243,dev_004396,android,2024-10-22 08:45:00,False
rid_003578,dev_004397,ios,2024-10-22 08:52:00,False
rid_009709,dev_004398,tablet,2024-10-22 08:59:00,False
rid_000538,dev_004399,android,2024-10-22 09:06:00,False
rid_017039,dev_004400,android,2024-10-22 09:13:00,False
rid_005523,dev_004401,desktop,2024-10-22 09:20:00,False
rid_013201,dev_004402,ios,2024-10-22 09:27:00,False
rid_010385,dev_004403,tablet,2024-10-22 09:34:00,False
rid_018454,dev_004404,tablet,2024-10-22 09:41:00,False
rid_001883,dev_004405,desktop,2024-10-22 09:48:00,False
rid_009312,dev_004406,android,2024-10-22 09:55:00,False
rid_006818,dev_004407,ios,2024-10-22 10:02:00,False
rid_013473,dev_004408,tablet,2024-10-22 10:09:00,False
rid_003591,dev_004409,ios,2024-10-22 10:16:00,False
rid_004984,dev_004410,tablet,2024-10-22 10:23:00,False
rid_007786,dev_004411,tablet,2024-10-22 10:30:00,False
rid_016110,dev_004412,android,2024-10-22 10:37:00,False
rid_002678,dev_004413,ios,2024-10-22 10:44:00,False
rid_014670,dev_004414,ios,2024-10-22 10:51:00,False
rid_011397,dev_004415,android,2024-10-22 10:58:00,False
rid_012850,dev_004416,tablet,2024-10-22 11:05:00,False
rid_010368,dev_004417,ios,2024-10-22 11:12:00,False
rid_002948,dev_004418,android,2024-10-22 11:19:00,False
rid_006725,dev_004419,tablet,2024-10-22 11:26:00,False
rid_009308,dev_004420,desktop,2024-10-22 11:33:00,False
rid_005192,dev_004421,tablet,2024-10-22 11:40:00,False
rid_019642,dev_004422,desktop,2024-10-22 11:47:00,False
rid_008793,dev_004423,tablet,2024-10-22 11:54:00,False
rid_019840,dev_004424,desktop,2024-10-22 12:01:00,False
rid_000620,dev_004425,desktop,2024-10-22 12:08:00,False
rid_019085,dev_004426,desktop,2024-10-22 12:15:00,False
rid_006151,dev_004427,ios,2024-10-22 12:22:00,False
rid_019106,dev_004428,android,2024-10-22 12:29:00,False
rid_008963,dev_004429,tablet,2024-10-22 12:36:00,False
rid_013752,dev_004430,android,2024-10-22 12:43:00,False
rid_005360,dev_004431,tablet,2024-10-22 12:50:00,False
rid_012931,dev_004432,desktop,2024-10-22 12:57:00,False
rid_017909,dev_004433,android,2024-10-22 13:04:00,False
rid_017524,dev_004434,android,2024-10-22 13:11:00,False
rid_014838,dev_004435,ios,2024-10-22 13:18:00,False
rid_009160,dev_004436,tablet,2024-10-22 13:25:00,False
rid_005228,dev_004437,android,2024-10-22 13:32:00,False
rid_006372,dev_004438,android,2024-10-22 13:39:00,False
rid_004944,dev_004439,ios,2024-10-22 13:46:00,False
rid_017463,dev_004440,tablet,2024-10-22 13:53:00,False
rid_000136,dev_004441,android,2024-10-22 14:00:00,False
rid_001923,dev_004442,ios,2024-10-22 14:07:00,False
rid_005266,dev_004443,android,2024-10-22 14:14:00,False
rid_007923,dev_004444,ios,2024-10-22 14:21:00,False
rid_019850,dev_004445,desktop,2024-10-22 14:28:00,False
rid_017172,dev_004446,ios,2024-10-22 14:35:00,False
rid_004011,dev_004447,tablet,2024-10-22 14:42:00,False
rid_016114,dev_004448,android,2024-10-22 14:49:00,False
rid_013370,dev_004449,android,2024-10-22 14:56:00,False
rid_007874,dev_004450,tablet,2024-10-22 15:03:00,False
rid_008175,dev_004451,android,2024-10-22 15:10:00,False
rid_008432,dev_004452,tablet,2024-10-22 15:17:00,False
rid_016398,dev_004453,desktop,2024-10-22 15:24:00,False
rid_007763,dev_004454,desktop,2024-10-22 15:31:00,False
rid_019776,dev_004455,desktop,2024-10-22 15:38:00,False
rid_015179,dev_004456,ios,2024-10-22 15:45:00,False
rid_008304,dev_004457,android,2024-10-22 15:52:00,False
rid_005939,dev_004458,tablet,2024-10-22 15:59:00,False
rid_008161,dev_004459,ios,2024-10-22 16:06:00,False
rid_009991,dev_004460,desktop,2024-10-22 16:13:00,False
rid_019283,dev_004461,android,2024-10-22 16:20:00,False
rid_005478,dev_004462,android,2024-10-22 16:27:00,False
rid_002463,dev_004463,android,2024-10-22 16:34:00,False
rid_016328,dev_004464,desktop,2024-10-22 16:41:00,False
rid_008157,dev_004465,ios,2024-10-22 16:48:00,False
rid_019497,dev_004466,android,2024-10-22 16:55:00,False
rid_011096,dev_004467,desktop,2024-10-22 17:02:00,False
rid_001772,dev_004468,desktop,2024-10-22 17:09:00,False
rid_009451,dev_004469,tablet,2024-10-22 17:16:00,False
rid_008977,dev_004470,ios,2024-10-22 17:23:00,False
rid_016870,dev_004471,tablet,2024-10-22 17:30:00,False
rid_012768,dev_004472,android,2024-10-22 17:37:00,False
rid_004880,dev_004473,ios,2024-10-22 17:44:00,False
rid_006647,dev_004474,tablet,2024-10-22 17:51:00,False
rid_000699,dev_004475,desktop,2024-10-22 17:58:00,False
rid_004514,dev_004476,ios,2024-10-22 18:05:00,False
rid_007938,dev_004477,tablet,2024-10-22 18:12:00,True
rid_001486,dev_004478,ios,2024-10-22 18:19:00,False
rid_004726,dev_004479,ios,2024-10-22 18:26:00,False
rid_009703,dev_004480,ios,2024-10-22 18:33:00,False
rid_018051,dev_004481,tablet,2024-10-22 18:40:00,False
rid_006575,dev_004482,android,2024-10-22 18:47:00,False
rid_011841,dev_004483,android,2024-10-22 18:54:00,False
rid_000509,dev_004484,desktop,2024-10-22 19:01:00,False
rid_007147,dev_004485,tablet,2024-10-22 19:08:00,False
rid_010886,dev_004486,android,2024-10-22 19:15:00,False
rid_005063,dev_004487,ios,2024-10-22 19:22:00,False
rid_012913,dev_004488,android,2024-10-22 19:29:00,False
rid_003387,dev_004489,tablet,2024-10-22 19:36:00,False
rid_019148,dev_004490,android,2024-10-22 19:43:00,False
rid_002391,dev_004491,desktop,2024-10-22 19:50:00,False
rid_009116,dev_004492,android,2024-10-22 19:57:00,False
rid_011110,dev_004493,desktop,2024-10-22 20:04:00,False
rid_007242,dev_004494,android,2024-10-22 20:11:00,False
rid_008736,dev_004495,ios,2024-10-22 20:18:00,False
rid_003231,dev_004496,ios,2024-10-22 20:25:00,False
rid_005704,dev_004497,ios,2024-10-22 20:32:00,False
rid_014666,dev_004498,desktop,2024-10-22 20:39:00,False
rid_015263,dev_004499,android,2024-10-22 20:46:00,False
rid_000123,dev_004500,android,2024-10-22 20:53:00,True
rid_006191,dev_004501,desktop,2024-10-22 21:00:00,False
rid_018569,dev_004502,tablet,2024-10-22 21:07:00,False
rid_014243,dev_004503,ios,2024-10-22 21:14:00,False
rid_004821,dev_004504,ios,2024-10-22 21:21:00,False
rid_011897,dev_004505,tablet,2024-10-22 21:28:00,False
rid_002510,dev_004506,android,2024-10-22 21:35:00,False
rid_001948,dev_004507,tablet,2024-10-22 21:42:00,False
rid_011233,dev_004508,ios,2024-10-22 21:49:00,False
rid_009743,dev_004509,desktop,2024-10-22 21:56:00,False
rid_012184,dev_004510,android,2024-10-22 22:03:00,False
rid_015299,dev_004511,ios,2024-10-22 22:10:00,False
rid_012480,dev_004512,android,2024-10-22 22:17:00,True
rid_010324,dev_004513,tablet,2024-10-22 22:24:00,False
rid_004612,dev_004514,android,2024-10-22 22:31:00,False
rid_015889,dev_004515,ios,2024-10-22 22:38:00,False
rid_016444,dev_004516,ios,2024-10-22 22:45:00,False
rid_009729,dev_004517,tablet,2024-10-22 22:52:00,False
rid_001347,dev_004518,ios,2024-10-22 22:59:00,False
rid_015494,dev_004519,ios,2024-10-22 23:06:00,False
rid_019716,dev_004520,android,2024-10-22 23:13:00,False
rid_002794,dev_004521,ios,2024-10-22 23:20:00,False
rid_009543,dev_004522,desktop,2024-10-22 23:27:00,False
rid_004736,dev_004523,tablet,2024-10-22 23:34:00,False
rid_004789,dev_004524,android,2024-10-22 23:41:00,False
rid_005006,dev_004525,desktop,2024-10-22 23:48:00,False
rid_012044,dev_004526,desktop,2024-10-22 23:55:00,False
rid_007733,dev_004527,android,2024-10-23 00:02:00,False
rid_007946,dev_004528,ios,2024-10-23 00:09:00,False
rid_013487,dev_004529,desktop,2024-10-23 00:16:00,False
rid_001866,dev_004530,desktop,2024-10-23 00:23:00,False
rid_005161,dev_004531,ios,2024-10-23 00:30:00,False
rid_004668,dev_004532,desktop,2024-10-23 00:37:00,False
rid_006369,dev_004533,ios,2024-10-23 00:44:00,False
rid_014085,dev_004534,tablet,2024-10-23 00:51:00,False
rid_005067,dev_004535,tablet,2024-10-23 00:58:00,False
rid_016025,dev_004536,ios,2024-10-23 01:05:00,False
rid_004247,dev_004537,android,2024-10-23 01:12:00,False
rid_009445,dev_004538,desktop,2024-10-23 01:19:00,False
rid_019961,dev_004539,desktop,2024-10-23 01:26:00,False
rid_010792,dev_004540,desktop,2024-10-23 01:33:00,False
rid_000196,dev_004541,ios,2024-10-23 01:40:00,False
rid_008899,dev_004542,android,2024-10-23 01:47:00,False
rid_012773,dev_004543,android,2024-10-23 01:54:00,False
rid_003359,dev_004544,desktop,2024-10-23 02:01:00,False
rid_005458,dev_004545,ios,2024-10-23 02:08:00,False
rid_008679,dev_004546,tablet,2024-10-23 02:15:00,False
rid_003813,dev_004547,desktop,2024-10-23 02:22:00,False
rid_008663,dev_004548,android,2024-10-23 02:29:00,False
rid_003811,dev_004549,ios,2024-10-23 02:36:00,False
rid_014834,dev_004550,android,2024-10-23 02:43:00,False
rid_003940,dev_004551,ios,2024-10-23 02:50:00,False
rid_001261,dev_004552,ios,2024-10-23 02:57:00,False
rid_019293,dev_004553,android,2024-10-23 03:04:00,False
rid_005022,dev_004554,tablet,2024-10-23 03:11:00,False
rid_003485,dev_004555,tablet,2024-10-23 03:18:00,False
rid_011403,dev_004556,desktop,2024-10-23 03:25:00,True
rid_014752,dev_004557,android,2024-10-23 03:32:00,False
rid_004367,dev_004558,ios,2024-10-23 03:39:00,False
rid_014824,dev_004559,tablet,2024-10-23 03:46:00,False
rid_008868,dev_004560,tablet,2024-10-23 03:53:00,False
rid_003014,dev_004561,desktop,2024-10-23 04:00:00,False
rid_009868,dev_004562,tablet,2024-10-23 04:07:00,False
rid_019204,dev_004563,ios,2024-10-23 04:14:00,False
rid_003172,dev_004564,desktop,2024-10-23 04:21:00,False
rid_007636,dev_004565,ios,2024-10-23 04:28:00,False
rid_006265,dev_004566,tablet,2024-10-23 04:35:00,False
rid_018045,dev_004567,android,2024-10-23 04:42:00,False
rid_011811,dev_004568,android,2024-10-23 04:49:00,False
rid_014203,dev_004569,ios,2024-10-23 04:56:00,True
rid_015395,dev_004570,android,2024-10-23 05:03:00,False
rid_011378,dev_004571,ios,2024-10-23 05:10:00,False
rid_009470,dev_004572,android,2024-10-23 05:17:00,False
rid_009651,dev_004573,desktop,2024-10-23 05:24:00,False
rid_000265,dev_004574,desktop,2024-10-23 05:31:00,False
rid_018465,dev_004575,desktop,2024-10-23 05:38:00,False
rid_013429,dev_004576,ios,2024-10-23 05:45:00,False
rid_016250,dev_004577,android,2024-10-23 05:52:00,False
rid_007260,dev_004578,tablet,2024-10-23 05:59:00,False
rid_019893,dev_004579,ios,2024-10-23 06:06:00,False
rid_009122,dev_004580,android,2024-10-23 06:13:00,False
rid_002803,dev_004581,ios,2024-10-23 06:20:00,False
rid_018210,dev_004582,ios,2024-10-23 06:27:00,False
rid_012747,dev_004583,desktop,2024-10-23 06:34:00,False
rid_008428,dev_004584,desktop,2024-10-23 06:41:00,False
rid_006580,dev_004585,tablet,2024-10-23 06:48:00,False
rid_018276,dev_004586,tablet,2024-10-23 06:55:00,False
rid_010365,dev_004587,android,2024-10-23 07:02:00,False
rid_005434,dev_004588,tablet,2024-10-23 07:09:00,False
rid_008229,dev_004589,tablet,2024-10-23 07:16:00,False
rid_013853,dev_004590,ios,2024-10-23 07:23:00,False
rid_017881,dev_004591,tablet,2024-10-23 07:30:00,False
rid_008675,dev_004592,tablet,2024-10-23 07:37:00,False
rid_011306,dev_004593,ios,2024-10-23 07:44:00,True
rid_018792,dev_004594,android,2024-10-23 07:51:00,False
rid_008888,dev_004595,android,2024-10-23 07:58:00,False
rid_014801,dev_004596,ios,2024-10-23 08:05:00,False
rid_015502,dev_004597,tablet,2024-10-23 08:12:00,False
rid_005092,dev_004598,tablet,2024-10-23 08:19:00,False
rid_002964,dev_004599,desktop,2024-10-23 08:26:00,False
rid_009134,dev_004600,ios,2024-10-23 08:33:00,False
rid_011800,dev_004601,ios,2024-10-23 08:40:00,False
rid_018373,dev_004602,android,2024-10-23 08:47:00,False
rid_007266,dev_004603,desktop,2024-10-23 08:54:00,False
rid_013303,dev_004604,ios,2024-10-23 09:01:00,False
rid_008967,dev_004605,android,2024-10-23 09:08:00,False
rid_017274,dev_004606,desktop,2024-10-23 09:15:00,False
rid_006477,dev_004607,android,2024-10-23 09:22:00,False
rid_006362,dev_004608,ios,2024-10-23 09:29:00,False
rid_009284,dev_004609,ios,2024-10-23 09:36:00,False
rid_015230,dev_004610,ios,2024-10-23 09:43:00,False
rid_004220,dev_004611,ios,2024-10-23 09:50:00,False
rid_002731,dev_004612,tablet,2024-10-23 09:57:00,False
rid_010926,dev_004613,android,2024-10-23 10:04:00,False
rid_017059,dev_004614,tablet,2024-10-23 10:11:00,False
rid_017156,dev_004615,tablet,2024-10-23 10:18:00,False
rid_010928,dev_004616,desktop,2024-10-23 10:25:00,False
rid_010891,dev_004617,desktop,2024-10-23 10:32:00,False
rid_001094,dev_004618,android,2024-10-23 10:39:00,False
rid_005566,dev_004619,desktop,2024-10-23 10:46:00,False
rid_005390,dev_004620,tablet,2024-10-23 10:53:00,False
rid_018988,dev_004621,android,2024-10-23 11:00:00,False
