real_identity_id,known_user_id,account_created_at,home_region,primary_channel,trust_status
rid_006065,ku_006065,2025-03-05 04:00:00,EU,affiliate,normal
rid_006066,ku_006066,2025-03-05 04:15:00,EU,paid_search,normal
rid_006067,ku_006067,2025-03-05 04:30:00,EU,direct,normal
rid_006068,ku_006068,2025-03-05 04:45:00,NA,paid_search,normal
rid_006069,ku_006069,2025-03-05 05:00:00,NA,affiliate,normal
rid_006070,ku_006070,2025-03-05 05:15:00,LATAM,paid_search,normal
rid_006071,ku_006071,2025-03-05 05:30:00,NA,direct,normal
rid_006072,ku_006072,2025-03-05 05:45:00,APAC,affiliate,normal
rid_006073,ku_006073,2025-03-05 06:00:00,APAC,direct,normal
rid_006074,ku_006074,2025-03-05 06:15:00,APAC,direct,normal
rid_006075,ku_006075,2025-03-05 06:30:00,LATAM,direct,normal
rid_006076,ku_006076,2025-03-05 06:45:00,NA,affiliate,normal
rid_006077,ku_006077,2025-03-05 07:00:00,EU,direct,normal
rid_006078,ku_006078,2025-03-05 07:15:00,NA,paid_search,normal
rid_006079,ku_006079,2025-03-05 07:30:00,APAC,affiliate,normal
rid_006080,ku_006080,2025-03-05 07:45:00,APAC,direct,normal
rid_006081,ku_006081,2025-03-05 08:00:00,LATAM,social,normal
rid_006082,ku_006082,2025-03-05 08:15:00,EU,direct,normal
rid_006083,ku_006083,2025-03-05 08:30:00,NA,organic,normal
rid_006084,ku_006084,2025-03-05 08:45:00,LATAM,organic,normal
rid_006085,ku_006085,2025-03-05 09:00:00,APAC,social,watch
rid_006086,ku_006086,2025-03-05 09:15:00,LATAM,paid_search,normal
rid_006087,ku_006087,2025-03-05 09:30:00,EU,direct,normal
rid_006088,ku_006088,2025-03-05 09:45:00,EU,affiliate,normal
rid_006089,ku_006089,2025-03-05 10:00:00,EU,organic,normal
rid_006090,ku_006090,2025-03-05 10:15:00,APAC,direct,normal
rid_006091,ku_006091,2025-03-05 10:30:00,NA,paid_search,normal
rid_006092,ku_006092,2025-03-05 10:45:00,LATAM,affiliate,normal
rid_006093,ku_006093,2025-03-05 11:00:00,NA,organic,normal
rid_006094,ku_006094,2025-03-05 11:15:00,EU,affiliate,normal
rid_006095,ku_006095,2025-03-05 11:30:00,EU,paid_search,normal
rid_006096,ku_006096,2025-03-05 11:45:00,APAC,affiliate,normal
rid_006097,ku_006097,2025-03-05 12:00:00,APAC,affiliate,normal
rid_006098,ku_006098,2025-03-05 12:15:00,LATAM,direct,normal
rid_006099,ku_006099,2025-03-05 12:30:00,LATAM,social,normal
rid_006100,ku_006100,2025-03-05 12:45:00,NA,paid_search,normal
rid_006101,ku_006101,2025-03-05 13:00:00,NA,paid_search,normal
rid_006102,ku_006102,2025-03-05 13:15:00,LATAM,paid_search,normal
rid_006103,ku_006103,2025-03-05 13:30:00,EU,social,normal
rid_006104,ku_006104,2025-03-05 13:45:00,NA,direct,normal
rid_006105,ku_006105,2025-03-05 14:00:00,LATAM,paid_search,normal
rid_006106,ku_006106,2025-03-05 14:15:00,APAC,paid_search,normal
rid_006107,ku_006107,2025-03-05 14:30:00,NA,paid_search,normal
rid_006108,ku_006108,2025-03-05 14:45:00,LATAM,social,normal
rid_006109,ku_006109,2025-03-05 15:00:00,APAC,affiliate,normal
rid_006110,ku_006110,2025-03-05 15:15:00,APAC,social,normal
rid_006111,ku_006111,2025-03-05 15:30:00,LATAM,organic,normal
rid_006112,ku_006112,2025-03-05 15:45:00,EU,social,normal
rid_006113,ku_006113,2025-03-05 16:00:00,EU,direct,watch
rid_006114,ku_006114,2025-03-05 16:15:00,APAC,paid_search,normal
rid_006115,ku_006115,2025-03-05 16:30:00,NA,social,normal
rid_006116,ku_006116,2025-03-05 16:45:00,NA,organic,normal
rid_006117,ku_006117,2025-03-05 17:00:00,LATAM,direct,normal
rid_006118,ku_006118,2025-03-05 17:15:00,NA,organic,normal
rid_006119,ku_006119,2025-03-05 17:30:00,APAC,paid_search,normal
rid_006120,ku_006120,2025-03-05 17:45:00,EU,organic,normal
rid_006121,ku_006121,2025-03-05 18:00:00,NA,social,normal
rid_006122,ku_006122,2025-03-05 18:15:00,APAC,social,normal
rid_006123,ku_006123,2025-03-05 18:30:00,LATAM,direct,watch
rid_006124,ku_006124,2025-03-05 18:45:00,EU,direct,normal
rid_006125,ku_006125,2025-03-05 19:00:00,NA,social,normal
rid_006126,ku_006126,2025-03-05 19:15:00,NA,organic,normal
rid_006127,ku_006127,2025-03-05 19:30:00,NA,organic,normal
rid_006128,ku_006128,2025-03-05 19:45:00,LATAM,direct,normal
rid_006129,ku_006129,2025-03-05 20:00:00,EU,direct,normal
rid_006130,ku_006130,2025-03-05 20:15:00,EU,social,normal
rid_006131,ku_006131,2025-03-05 20:30:00,NA,paid_search,normal
rid_006132,ku_006132,2025-03-05 20:45:00,EU,paid_search,watch
rid_006133,ku_006133,2025-03-05 21:00:00,LATAM,paid_search,normal
rid_006134,ku_006134,2025-03-05 21:15:00,EU,affiliate,normal
rid_006135,ku_006135,2025-03-05 21:30:00,APAC,affiliate,normal
rid_006136,ku_006136,2025-03-05 21:45:00,NA,direct,normal
rid_006137,ku_006137,2025-03-05 22:00:00,NA,paid_search,normal
rid_006138,ku_006138,2025-03-05 22:15:00,APAC,paid_search,normal
rid_006139,ku_006139,2025-03-05 22:30:00,NA,paid_search,normal
rid_006140,ku_006140,2025-03-05 22:45:00,EU,affiliate,normal
rid_006141,ku_006141,2025-03-05 23:00:00,EU,paid_search,normal
rid_006142,ku_006142,2025-03-05 23:15:00,NA,affiliate,normal
rid_006143,ku_006143,2025-03-05 23:30:00,APAC,direct,normal
rid_006144,ku_006144,2025-03-05 23:45:00,LATAM,paid_search,normal
rid_006145,ku_006145,2025-03-06 00:00:00,NA,affiliate,normal
rid_006146,ku_006146,2025-03-06 00:15:00,LATAM,organic,normal
rid_006147,ku_006147,2025-03-06 00:30:00,APAC,direct,normal
rid_006148,ku_006148,2025-03-06 00:45:00,APAC,social,normal
rid_006149,ku_006149,2025-03-06 01:00:00,NA,social,normal
rid_006150,ku_006150,2025-03-06 01:15:00,LATAM,paid_search,review
rid_006151,ku_006151,2025-03-06 01:30:00,NA,affiliate,normal
rid_006152,ku_006152,2025-03-06 01:45:00,LATAM,direct,normal
rid_006153,ku_006153,2025-03-06 02:00:00,APAC,paid_search,normal
rid_006154,ku_006154,2025-03-06 02:15:00,EU,organic,normal
rid_006155,ku_006155,2025-03-06 02:30:00,NA,affiliate,normal
rid_006156,ku_006156,2025-03-06 02:45:00,APAC,affiliate,normal
rid_006157,ku_006157,2025-03-06 03:00:00,NA,direct,normal
rid_006158,ku_006158,2025-03-06 03:15:00,APAC,affiliate,watch
rid_006159,ku_006159,2025-03-06 03:30:00,LATAM,direct,normal
rid_006160,ku_006160,2025-03-06 03:45:00,EU,direct,normal
rid_006161,ku_006161,2025-03-06 04:00:00,NA,direct,normal
rid_006162,ku_006162,2025-03-06 04:15:00,NA,organic,normal
rid_006163,ku_006163,2025-03-06 04:30:00,NA,organic,normal
rid_006164,ku_006164,2025-03-06 04:45:00,NA,organic,normal
rid_006165,ku_006165,2025-03-06 05:00:00,NA,direct,normal
rid_006166,ku_006166,2025-03-06 05:15:00,APAC,social,watch
rid_006167,ku_006167,2025-03-06 05:30:00,EU,affiliate,watch
rid_006168,ku_006168,2025-03-06 05:45:00,LATAM,affiliate,normal
rid_006169,ku_006169,2025-03-06 06:00:00,LATAM,paid_search,normal
rid_006170,ku_006170,2025-03-06 06:15:00,LATAM,organic,normal
rid_006171,ku_006171,2025-03-06 06:30:00,APAC,paid_search,normal
rid_006172,ku_006172,2025-03-06 06:45:00,EU,affiliate,normal
rid_006173,ku_006173,2025-03-06 07:00:00,LATAM,organic,watch
rid_006174,ku_006174,2025-03-06 07:15:00,NA,social,normal
rid_006175,ku_006175,2025-03-06 07:30:00,EU,paid_search,normal
rid_006176,ku_006176,2025-03-06 07:45:00,EU,paid_search,normal
rid_006177,ku_006177,2025-03-06 08:00:00,APAC,affiliate,normal
rid_006178,ku_006178,2025-03-06 08:15:00,APAC,direct,normal
rid_006179,ku_006179,2025-03-06 08:30:00,LATAM,social,normal
rid_006180,ku_006180,2025-03-06 08:45:00,LATAM,direct,normal
rid_006181,ku_006181,2025-03-06 09:00:00,EU,organic,normal
rid_006182,ku_006182,2025-03-06 09:15:00,LATAM,social,normal
rid_006183,ku_006183,2025-03-06 09:30:00,NA,organic,normal
rid_006184,ku_006184,2025-03-06 09:45:00,LATAM,affiliate,normal
rid_006185,ku_006185,2025-03-06 10:00:00,NA,direct,normal
rid_006186,ku_006186,2025-03-06 10:15:00,LATAM,organic,normal
rid_006187,ku_006187,2025-03-06 10:30:00,EU,social,normal
rid_006188,ku_006188,2025-03-06 10:45:00,LATAM,affiliate,normal
rid_006189,ku_006189,2025-03-06 11:00:00,NA,organic,normal
rid_006190,ku_006190,2025-03-06 11:15:00,EU,social,normal
rid_006191,ku_006191,2025-03-06 11:30:00,LATAM,organic,normal
rid_006192,ku_006192,2025-03-06 11:45:00,NA,organic,normal
rid_006193,ku_006193,2025-03-06 12:00:00,EU,paid_search,normal
rid_006194,ku_006194,2025-03-06 12:15:00,NA,paid_search,normal
rid_006195,ku_006195,2025-03-06 12:30:00,EU,affiliate,normal
rid_006196,ku_006196,2025-03-06 12:45:00,EU,paid_search,normal
rid_006197,ku_006197,2025-03-06 13:00:00,APAC,organic,watch
rid_006198,ku_006198,2025-03-06 13:15:00,EU,affiliate,normal
rid_006199,ku_006199,2025-03-06 13:30:00,NA,social,normal
rid_006200,ku_006200,2025-03-06 13:45:00,NA,social,normal
rid_006201,ku_006201,2025-03-06 14:00:00,LATAM,direct,normal
rid_006202,ku_006202,2025-03-06 14:15:00,LATAM,paid_search,normal
rid_006203,ku_006203,2025-03-06 14:30:00,NA,affiliate,normal
rid_006204,ku_006204,2025-03-06 14:45:00,NA,paid_search,normal
rid_006205,ku_006205,2025-03-06 15:00:00,NA,direct,normal
rid_006206,ku_006206,2025-03-06 15:15:00,LATAM,organic,normal
rid_006207,ku_006207,2025-03-06 15:30:00,APAC,paid_search,normal
rid_006208,ku_006208,2025-03-06 15:45:00,LATAM,affiliate,normal
rid_006209,ku_006209,2025-03-06 16:00:00,EU,paid_search,normal
rid_006210,ku_006210,2025-03-06 16:15:00,APAC,social,normal
rid_006211,ku_006211,2025-03-06 16:30:00,NA,organic,normal
rid_006212,ku_006212,2025-03-06 16:45:00,APAC,affiliate,normal
rid_006213,ku_006213,2025-03-06 17:00:00,APAC,organic,normal
rid_006214,ku_006214,2025-03-06 17:15:00,EU,direct,normal
rid_006215,ku_006215,2025-03-06 17:30:00,APAC,organic,normal
rid_006216,ku_006216,2025-03-06 17:45:00,APAC,social,normal
rid_006217,ku_006217,2025-03-06 18:00:00,EU,social,normal
rid_006218,ku_006218,2025-03-06 18:15:00,NA,direct,normal
rid_006219,ku_006219,2025-03-06 18:30:00,NA,affiliate,watch
rid_006220,ku_006220,2025-03-06 18:45:00,LATAM,paid_search,watch
rid_006221,ku_006221,2025-03-06 19:00:00,EU,affiliate,normal
rid_006222,ku_006222,2025-03-06 19:15:00,EU,organic,normal
rid_006223,ku_006223,2025-03-06 19:30:00,APAC,social,normal
rid_006224,ku_006224,2025-03-06 19:45:00,EU,paid_search,normal
rid_006225,ku_006225,2025-03-06 20:00:00,EU,direct,normal
rid_006226,ku_006226,2025-03-06 20:15:00,APAC,paid_search,normal
rid_006227,ku_006227,2025-03-06 20:30:00,APAC,direct,watch
rid_006228,ku_006228,2025-03-06 20:45:00,APAC,paid_search,normal
rid_006229,ku_006229,2025-03-06 21:00:00,NA,organic,normal
rid_006230,ku_006230,2025-03-06 21:15:00,EU,paid_search,normal
rid_006231,ku_006231,2025-03-06 21:30:00,EU,organic,normal
rid_006232,ku_006232,2025-03-06 21:45:00,APAC,direct,normal
rid_006233,ku_006233,2025-03-06 22:00:00,NA,organic,normal
rid_006234,ku_006234,2025-03-06 22:15:00,NA,organic,watch
rid_006235,ku_006235,2025-03-06 22:30:00,LATAM,paid_search,normal
rid_006236,ku_006236,2025-03-06 22:45:00,APAC,direct,normal
rid_006237,ku_006237,2025-03-06 23:00:00,LATAM,social,normal
rid_006238,ku_006238,2025-03-06 23:15:00,EU,organic,normal
rid_006239,ku_006239,2025-03-06 23:30:00,LATAM,direct,normal
rid_006240,ku_006240,2025-03-06 23:45:00,EU,affiliate,normal
rid_006241,ku_006241,2025-03-07 00:00:00,APAC,affiliate,normal
rid_006242,ku_006242,2025-03-07 00:15:00,NA,paid_search,watch
rid_006243,ku_006243,2025-03-07 00:30:00,LATAM,organic,normal
rid_006244,ku_006244,2025-03-07 00:45:00,EU,organic,normal
rid_006245,ku_006245,2025-03-07 01:00:00,LATAM,paid_search,normal
rid_006246,ku_006246,2025-03-07 01:15:00,EU,social,normal
rid_006247,ku_006247,2025-03-07 01:30:00,LATAM,direct,normal
rid_006248,ku_006248,2025-03-07 01:45:00,EU,direct,normal
rid_006249,ku_006249,2025-03-07 02:00:00,NA,direct,normal
rid_006250,ku_006250,2025-03-07 02:15:00,NA,direct,normal
rid_006251,ku_006251,2025-03-07 02:30:00,APAC,direct,normal
rid_006252,ku_006252,2025-03-07 02:45:00,NA,paid_search,normal
rid_006253,ku_006253,2025-03-07 03:00:00,EU,direct,normal
rid_006254,ku_006254,2025-03-07 03:15:00,APAC,affiliate,normal
rid_006255,ku_006255,2025-03-07 03:30:00,EU,direct,normal
rid_006256,ku_006256,2025-03-07 03:45:00,NA,affiliate,normal
rid_006257,ku_006257,2025-03-07 04:00:00,APAC,paid_search,normal
rid_006258,ku_006258,2025-03-07 04:15:00,APAC,organic,normal
rid_006259,ku_006259,2025-03-07 04:30:00,APAC,affiliate,review
rid_006260,ku_006260,2025-03-07 04:45:00,LATAM,paid_search,normal
rid_006261,ku_006261,2025-03-07 05:00:00,NA,organic,normal
rid_006262,ku_006262,2025-03-07 05:15:00,EU,affiliate,normal
rid_006263,ku_006263,2025-03-07 05:30:00,NA,organic,normal
rid_006264,ku_006264,2025-03-07 05:45:00,LATAM,affiliate,normal
rid_006265,ku_006265,2025-03-07 06:00:00,APAC,paid_search,normal
rid_006266,ku_006266,2025-03-07 06:15:00,NA,social,watch
rid_006267,ku_006267,2025-03-07 06:30:00,APAC,direct,normal
rid_006268,ku_006268,2025-03-07 06:45:00,NA,organic,normal
rid_006269,ku_006269,2025-03-07 07:00:00,EU,paid_search,normal
rid_006270,ku_006270,2025-03-07 07:15:00,APAC,paid_search,normal
rid_006271,ku_006271,2025-03-07 07:30:00,APAC,organic,normal
rid_006272,ku_006272,2025-03-07 07:45:00,LATAM,direct,normal
rid_006273,ku_006273,2025-03-07 08:00:00,APAC,paid_search,normal
rid_006274,ku_006274,2025-03-07 08:15:00,LATAM,paid_search,watch
rid_006275,ku_006275,2025-03-07 08:30:00,APAC,social,normal
rid_006276,ku_006276,2025-03-07 08:45:00,NA,social,watch
rid_006277,ku_006277,2025-03-07 09:00:00,NA,paid_search,normal
rid_006278,ku_006278,2025-03-07 09:15:00,LATAM,social,normal
rid_006279,ku_006279,2025-03-07 09:30:00,NA,affiliate,normal
rid_006280,ku_006280,2025-03-07 09:45:00,EU,direct,normal
rid_006281,ku_006281,2025-03-07 10:00:00,NA,social,normal
rid_006282,ku_006282,2025-03-07 10:15:00,EU,affiliate,normal
rid_006283,ku_006283,2025-03-07 10:30:00,APAC,direct,normal
rid_006284,ku_006284,2025-03-07 10:45:00,NA,paid_search,normal
rid_006285,ku_006285,2025-03-07 11:00:00,EU,direct,normal
rid_006286,ku_006286,2025-03-07 11:15:00,LATAM,paid_search,normal
rid_006287,ku_006287,2025-03-07 11:30:00,NA,affiliate,normal
rid_006288,ku_006288,2025-03-07 11:45:00,NA,affiliate,normal
rid_006289,ku_006289,2025-03-07 12:00:00,EU,direct,normal
rid_006290,ku_006290,2025-03-07 12:15:00,LATAM,organic,normal
rid_006291,ku_006291,2025-03-07 12:30:00,EU,affiliate,normal
rid_006292,ku_006292,2025-03-07 12:45:00,APAC,paid_search,normal
rid_006293,ku_006293,2025-03-07 13:00:00,NA,organic,normal
rid_006294,ku_006294,2025-03-07 13:15:00,APAC,direct,normal
rid_006295,ku_006295,2025-03-07 13:30:00,NA,paid_search,normal
rid_006296,ku_006296,2025-03-07 13:45:00,APAC,paid_search,normal
rid_006297,ku_006297,2025-03-07 14:00:00,NA,affiliate,watch
rid_006298,ku_006298,2025-03-07 14:15:00,LATAM,organic,normal
rid_006299,ku_006299,2025-03-07 14:30:00,EU,organic,normal
rid_006300,ku_006300,2025-03-07 14:45:00,NA,social,normal
rid_006301,ku_006301,2025-03-07 15:00:00,EU,paid_search,normal
rid_006302,ku_006302,2025-03-07 15:15:00,NA,affiliate,normal
rid_006303,ku_006303,2025-03-07 15:30:00,NA,social,normal
rid_006304,ku_006304,2025-03-07 15:45:00,APAC,affiliate,normal
rid_006305,ku_006305,2025-03-07 16:00:00,EU,organic,normal
rid_006306,ku_006306,2025-03-07 16:15:00,EU,social,normal
rid_006307,ku_006307,2025-03-07 16:30:00,LATAM,social,normal
rid_006308,ku_006308,2025-03-07 16:45:00,NA,affiliate,normal
rid_006309,ku_006309,2025-03-07 17:00:00,EU,social,normal
rid_006310,ku_006310,2025-03-07 17:15:00,NA,direct,normal
rid_006311,ku_006311,2025-03-07 17:30:00,EU,organic,normal
rid_006312,ku_006312,2025-03-07 17:45:00,EU,direct,normal
rid_006313,ku_006313,2025-03-07 18:00:00,NA,organic,normal
rid_006314,ku_006314,2025-03-07 18:15:00,NA,organic,normal
rid_006315,ku_006315,2025-03-07 18:30:00,LATAM,organic,normal
rid_006316,ku_006316,2025-03-07 18:45:00,NA,organic,normal
rid_006317,ku_006317,2025-03-07 19:00:00,LATAM,organic,normal
rid_006318,ku_006318,2025-03-07 19:15:00,LATAM,direct,normal
rid_006319,ku_006319,2025-03-07 19:30:00,EU,affiliate,normal
rid_006320,ku_006320,2025-03-07 19:45:00,EU,paid_search,normal
rid_006321,ku_006321,2025-03-07 20:00:00,LATAM,paid_search,review
rid_006322,ku_006322,2025-03-07 20:15:00,LATAM,paid_search,normal
rid_006323,ku_006323,2025-03-07 20:30:00,NA,affiliate,normal
rid_006324,ku_006324,2025-03-07 20:45:00,LATAM,social,normal
rid_006325,ku_006325,2025-03-07 21:00:00,LATAM,social,normal
rid_006326,ku_006326,2025-03-07 21:15:00,NA,direct,normal
rid_006327,ku_006327,2025-03-07 21:30:00,NA,paid_search,normal
rid_006328,ku_006328,2025-03-07 21:45:00,APAC,paid_search,normal
rid_006329,ku_006329,2025-03-07 22:00:00,NA,paid_search,normal
rid_006330,ku_006330,2025-03-07 22:15:00,APAC,social,normal
rid_006331,ku_006331,2025-03-07 22:30:00,NA,paid_search,watch
rid_006332,ku_006332,2025-03-07 22:45:00,APAC,affiliate,normal
rid_006333,ku_006333,2025-03-07 23:00:00,NA,affiliate,normal
rid_006334,ku_006334,2025-03-07 23:15:00,NA,paid_search,watch
rid_006335,ku_006335,2025-03-07 23:30:00,NA,organic,normal
rid_006336,ku_006336,2025-03-07 23:45:00,NA,social,normal
rid_006337,ku_006337,2025-03-08 00:00:00,APAC,paid_search,normal
rid_006338,ku_006338,2025-03-08 00:15:00,NA,organic,normal
rid_006339,ku_006339,2025-03-08 00:30:00,LATAM,affiliate,normal
rid_006340,ku_006340,2025-03-08 00:45:00,APAC,social,normal
rid_006341,ku_006341,2025-03-08 01:00:00,EU,affiliate,normal
rid_006342,ku_006342,2025-03-08 01:15:00,LATAM,direct,watch
rid_006343,ku_006343,2025-03-08 01:30:00,APAC,paid_search,normal
rid_006344,ku_006344,2025-03-08 01:45:00,APAC,paid_search,normal
rid_006345,ku_006345,2025-03-08 02:00:00,NA,social,normal
rid_006346,ku_006346,2025-03-08 02:15:00,APAC,direct,normal
rid_006347,ku_006347,2025-03-08 02:30:00,APAC,paid_search,normal
rid_006348,ku_006348,2025-03-08 02:45:00,LATAM,organic,normal
rid_006349,ku_006349,2025-03-08 03:00:00,EU,organic,normal
rid_006350,ku_006350,2025-03-08 03:15:00,APAC,paid_search,normal
rid_006351,ku_006351,2025-03-08 03:30:00,EU,paid_search,normal
rid_006352,ku_006352,2025-03-08 03:45:00,NA,paid_search,normal
rid_006353,ku_006353,2025-03-08 04:00:00,NA,paid_search,normal
rid_006354,ku_006354,2025-03-08 04:15:00,LATAM,organic,normal
rid_006355,ku_006355,2025-03-08 04:30:00,APAC,direct,normal
rid_006356,ku_006356,2025-03-08 04:45:00,EU,social,normal
rid_006357,ku_006357,2025-03-08 05:00:00,APAC,social,normal
rid_006358,ku_006358,2025-03-08 05:15:00,NA,social,normal
rid_006359,ku_006359,2025-03-08 05:30:00,NA,direct,normal
rid_006360,ku_006360,2025-03-08 05:45:00,APAC,direct,normal
rid_006361,ku_006361,2025-03-08 06:00:00,APAC,affiliate,normal
rid_006362,ku_006362,2025-03-08 06:15:00,LATAM,organic,normal
rid_006363,ku_006363,2025-03-08 06:30:00,LATAM,paid_search,normal
rid_006364,ku_006364,2025-03-08 06:45:00,EU,direct,normal
rid_006365,ku_006365,2025-03-08 07:00:00,LATAM,paid_search,normal
rid_006366,ku_006366,2025-03-08 07:15:00,EU,paid_search,normal
rid_006367,ku_006367,2025-03-08 07:30:00,LATAM,affiliate,normal
rid_006368,ku_006368,2025-03-08 07:45:00,NA,paid_search,normal
rid_006369,ku_006369,2025-03-08 08:00:00,NA,paid_search,normal
rid_006370,ku_006370,2025-03-08 08:15:00,NA,organic,normal
rid_006371,ku_006371,2025-03-08 08:30:00,LATAM,paid_search,normal
rid_006372,ku_006372,2025-03-08 08:45:00,NA,social,normal
rid_006373,ku_006373,2025-03-08 09:00:00,LATAM,affiliate,normal
rid_006374,ku_006374,2025-03-08 09:15:00,APAC,paid_search,watch
rid_006375,ku_006375,2025-03-08 09:30:00,NA,affiliate,normal
rid_006376,ku_006376,2025-03-08 09:45:00,LATAM,paid_search,normal
rid_006377,ku_006377,2025-03-08 10:00:00,NA,affiliate,normal
rid_006378,ku_006378,2025-03-08 10:15:00,NA,paid_search,normal
rid_006379,ku_006379,2025-03-08 10:30:00,APAC,affiliate,normal
rid_006380,ku_006380,2025-03-08 10:45:00,EU,affiliate,watch
rid_006381,ku_006381,2025-03-08 11:00:00,EU,affiliate,normal
rid_006382,ku_006382,2025-03-08 11:15:00,NA,social,normal
rid_006383,ku_006383,2025-03-08 11:30:00,APAC,social,normal
rid_006384,ku_006384,2025-03-08 11:45:00,NA,direct,watch
rid_006385,ku_006385,2025-03-08 12:00:00,NA,affiliate,normal
rid_006386,ku_006386,2025-03-08 12:15:00,APAC,paid_search,normal
rid_006387,ku_006387,2025-03-08 12:30:00,EU,paid_search,normal
rid_006388,ku_006388,2025-03-08 12:45:00,APAC,social,watch
rid_006389,ku_006389,2025-03-08 13:00:00,NA,affiliate,normal
rid_006390,ku_006390,2025-03-08 13:15:00,APAC,social,watch
rid_006391,ku_006391,2025-03-08 13:30:00,LATAM,direct,normal
rid_006392,ku_006392,2025-03-08 13:45:00,EU,organic,normal
rid_006393,ku_006393,2025-03-08 14:00:00,EU,direct,watch
rid_006394,ku_006394,2025-03-08 14:15:00,APAC,direct,normal
rid_006395,ku_006395,2025-03-08 14:30:00,APAC,organic,normal
rid_006396,ku_006396,2025-03-08 14:45:00,NA,direct,normal
rid_006397,ku_006397,2025-03-08 15:00:00,APAC,organic,normal
rid_006398,ku_006398,2025-03-08 15:15:00,NA,paid_search,normal
rid_006399,ku_006399,2025-03-08 15:30:00,APAC,social,normal
rid_006400,ku_006400,2025-03-08 15:45:00,LATAM,organic,normal
rid_006401,ku_006401,2025-03-08 16:00:00,APAC,direct,normal
rid_006402,ku_006402,2025-03-08 16:15:00,LATAM,direct,normal
rid_006403,ku_006403,2025-03-08 16:30:00,EU,paid_search,normal
rid_006404,ku_006404,2025-03-08 16:45:00,LATAM,paid_search,normal
rid_006405,ku_006405,2025-03-08 17:00:00,LATAM,organic,normal
rid_006406,ku_006406,2025-03-08 17:15:00,LATAM,organic,normal
rid_006407,ku_006407,2025-03-08 17:30:00,APAC,affiliate,normal
rid_006408,ku_006408,2025-03-08 17:45:00,APAC,social,normal
rid_006409,ku_006409,2025-03-08 18:00:00,APAC,direct,normal
rid_006410,ku_006410,2025-03-08 18:15:00,LATAM,organic,normal
rid_006411,ku_006411,2025-03-08 18:30:00,LATAM,social,normal
rid_006412,ku_006412,2025-03-08 18:45:00,EU,organic,normal
rid_006413,ku_006413,2025-03-08 19:00:00,NA,direct,normal
rid_006414,ku_006414,2025-03-08 19:15:00,NA,social,watch
rid_006415,ku_006415,2025-03-08 19:30:00,NA,organic,normal
rid_006416,ku_006416,2025-03-08 19:45:00,NA,direct,watch
rid_006417,ku_006417,2025-03-08 20:00:00,NA,paid_search,normal
rid_006418,ku_006418,2025-03-08 20:15:00,NA,organic,normal
rid_006419,ku_006419,2025-03-08 20:30:00,LATAM,affiliate,normal
rid_006420,ku_006420,2025-03-08 20:45:00,NA,direct,normal
rid_006421,ku_006421,2025-03-08 21:00:00,APAC,paid_search,normal
rid_006422,ku_006422,2025-03-08 21:15:00,EU,affiliate,watch
rid_006423,ku_006423,2025-03-08 21:30:00,NA,direct,normal
rid_006424,ku_006424,2025-03-08 21:45:00,APAC,social,normal
rid_006425,ku_006425,2025-03-08 22:00:00,LATAM,affiliate,normal
rid_006426,ku_006426,2025-03-08 22:15:00,LATAM,organic,normal
rid_006427,ku_006427,2025-03-08 22:30:00,LATAM,affiliate,normal
rid_006428,ku_006428,2025-03-08 22:45:00,APAC,social,normal
rid_006429,ku_006429,2025-03-08 23:00:00,APAC,paid_search,normal
rid_006430,ku_006430,2025-03-08 23:15:00,NA,direct,normal
rid_006431,ku_006431,2025-03-08 23:30:00,LATAM,social,normal
rid_006432,ku_006432,2025-03-08 23:45:00,APAC,paid_search,watch
rid_006433,ku_006433,2025-03-09 00:00:00,EU,direct,normal
rid_006434,ku_006434,2025-03-09 00:15:00,EU,direct,normal
rid_006435,ku_006435,2025-03-09 00:30:00,APAC,affiliate,review
rid_006436,ku_006436,2025-03-09 00:45:00,NA,organic,normal
rid_006437,ku_006437,2025-03-09 01:00:00,LATAM,social,normal
rid_006438,ku_006438,2025-03-09 01:15:00,EU,affiliate,normal
rid_006439,ku_006439,2025-03-09 01:30:00,NA,affiliate,watch
rid_006440,ku_006440,2025-03-09 01:45:00,EU,organic,normal
rid_006441,ku_006441,2025-03-09 02:00:00,LATAM,affiliate,normal
rid_006442,ku_006442,2025-03-09 02:15:00,EU,organic,normal
rid_006443,ku_006443,2025-03-09 02:30:00,APAC,direct,normal
rid_006444,ku_006444,2025-03-09 02:45:00,LATAM,affiliate,normal
rid_006445,ku_006445,2025-03-09 03:00:00,NA,social,normal
rid_006446,ku_006446,2025-03-09 03:15:00,LATAM,affiliate,normal
rid_006447,ku_006447,2025-03-09 03:30:00,EU,social,watch
rid_006448,ku_006448,2025-03-09 03:45:00,APAC,social,normal
rid_006449,ku_006449,2025-03-09 04:00:00,NA,direct,normal
rid_006450,ku_006450,2025-03-09 04:15:00,NA,organic,normal
rid_006451,ku_006451,2025-03-09 04:30:00,LATAM,paid_search,normal
rid_006452,ku_006452,2025-03-09 04:45:00,LATAM,social,watch
rid_006453,ku_006453,2025-03-09 05:00:00,LATAM,direct,normal
rid_006454,ku_006454,2025-03-09 05:15:00,APAC,affiliate,normal
rid_006455,ku_006455,2025-03-09 05:30:00,EU,direct,normal
rid_006456,ku_006456,2025-03-09 05:45:00,NA,organic,normal
rid_006457,ku_006457,2025-03-09 06:00:00,EU,paid_search,normal
rid_006458,ku_006458,2025-03-09 06:15:00,APAC,paid_search,normal
