real_identity_id,cookie_id,browser_family,cookie_created_at,reset_generation
rid_009270,ck_002744,chrome,2024-10-24 12:35:00,1
rid_000152,ck_002745,safari,2024-10-24 12:40:00,3
rid_007672,ck_002746,firefox,2024-10-24 12:45:00,2
rid_005247,ck_002747,firefox,2024-10-24 12:50:00,3
rid_006112,ck_002748,edge,2024-10-24 12:55:00,0
rid_017393,ck_002749,chrome,2024-10-24 13:00:00,1
rid_012527,ck_002750,chrome,2024-10-24 13:05:00,2
rid_015986,ck_002751,chrome,2024-10-24 13:10:00,3
rid_018901,ck_002752,firefox,2024-10-24 13:15:00,2
rid_005767,ck_002753,firefox,2024-10-24 13:20:00,3
rid_017398,ck_002754,chrome,2024-10-24 13:25:00,0
rid_010026,ck_002755,safari,2024-10-24 13:30:00,0
rid_013795,ck_002756,chrome,2024-10-24 13:35:00,1
rid_010027,ck_002757,edge,2024-10-24 13:40:00,0
rid_012051,ck_002758,chrome,2024-10-24 13:45:00,1
rid_017378,ck_002759,chrome,2024-10-24 13:50:00,0
rid_007391,ck_002760,firefox,2024-10-24 13:55:00,1
rid_002119,ck_002761,firefox,2024-10-24 14:00:00,0
rid_011170,ck_002762,edge,2024-10-24 14:05:00,0
rid_005844,ck_002763,firefox,2024-10-24 14:10:00,2
rid_017538,ck_002764,chrome,2024-10-24 14:15:00,2
rid_011646,ck_002765,chrome,2024-10-24 14:20:00,3
rid_018313,ck_002766,firefox,2024-10-24 14:25:00,2
rid_018382,ck_002767,safari,2024-10-24 14:30:00,2
rid_009921,ck_002768,chrome,2024-10-24 14:35:00,0
rid_004738,ck_002769,chrome,2024-10-24 14:40:00,1
rid_013952,ck_002770,safari,2024-10-24 14:45:00,2
rid_018052,ck_002771,safari,2024-10-24 14:50:00,0
rid_011312,ck_002772,safari,2024-10-24 14:55:00,0
rid_019825,ck_002773,firefox,2024-10-24 15:00:00,3
rid_000041,ck_002774,safari,2024-10-24 15:05:00,3
rid_017603,ck_002775,chrome,2024-10-24 15:10:00,3
rid_013144,ck_002776,chrome,2024-10-24 15:15:00,2
rid_002807,ck_002777,safari,2024-10-24 15:20:00,3
rid_002283,ck_002778,edge,2024-10-24 15:25:00,2
rid_015191,ck_002779,edge,2024-10-24 15:30:00,0
rid_002707,ck_002780,chrome,2024-10-24 15:35:00,1
rid_018567,ck_002781,edge,2024-10-24 15:40:00,1
rid_008335,ck_002782,chrome,2024-10-24 15:45:00,1
rid_000085,ck_002783,edge,2024-10-24 15:50:00,1
rid_016274,ck_002784,firefox,2024-10-24 15:55:00,3
rid_017519,ck_002785,edge,2024-10-24 16:00:00,1
rid_006898,ck_002786,safari,2024-10-24 16:05:00,3
rid_016803,ck_002787,safari,2024-10-24 16:10:00,3
rid_012792,ck_002788,edge,2024-10-24 16:15:00,3
rid_019721,ck_002789,chrome,2024-10-24 16:20:00,0
rid_003277,ck_002790,firefox,2024-10-24 16:25:00,1
rid_010435,ck_002791,safari,2024-10-24 16:30:00,2
rid_019258,ck_002792,edge,2024-10-24 16:35:00,0
rid_000482,ck_002793,firefox,2024-10-24 16:40:00,2
rid_001817,ck_002794,safari,2024-10-24 16:45:00,0
rid_005454,ck_002795,safari,2024-10-24 16:50:00,0
rid_004054,ck_002796,firefox,2024-10-24 16:55:00,2
rid_015781,ck_002797,chrome,2024-10-24 17:00:00,1
rid_009525,ck_002798,firefox,2024-10-24 17:05:00,0
rid_007992,ck_002799,firefox,2024-10-24 17:10:00,1
rid_019957,ck_002800,safari,2024-10-24 17:15:00,1
rid_009901,ck_002801,edge,2024-10-24 17:20:00,2
rid_001356,ck_002802,edge,2024-10-24 17:25:00,1
rid_004807,ck_002803,firefox,2024-10-24 17:30:00,2
rid_008243,ck_002804,edge,2024-10-24 17:35:00,2
rid_005301,ck_002805,firefox,2024-10-24 17:40:00,1
rid_012653,ck_002806,firefox,2024-10-24 17:45:00,3
rid_002535,ck_002807,safari,2024-10-24 17:50:00,0
rid_000454,ck_002808,safari,2024-10-24 17:55:00,2
rid_014674,ck_002809,edge,2024-10-24 18:00:00,1
rid_012117,ck_002810,firefox,2024-10-24 18:05:00,2
rid_017568,ck_002811,safari,2024-10-24 18:10:00,1
rid_002235,ck_002812,firefox,2024-10-24 18:15:00,3
rid_008370,ck_002813,chrome,2024-10-24 18:20:00,3
rid_009093,ck_002814,firefox,2024-10-24 18:25:00,1
rid_006525,ck_002815,safari,2024-10-24 18:30:00,1
rid_005660,ck_002816,safari,2024-10-24 18:35:00,2
rid_018096,ck_002817,edge,2024-10-24 18:40:00,2
rid_015985,ck_002818,firefox,2024-10-24 18:45:00,1
rid_006128,ck_002819,firefox,2024-10-24 18:50:00,1
rid_010463,ck_002820,chrome,2024-10-24 18:55:00,0
rid_003374,ck_002821,chrome,2024-10-24 19:00:00,0
rid_012074,ck_002822,firefox,2024-10-24 19:05:00,1
rid_016369,ck_002823,firefox,2024-10-24 19:10:00,1
rid_006537,ck_002824,firefox,2024-10-24 19:15:00,1
rid_000309,ck_002825,chrome,2024-10-24 19:20:00,3
rid_004294,ck_002826,edge,2024-10-24 19:25:00,1
rid_002013,ck_002827,firefox,2024-10-24 19:30:00,3
rid_013014,ck_002828,chrome,2024-10-24 19:35:00,2
rid_011598,ck_002829,safari,2024-10-24 19:40:00,0
rid_005261,ck_002830,chrome,2024-10-24 19:45:00,1
rid_011489,ck_002831,edge,2024-10-24 19:50:00,3
rid_002117,ck_002832,firefox,2024-10-24 19:55:00,3
rid_010955,ck_002833,edge,2024-10-24 20:00:00,3
rid_002570,ck_002834,safari,2024-10-24 20:05:00,1
rid_005066,ck_002835,edge,2024-10-24 20:10:00,0
rid_007951,ck_002836,firefox,2024-10-24 20:15:00,2
rid_013093,ck_002837,chrome,2024-10-24 20:20:00,3
rid_015560,ck_002838,chrome,2024-10-24 20:25:00,3
rid_004109,ck_002839,safari,2024-10-24 20:30:00,2
rid_009474,ck_002840,chrome,2024-10-24 20:35:00,2
rid_013350,ck_002841,edge,2024-10-24 20:40:00,2
rid_019798,ck_002842,chrome,2024-10-24 20:45:00,1
rid_004178,ck_002843,firefox,2024-10-24 20:50:00,0
rid_001547,ck_002844,chrome,2024-10-24 20:55:00,1
rid_004468,ck_002845,safari,2024-10-24 21:00:00,2
rid_003347,ck_002846,safari,2024-10-24 21:05:00,1
rid_002129,ck_002847,edge,2024-10-24 21:10:00,3
rid_001811,ck_002848,edge,2024-10-24 21:15:00,1
rid_008689,ck_002849,edge,2024-10-24 21:20:00,2
rid_007402,ck_002850,chrome,2024-10-24 21:25:00,3
rid_012570,ck_002851,safari,2024-10-24 21:30:00,2
rid_002678,ck_002852,safari,2024-10-24 21:35:00,2
rid_006160,ck_002853,firefox,2024-10-24 21:40:00,1
rid_016418,ck_002854,safari,2024-10-24 21:45:00,1
rid_001202,ck_002855,chrome,2024-10-24 21:50:00,3
rid_005242,ck_002856,safari,2024-10-24 21:55:00,0
rid_011965,ck_002857,firefox,2024-10-24 22:00:00,2
rid_002256,ck_002858,safari,2024-10-24 22:05:00,2
rid_007032,ck_002859,edge,2024-10-24 22:10:00,1
rid_005498,ck_002860,chrome,2024-10-24 22:15:00,0
rid_004795,ck_002861,firefox,2024-10-24 22:20:00,2
rid_019552,ck_002862,firefox,2024-10-24 22:25:00,1
rid_016044,ck_002863,firefox,2024-10-24 22:30:00,0
rid_014677,ck_002864,chrome,2024-10-24 22:35:00,0
rid_013348,ck_002865,edge,2024-10-24 22:40:00,0
rid_016035,ck_002866,firefox,2024-10-24 22:45:00,2
rid_015493,ck_002867,edge,2024-10-24 22:50:00,3
rid_002338,ck_002868,edge,2024-10-24 22:55:00,3
rid_008351,ck_002869,safari,2024-10-24 23:00:00,1
rid_016954,ck_002870,safari,2024-10-24 23:05:00,0
rid_009435,ck_002871,edge,2024-10-24 23:10:00,3
rid_013879,ck_002872,firefox,2024-10-24 23:15:00,0
rid_012124,ck_002873,firefox,2024-10-24 23:20:00,3
rid_003576,ck_002874,safari,2024-10-24 23:25:00,0
rid_008414,ck_002875,edge,2024-10-24 23:30:00,0
rid_010797,ck_002876,chrome,2024-10-24 23:35:00,0
rid_011952,ck_002877,safari,2024-10-24 23:40:00,0
rid_012474,ck_002878,safari,2024-10-24 23:45:00,3
rid_001971,ck_002879,firefox,2024-10-24 23:50:00,3
rid_009246,ck_002880,edge,2024-10-24 23:55:00,3
rid_002013,ck_002881,safari,2024-10-25 00:00:00,2
rid_001877,ck_002882,edge,2024-10-25 00:05:00,1
rid_011244,ck_002883,firefox,2024-10-25 00:10:00,1
rid_009313,ck_002884,chrome,2024-10-25 00:15:00,0
rid_004029,ck_002885,chrome,2024-10-25 00:20:00,3
rid_010219,ck_002886,chrome,2024-10-25 00:25:00,3
rid_003768,ck_002887,edge,2024-10-25 00:30:00,3
rid_015028,ck_002888,chrome,2024-10-25 00:35:00,3
rid_014868,ck_002889,firefox,2024-10-25 00:40:00,2
rid_009519,ck_002890,chrome,2024-10-25 00:45:00,3
rid_001051,ck_002891,safari,2024-10-25 00:50:00,1
rid_009664,ck_002892,edge,2024-10-25 00:55:00,0
rid_009697,ck_002893,firefox,2024-10-25 01:00:00,3
rid_006342,ck_002894,chrome,2024-10-25 01:05:00,1
rid_010822,ck_002895,chrome,2024-10-25 01:10:00,2
rid_016544,ck_002896,firefox,2024-10-25 01:15:00,3
rid_016698,ck_002897,edge,2024-10-25 01:20:00,2
rid_007221,ck_002898,chrome,2024-10-25 01:25:00,1
rid_000908,ck_002899,safari,2024-10-25 01:30:00,2
rid_012302,ck_002900,chrome,2024-10-25 01:35:00,0
rid_002521,ck_002901,edge,2024-10-25 01:40:00,0
rid_019806,ck_002902,safari,2024-10-25 01:45:00,2
rid_001591,ck_002903,edge,2024-10-25 01:50:00,3
rid_009482,ck_002904,chrome,2024-10-25 01:55:00,2
rid_007359,ck_002905,edge,2024-10-25 02:00:00,1
rid_015035,ck_002906,firefox,2024-10-25 02:05:00,3
rid_003493,ck_002907,chrome,2024-10-25 02:10:00,1
rid_010944,ck_002908,chrome,2024-10-25 02:15:00,2
rid_016894,ck_002909,chrome,2024-10-25 02:20:00,1
rid_018089,ck_002910,edge,2024-10-25 02:25:00,1
rid_012148,ck_002911,chrome,2024-10-25 02:30:00,0
rid_015066,ck_002912,safari,2024-10-25 02:35:00,2
rid_005802,ck_002913,safari,2024-10-25 02:40:00,0
rid_004745,ck_002914,chrome,2024-10-25 02:45:00,1
rid_011762,ck_002915,safari,2024-10-25 02:50:00,0
rid_017698,ck_002916,chrome,2024-10-25 02:55:00,1
rid_019743,ck_002917,chrome,2024-10-25 03:00:00,0
rid_006094,ck_002918,firefox,2024-10-25 03:05:00,3
rid_016264,ck_002919,firefox,2024-10-25 03:10:00,1
rid_000005,ck_002920,safari,2024-10-25 03:15:00,2
rid_001181,ck_002921,chrome,2024-10-25 03:20:00,3
rid_005626,ck_002922,chrome,2024-10-25 03:25:00,2
rid_002659,ck_002923,edge,2024-10-25 03:30:00,0
rid_017969,ck_002924,edge,2024-10-25 03:35:00,0
rid_014309,ck_002925,edge,2024-10-25 03:40:00,2
rid_007733,ck_002926,safari,2024-10-25 03:45:00,3
rid_011276,ck_002927,safari,2024-10-25 03:50:00,2
rid_002219,ck_002928,edge,2024-10-25 03:55:00,3
rid_012935,ck_002929,edge,2024-10-25 04:00:00,3
rid_001245,ck_002930,safari,2024-10-25 04:05:00,1
rid_006809,ck_002931,safari,2024-10-25 04:10:00,0
rid_002974,ck_002932,edge,2024-10-25 04:15:00,3
rid_008424,ck_002933,safari,2024-10-25 04:20:00,1
rid_011212,ck_002934,chrome,2024-10-25 04:25:00,0
rid_001183,ck_002935,edge,2024-10-25 04:30:00,3
rid_001143,ck_002936,chrome,2024-10-25 04:35:00,0
rid_012481,ck_002937,chrome,2024-10-25 04:40:00,0
rid_006808,ck_002938,safari,2024-10-25 04:45:00,1
rid_018501,ck_002939,edge,2024-10-25 04:50:00,1
rid_010811,ck_002940,safari,2024-10-25 04:55:00,1
rid_005496,ck_002941,firefox,2024-10-25 05:00:00,2
rid_017313,ck_002942,firefox,2024-10-25 05:05:00,0
rid_003116,ck_002943,firefox,2024-10-25 05:10:00,1
rid_007856,ck_002944,chrome,2024-10-25 05:15:00,1
rid_002485,ck_002945,firefox,2024-10-25 05:20:00,3
rid_011801,ck_002946,firefox,2024-10-25 05:25:00,0
rid_012687,ck_002947,edge,2024-10-25 05:30:00,1
rid_009838,ck_002948,safari,2024-10-25 05:35:00,3
rid_016190,ck_002949,firefox,2024-10-25 05:40:00,2
rid_005209,ck_002950,edge,2024-10-25 05:45:00,1
rid_002151,ck_002951,chrome,2024-10-25 05:50:00,0
rid_015756,ck_002952,edge,2024-10-25 05:55:00,1
rid_018207,ck_002953,safari,2024-10-25 06:00:00,0
rid_010760,ck_002954,edge,2024-10-25 06:05:00,1
rid_019434,ck_002955,chrome,2024-10-25 06:10:00,1
rid_001522,ck_002956,firefox,2024-10-25 06:15:00,1
rid_005455,ck_002957,edge,2024-10-25 06:20:00,1
rid_003338,ck_002958,edge,2024-10-25 06:25:00,0
rid_004445,ck_002959,edge,2024-10-25 06:30:00,0
rid_008487,ck_002960,firefox,2024-10-25 06:35:00,3
rid_009405,ck_002961,firefox,2024-10-25 06:40:00,0
rid_006477,ck_002962,chrome,2024-10-25 06:45:00,3
rid_005730,ck_002963,chrome,2024-10-25 06:50:00,3
rid_012779,ck_002964,chrome,2024-10-25 06:55:00,0
rid_016941,ck_002965,safari,2024-10-25 07:00:00,3
rid_013867,ck_002966,safari,2024-10-25 07:05:00,3
rid_019541,ck_002967,safari,2024-10-25 07:10:00,1
rid_007782,ck_002968,edge,2024-10-25 07:15:00,3
rid_014236,ck_002969,chrome,2024-10-25 07:20:00,0
rid_004173,ck_002970,safari,2024-10-25 07:25:00,1
rid_005758,ck_002971,edge,2024-10-25 07:30:00,2
rid_000893,ck_002972,firefox,2024-10-25 07:35:00,1
rid_015700,ck_002973,firefox,2024-10-25 07:40:00,2
rid_014714,ck_002974,edge,2024-10-25 07:45:00,3
rid_001530,ck_002975,firefox,2024-10-25 07:50:00,3
rid_002892,ck_002976,edge,2024-10-25 07:55:00,1
rid_014382,ck_002977,chrome,2024-10-25 08:00:00,1
rid_018295,ck_002978,safari,2024-10-25 08:05:00,1
rid_012825,ck_002979,chrome,2024-10-25 08:10:00,3
rid_010119,ck_002980,chrome,2024-10-25 08:15:00,1
rid_003825,ck_002981,edge,2024-10-25 08:20:00,1
rid_003786,ck_002982,edge,2024-10-25 08:25:00,3
rid_000510,ck_002983,edge,2024-10-25 08:30:00,1
rid_019319,ck_002984,edge,2024-10-25 08:35:00,2
rid_019304,ck_002985,chrome,2024-10-25 08:40:00,3
rid_004830,ck_002986,edge,2024-10-25 08:45:00,2
rid_002992,ck_002987,edge,2024-10-25 08:50:00,0
rid_017096,ck_002988,chrome,2024-10-25 08:55:00,0
rid_002739,ck_002989,chrome,2024-10-25 09:00:00,0
rid_013539,ck_002990,safari,2024-10-25 09:05:00,2
rid_001238,ck_002991,safari,2024-10-25 09:10:00,2
rid_002735,ck_002992,safari,2024-10-25 09:15:00,0
rid_006002,ck_002993,chrome,2024-10-25 09:20:00,0
rid_016551,ck_002994,safari,2024-10-25 09:25:00,1
rid_014785,ck_002995,safari,2024-10-25 09:30:00,0
rid_017085,ck_002996,firefox,2024-10-25 09:35:00,3
rid_016426,ck_002997,chrome,2024-10-25 09:40:00,1
rid_017970,ck_002998,edge,2024-10-25 09:45:00,0
rid_016127,ck_002999,chrome,2024-10-25 09:50:00,3
rid_000540,ck_003000,safari,2024-10-25 09:55:00,2
rid_018126,ck_003001,firefox,2024-10-25 10:00:00,2
rid_013748,ck_003002,firefox,2024-10-25 10:05:00,1
rid_002660,ck_003003,firefox,2024-10-25 10:10:00,2
rid_015376,ck_003004,safari,2024-10-25 10:15:00,1
rid_013473,ck_003005,edge,2024-10-25 10:20:00,3
rid_012734,ck_003006,firefox,2024-10-25 10:25:00,1
rid_004334,ck_003007,firefox,2024-10-25 10:30:00,3
rid_016860,ck_003008,chrome,2024-10-25 10:35:00,3
rid_017936,ck_003009,edge,2024-10-25 10:40:00,1
rid_010099,ck_003010,safari,2024-10-25 10:45:00,3
rid_010953,ck_003011,safari,2024-10-25 10:50:00,0
rid_012534,ck_003012,chrome,2024-10-25 10:55:00,0
rid_003353,ck_003013,chrome,2024-10-25 11:00:00,3
rid_011738,ck_003014,firefox,2024-10-25 11:05:00,0
rid_015130,ck_003015,edge,2024-10-25 11:10:00,2
rid_015187,ck_003016,firefox,2024-10-25 11:15:00,0
rid_016332,ck_003017,edge,2024-10-25 11:20:00,1
rid_000526,ck_003018,safari,2024-10-25 11:25:00,2
rid_000494,ck_003019,edge,2024-10-25 11:30:00,3
rid_007430,ck_003020,safari,2024-10-25 11:35:00,0
rid_000832,ck_003021,safari,2024-10-25 11:40:00,3
rid_004826,ck_003022,safari,2024-10-25 11:45:00,0
rid_006872,ck_003023,firefox,2024-10-25 11:50:00,2
rid_007275,ck_003024,firefox,2024-10-25 11:55:00,3
rid_013480,ck_003025,safari,2024-10-25 12:00:00,3
rid_014911,ck_003026,safari,2024-10-25 12:05:00,1
rid_006897,ck_003027,chrome,2024-10-25 12:10:00,2
rid_019864,ck_003028,chrome,2024-10-25 12:15:00,0
rid_003558,ck_003029,chrome,2024-10-25 12:20:00,3
rid_015409,ck_003030,safari,2024-10-25 12:25:00,0
rid_002824,ck_003031,firefox,2024-10-25 12:30:00,3
rid_004470,ck_003032,chrome,2024-10-25 12:35:00,1
rid_017043,ck_003033,safari,2024-10-25 12:40:00,1
rid_002591,ck_003034,safari,2024-10-25 12:45:00,1
rid_016830,ck_003035,firefox,2024-10-25 12:50:00,3
rid_003608,ck_003036,chrome,2024-10-25 12:55:00,3
rid_005742,ck_003037,firefox,2024-10-25 13:00:00,1
rid_003827,ck_003038,safari,2024-10-25 13:05:00,1
rid_002112,ck_003039,firefox,2024-10-25 13:10:00,2
rid_015105,ck_003040,safari,2024-10-25 13:15:00,3
rid_008510,ck_003041,firefox,2024-10-25 13:20:00,2
rid_000385,ck_003042,edge,2024-10-25 13:25:00,1
rid_019767,ck_003043,safari,2024-10-25 13:30:00,3
rid_014644,ck_003044,firefox,2024-10-25 13:35:00,2
rid_011771,ck_003045,chrome,2024-10-25 13:40:00,1
rid_001792,ck_003046,chrome,2024-10-25 13:45:00,2
rid_019174,ck_003047,firefox,2024-10-25 13:50:00,1
rid_009094,ck_003048,chrome,2024-10-25 13:55:00,3
rid_002202,ck_003049,chrome,2024-10-25 14:00:00,1
rid_015438,ck_003050,edge,2024-10-25 14:05:00,2
rid_016914,ck_003051,safari,2024-10-25 14:10:00,2
rid_016511,ck_003052,edge,2024-10-25 14:15:00,2
rid_008961,ck_003053,edge,2024-10-25 14:20:00,0
rid_019534,ck_003054,safari,2024-10-25 14:25:00,1
rid_015501,ck_003055,edge,2024-10-25 14:30:00,2
rid_005530,ck_003056,safari,2024-10-25 14:35:00,0
rid_013918,ck_003057,chrome,2024-10-25 14:40:00,0
rid_008094,ck_003058,chrome,2024-10-25 14:45:00,1
rid_012476,ck_003059,safari,2024-10-25 14:50:00,3
rid_015184,ck_003060,edge,2024-10-25 14:55:00,3
rid_001421,ck_003061,safari,2024-10-25 15:00:00,3
rid_015617,ck_003062,edge,2024-10-25 15:05:00,1
rid_008293,ck_003063,safari,2024-10-25 15:10:00,1
rid_015679,ck_003064,safari,2024-10-25 15:15:00,3
rid_016218,ck_003065,safari,2024-10-25 15:20:00,3
rid_010761,ck_003066,chrome,2024-10-25 15:25:00,2
rid_003733,ck_003067,safari,2024-10-25 15:30:00,0
rid_018249,ck_003068,chrome,2024-10-25 15:35:00,2
rid_014770,ck_003069,firefox,2024-10-25 15:40:00,2
rid_010441,ck_003070,chrome,2024-10-25 15:45:00,1
rid_009403,ck_003071,chrome,2024-10-25 15:50:00,0
rid_006137,ck_003072,firefox,2024-10-25 15:55:00,2
rid_012011,ck_003073,edge,2024-10-25 16:00:00,0
rid_001944,ck_003074,edge,2024-10-25 16:05:00,2
rid_011969,ck_003075,chrome,2024-10-25 16:10:00,3
rid_018935,ck_003076,firefox,2024-10-25 16:15:00,3
rid_003426,ck_003077,edge,2024-10-25 16:20:00,1
rid_006609,ck_003078,chrome,2024-10-25 16:25:00,3
rid_004585,ck_003079,chrome,2024-10-25 16:30:00,2
rid_017764,ck_003080,safari,2024-10-25 16:35:00,2
rid_019097,ck_003081,chrome,2024-10-25 16:40:00,3
rid_012599,ck_003082,chrome,2024-10-25 16:45:00,0
rid_000460,ck_003083,safari,2024-10-25 16:50:00,0
rid_005240,ck_003084,edge,2024-10-25 16:55:00,0
rid_009370,ck_003085,edge,2024-10-25 17:00:00,1
rid_015212,ck_003086,chrome,2024-10-25 17:05:00,2
rid_009953,ck_003087,edge,2024-10-25 17:10:00,3
rid_013680,ck_003088,edge,2024-10-25 17:15:00,2
rid_013877,ck_003089,firefox,2024-10-25 17:20:00,2
rid_018515,ck_003090,edge,2024-10-25 17:25:00,2
rid_016635,ck_003091,chrome,2024-10-25 17:30:00,3
rid_003931,ck_003092,chrome,2024-10-25 17:35:00,1
rid_012833,ck_003093,safari,2024-10-25 17:40:00,0
rid_008481,ck_003094,safari,2024-10-25 17:45:00,3
rid_015218,ck_003095,edge,2024-10-25 17:50:00,2
rid_003597,ck_003096,chrome,2024-10-25 17:55:00,2
rid_018892,ck_003097,chrome,2024-10-25 18:00:00,2
rid_012467,ck_003098,firefox,2024-10-25 18:05:00,3
rid_001348,ck_003099,firefox,2024-10-25 18:10:00,3
rid_016185,ck_003100,chrome,2024-10-25 18:15:00,3
rid_003282,ck_003101,firefox,2024-10-25 18:20:00,2
rid_004693,ck_003102,safari,2024-10-25 18:25:00,1
rid_016680,ck_003103,edge,2024-10-25 18:30:00,1
rid_011507,ck_003104,edge,2024-10-25 18:35:00,2
rid_012154,ck_003105,safari,2024-10-25 18:40:00,0
rid_005761,ck_003106,firefox,2024-10-25 18:45:00,1
rid_012570,ck_003107,chrome,2024-10-25 18:50:00,3
rid_010702,ck_003108,chrome,2024-10-25 18:55:00,1
rid_014736,ck_003109,safari,2024-10-25 19:00:00,1
rid_018728,ck_003110,firefox,2024-10-25 19:05:00,2
rid_013989,ck_003111,edge,2024-10-25 19:10:00,2
rid_015374,ck_003112,chrome,2024-10-25 19:15:00,0
rid_008102,ck_003113,safari,2024-10-25 19:20:00,2
rid_010889,ck_003114,safari,2024-10-25 19:25:00,2
rid_013820,ck_003115,firefox,2024-10-25 19:30:00,3
rid_010529,ck_003116,safari,2024-10-25 19:35:00,3
rid_000445,ck_003117,safari,2024-10-25 19:40:00,3
rid_000518,ck_003118,edge,2024-10-25 19:45:00,2
rid_014661,ck_003119,edge,2024-10-25 19:50:00,3
rid_017835,ck_003120,safari,2024-10-25 19:55:00,3
rid_014161,ck_003121,chrome,2024-10-25 20:00:00,3
rid_018210,ck_003122,chrome,2024-10-25 20:05:00,0
rid_013279,ck_003123,firefox,2024-10-25 20:10:00,1
rid_007633,ck_003124,safari,2024-10-25 20:15:00,0
rid_001992,ck_003125,firefox,2024-10-25 20:20:00,1
rid_015657,ck_003126,chrome,2024-10-25 20:25:00,2
rid_014064,ck_003127,edge,2024-10-25 20:30:00,1
rid_018632,ck_003128,firefox,2024-10-25 20:35:00,2
rid_006306,ck_003129,chrome,2024-10-25 20:40:00,0
rid_019644,ck_003130,chrome,2024-10-25 20:45:00,0
rid_019626,ck_003131,firefox,2024-10-25 20:50:00,2
rid_014105,ck_003132,edge,2024-10-25 20:55:00,0
rid_008355,ck_003133,safari,2024-10-25 21:00:00,2
rid_006669,ck_003134,edge,2024-10-25 21:05:00,3
rid_018209,ck_003135,safari,2024-10-25 21:10:00,0
rid_000918,ck_003136,edge,2024-10-25 21:15:00,2
rid_007062,ck_003137,firefox,2024-10-25 21:20:00,2
rid_002034,ck_003138,edge,2024-10-25 21:25:00,1
rid_002900,ck_003139,edge,2024-10-25 21:30:00,3
rid_011995,ck_003140,safari,2024-10-25 21:35:00,1
rid_012523,ck_003141,chrome,2024-10-25 21:40:00,2
rid_000773,ck_003142,edge,2024-10-25 21:45:00,1
rid_013727,ck_003143,chrome,2024-10-25 21:50:00,2
rid_017310,ck_003144,safari,2024-10-25 21:55:00,0
rid_015139,ck_003145,edge,2024-10-25 22:00:00,1
rid_005347,ck_003146,chrome,2024-10-25 22:05:00,3
rid_018568,ck_003147,chrome,2024-10-25 22:10:00,0
rid_014558,ck_003148,edge,2024-10-25 22:15:00,1
rid_008304,ck_003149,firefox,2024-10-25 22:20:00,3
rid_016469,ck_003150,safari,2024-10-25 22:25:00,2
rid_000137,ck_003151,chrome,2024-10-25 22:30:00,2
rid_012820,ck_003152,chrome,2024-10-25 22:35:00,0
rid_008174,ck_003153,firefox,2024-10-25 22:40:00,2
rid_004821,ck_003154,edge,2024-10-25 22:45:00,1
rid_009135,ck_003155,chrome,2024-10-25 22:50:00,2
rid_011504,ck_003156,chrome,2024-10-25 22:55:00,3
rid_006608,ck_003157,safari,2024-10-25 23:00:00,0
rid_004027,ck_003158,edge,2024-10-25 23:05:00,0
rid_001225,ck_003159,safari,2024-10-25 23:10:00,3
rid_012539,ck_003160,safari,2024-10-25 23:15:00,2
rid_013513,ck_003161,edge,2024-10-25 23:20:00,0
rid_001465,ck_003162,edge,2024-10-25 23:25:00,2
rid_016403,ck_003163,firefox,2024-10-25 23:30:00,0
rid_004374,ck_003164,safari,2024-10-25 23:35:00,1
rid_012435,ck_003165,firefox,2024-10-25 23:40:00,3
rid_018692,ck_003166,firefox,2024-10-25 23:45:00,1
rid_012116,ck_003167,chrome,2024-10-25 23:50:00,3
rid_004450,ck_003168,firefox,2024-10-25 23:55:00,2
rid_002313,ck_003169,chrome,2024-10-26 00:00:00,1
rid_016984,ck_003170,chrome,2024-10-26 00:05:00,2
rid_010248,ck_003171,firefox,2024-10-26 00:10:00,0
rid_016118,ck_003172,edge,2024-10-26 00:15:00,2
rid_002797,ck_003173,firefox,2024-10-26 00:20:00,1
rid_002314,ck_003174,firefox,2024-10-26 00:25:00,3
rid_000063,ck_003175,chrome,2024-10-26 00:30:00,3
rid_017901,ck_003176,firefox,2024-10-26 00:35:00,0
rid_012262,ck_003177,chrome,2024-10-26 00:40:00,3
rid_008668,ck_003178,chrome,2024-10-26 00:45:00,0
rid_015864,ck_003179,safari,2024-10-26 00:50:00,2
rid_015130,ck_003180,safari,2024-10-26 00:55:00,3
rid_003935,ck_003181,edge,2024-10-26 01:00:00,2
rid_009223,ck_003182,safari,2024-10-26 01:05:00,2
rid_011843,ck_003183,chrome,2024-10-26 01:10:00,1
rid_000520,ck_003184,chrome,2024-10-26 01:15:00,2
rid_001759,ck_003185,firefox,2024-10-26 01:20:00,1
rid_019756,ck_003186,edge,2024-10-26 01:25:00,0
rid_005530,ck_003187,firefox,2024-10-26 01:30:00,0
rid_003065,ck_003188,safari,2024-10-26 01:35:00,0
rid_010775,ck_003189,safari,2024-10-26 01:40:00,0
rid_002033,ck_003190,chrome,2024-10-26 01:45:00,3
rid_010239,ck_003191,edge,2024-10-26 01:50:00,3
rid_001518,ck_003192,edge,2024-10-26 01:55:00,1
rid_008044,ck_003193,chrome,2024-10-26 02:00:00,2
rid_015397,ck_003194,edge,2024-10-26 02:05:00,3
rid_000165,ck_003195,edge,2024-10-26 02:10:00,3
rid_004174,ck_003196,firefox,2024-10-26 02:15:00,2
rid_012737,ck_003197,firefox,2024-10-26 02:20:00,2
rid_001868,ck_003198,firefox,2024-10-26 02:25:00,1
rid_003004,ck_003199,safari,2024-10-26 02:30:00,3
rid_005920,ck_003200,firefox,2024-10-26 02:35:00,1
