real_identity_id,browser_fingerprint_id,user_agent_family
rid_003692,bf_007503,firefox
rid_005489,bf_007504,chrome
rid_003482,bf_007505,edge
rid_003816,bf_007506,safari
rid_006761,bf_007507,firefox
rid_007047,bf_007508,firefox
rid_019495,bf_007509,safari
rid_019625,bf_007510,edge
rid_001531,bf_007511,safari
rid_014101,bf_007512,firefox
rid_009802,bf_007513,firefox
rid_017197,bf_007514,safari
rid_006372,bf_007515,firefox
rid_017631,bf_007516,firefox
rid_002944,bf_007517,firefox
rid_018041,bf_007518,chrome
rid_012076,bf_007519,safari
rid_015552,bf_007520,edge
rid_017491,bf_007521,firefox
rid_011626,bf_007522,safari
rid_000999,bf_007523,firefox
rid_005460,bf_007524,safari
rid_001050,bf_007525,safari
rid_010260,bf_007526,safari
rid_014691,bf_007527,edge
rid_005211,bf_007528,chrome
rid_003222,bf_007529,chrome
rid_006648,bf_007530,firefox
rid_000593,bf_007531,safari
rid_008132,bf_007532,edge
rid_012833,bf_007533,chrome
rid_002759,bf_007534,safari
rid_008299,bf_007535,firefox
rid_016909,bf_007536,edge
rid_013686,bf_007537,safari
rid_015708,bf_007538,chrome
rid_002846,bf_007539,safari
rid_007039,bf_007540,safari
rid_012435,bf_007541,edge
rid_012222,bf_007542,chrome
rid_017800,bf_007543,chrome
rid_007638,bf_007544,edge
rid_014269,bf_007545,safari
rid_016268,bf_007546,firefox
rid_014896,bf_007547,firefox
rid_007024,bf_007548,chrome
rid_007681,bf_007549,firefox
rid_003252,bf_007550,safari
rid_010594,bf_007551,edge
rid_007531,bf_007552,firefox
rid_013668,bf_007553,firefox
rid_008329,bf_007554,firefox
rid_019752,bf_007555,safari
rid_001207,bf_007556,safari
rid_008627,bf_007557,firefox
rid_009844,bf_007558,edge
rid_014938,bf_007559,edge
rid_003275,bf_007560,safari
rid_015716,bf_007561,firefox
rid_017930,bf_007562,chrome
rid_011786,bf_007563,firefox
rid_000158,bf_007564,chrome
rid_019790,bf_007565,edge
rid_001208,bf_007566,firefox
rid_002956,bf_007567,chrome
rid_018384,bf_007568,safari
rid_013498,bf_007569,firefox
rid_009098,bf_007570,firefox
rid_009962,bf_007571,firefox
rid_001696,bf_007572,safari
rid_017195,bf_007573,chrome
rid_012183,bf_007574,firefox
rid_016053,bf_007575,safari
rid_014107,bf_007576,firefox
rid_000493,bf_007577,chrome
rid_009259,bf_007578,edge
rid_013277,bf_007579,safari
rid_002384,bf_007580,safari
rid_018487,bf_007581,firefox
rid_017088,bf_007582,chrome
rid_013743,bf_007583,firefox
rid_015027,bf_007584,chrome
rid_005298,bf_007585,edge
rid_008830,bf_007586,edge
rid_018382,bf_007587,firefox
rid_015160,bf_007588,firefox
rid_017589,bf_007589,chrome
rid_009833,bf_007590,safari
rid_011334,bf_007591,edge
rid_000177,bf_007592,firefox
rid_001298,bf_007593,firefox
rid_009091,bf_007594,chrome
rid_011129,bf_007595,edge
rid_002554,bf_007596,firefox
rid_013474,bf_007597,firefox
rid_009284,bf_007598,edge
rid_015151,bf_007599,firefox
rid_013655,bf_007600,edge
rid_016952,bf_007601,safari
rid_006045,bf_007602,edge
rid_011490,bf_007603,edge
rid_000163,bf_007604,safari
rid_016618,bf_007605,firefox
rid_005057,bf_007606,safari
rid_019756,bf_007607,safari
rid_016805,bf_007608,chrome
rid_009166,bf_007609,chrome
rid_018891,bf_007610,safari
rid_001609,bf_007611,chrome
rid_017745,bf_007612,chrome
rid_003579,bf_007613,chrome
rid_011113,bf_007614,chrome
rid_013701,bf_007615,edge
rid_014186,bf_007616,chrome
rid_012350,bf_007617,firefox
rid_017160,bf_007618,safari
rid_003951,bf_007619,safari
rid_006480,bf_007620,edge
rid_007519,bf_007621,chrome
rid_008124,bf_007622,chrome
rid_018924,bf_007623,edge
rid_000658,bf_007624,chrome
rid_019772,bf_007625,firefox
rid_003785,bf_007626,edge
rid_002276,bf_007627,chrome
rid_007847,bf_007628,edge
rid_002386,bf_007629,edge
rid_009724,bf_007630,safari
rid_000259,bf_007631,firefox
rid_003939,bf_007632,chrome
rid_017614,bf_007633,edge
rid_015920,bf_007634,edge
rid_017977,bf_007635,chrome
rid_018081,bf_007636,edge
rid_008720,bf_007637,firefox
rid_009596,bf_007638,safari
rid_011309,bf_007639,edge
rid_003096,bf_007640,safari
rid_016615,bf_007641,edge
rid_017468,bf_007642,safari
rid_004479,bf_007643,chrome
rid_000818,bf_007644,chrome
rid_016820,bf_007645,firefox
rid_017354,bf_007646,safari
rid_012955,bf_007647,chrome
rid_019128,bf_007648,chrome
rid_015230,bf_007649,firefox
rid_016695,bf_007650,firefox
rid_006224,bf_007651,safari
rid_009613,bf_007652,edge
rid_016149,bf_007653,edge
rid_012383,bf_007654,chrome
rid_008696,bf_007655,chrome
rid_018442,bf_007656,safari
rid_017077,bf_007657,safari
rid_014443,bf_007658,edge
rid_010672,bf_007659,edge
rid_015970,bf_007660,firefox
rid_015601,bf_007661,chrome
rid_016992,bf_007662,chrome
rid_007166,bf_007663,edge
rid_013620,bf_007664,safari
rid_012887,bf_007665,firefox
rid_001699,bf_007666,safari
rid_011150,bf_007667,chrome
rid_012086,bf_007668,firefox
rid_014857,bf_007669,safari
rid_010477,bf_007670,edge
rid_006987,bf_007671,chrome
rid_002210,bf_007672,firefox
rid_004268,bf_007673,edge
rid_010984,bf_007674,safari
rid_015321,bf_007675,edge
rid_005555,bf_007676,safari
rid_016729,bf_007677,safari
rid_005954,bf_007678,edge
rid_001051,bf_007679,safari
rid_009659,bf_007680,safari
rid_002450,bf_007681,chrome
rid_014180,bf_007682,edge
rid_013802,bf_007683,edge
rid_018500,bf_007684,firefox
rid_003262,bf_007685,firefox
rid_007296,bf_007686,safari
rid_006168,bf_007687,edge
rid_008099,bf_007688,chrome
rid_008857,bf_007689,safari
rid_000152,bf_007690,firefox
rid_017048,bf_007691,chrome
rid_002579,bf_007692,safari
rid_007530,bf_007693,chrome
rid_010461,bf_007694,edge
rid_017764,bf_007695,edge
rid_015418,bf_007696,chrome
rid_008545,bf_007697,firefox
rid_019242,bf_007698,safari
rid_004880,bf_007699,safari
rid_019732,bf_007700,chrome
rid_011689,bf_007701,edge
rid_009966,bf_007702,firefox
rid_012662,bf_007703,edge
rid_009147,bf_007704,firefox
rid_011478,bf_007705,safari
rid_018149,bf_007706,edge
rid_011932,bf_007707,firefox
rid_015393,bf_007708,edge
rid_006460,bf_007709,firefox
rid_004418,bf_007710,firefox
rid_016430,bf_007711,edge
rid_009821,bf_007712,edge
rid_003610,bf_007713,edge
rid_016590,bf_007714,chrome
rid_012610,bf_007715,edge
rid_003589,bf_007716,firefox
rid_011210,bf_007717,firefox
rid_012612,bf_007718,firefox
rid_005281,bf_007719,edge
rid_000382,bf_007720,safari
rid_005530,bf_007721,edge
rid_016722,bf_007722,firefox
rid_000425,bf_007723,chrome
rid_019839,bf_007724,safari
rid_012927,bf_007725,edge
rid_014279,bf_007726,firefox
rid_003890,bf_007727,firefox
rid_000085,bf_007728,chrome
rid_017122,bf_007729,firefox
rid_004986,bf_007730,edge
rid_000590,bf_007731,firefox
rid_008633,bf_007732,edge
rid_009348,bf_007733,safari
rid_008954,bf_007734,safari
rid_002343,bf_007735,firefox
rid_018690,bf_007736,edge
rid_013273,bf_007737,chrome
rid_001181,bf_007738,edge
rid_002833,bf_007739,safari
rid_014924,bf_007740,firefox
rid_017857,bf_007741,edge
rid_008135,bf_007742,edge
rid_006860,bf_007743,firefox
rid_017135,bf_007744,firefox
rid_011446,bf_007745,chrome
rid_013746,bf_007746,safari
rid_001881,bf_007747,safari
rid_005722,bf_007748,safari
rid_006506,bf_007749,firefox
rid_004221,bf_007750,firefox
rid_013537,bf_007751,safari
rid_011502,bf_007752,safari
rid_005714,bf_007753,firefox
rid_015042,bf_007754,firefox
rid_003616,bf_007755,chrome
rid_009146,bf_007756,firefox
rid_010174,bf_007757,chrome
rid_017693,bf_007758,edge
rid_006318,bf_007759,safari
rid_002990,bf_007760,chrome
rid_013026,bf_007761,safari
rid_001465,bf_007762,edge
rid_007343,bf_007763,safari
rid_011208,bf_007764,chrome
rid_004937,bf_007765,safari
rid_018933,bf_007766,edge
rid_005663,bf_007767,safari
rid_002863,bf_007768,edge
rid_008932,bf_007769,chrome
rid_005384,bf_007770,edge
rid_009116,bf_007771,chrome
rid_016623,bf_007772,chrome
rid_017502,bf_007773,chrome
rid_000334,bf_007774,safari
rid_006368,bf_007775,firefox
rid_001431,bf_007776,chrome
rid_014250,bf_007777,firefox
rid_004259,bf_007778,safari
rid_005393,bf_007779,safari
rid_007431,bf_007780,safari
rid_008702,bf_007781,chrome
rid_019747,bf_007782,chrome
rid_016358,bf_007783,safari
rid_018746,bf_007784,chrome
rid_006615,bf_007785,safari
rid_000907,bf_007786,firefox
rid_001750,bf_007787,safari
rid_004858,bf_007788,edge
rid_004841,bf_007789,safari
rid_001011,bf_007790,edge
rid_002251,bf_007791,safari
rid_000659,bf_007792,firefox
rid_009304,bf_007793,edge
rid_011258,bf_007794,edge
rid_005454,bf_007795,firefox
rid_005153,bf_007796,edge
rid_013147,bf_007797,firefox
rid_009401,bf_007798,chrome
rid_003184,bf_007799,safari
rid_004826,bf_007800,safari
rid_016145,bf_007801,edge
rid_000065,bf_007802,safari
rid_010101,bf_007803,firefox
rid_014664,bf_007804,chrome
rid_000116,bf_007805,safari
rid_017571,bf_007806,safari
rid_005362,bf_007807,safari
rid_006920,bf_007808,firefox
rid_003219,bf_007809,firefox
rid_007201,bf_007810,safari
rid_013506,bf_007811,firefox
rid_013494,bf_007812,firefox
rid_016219,bf_007813,firefox
rid_006309,bf_007814,chrome
rid_016200,bf_007815,firefox
rid_002910,bf_007816,chrome
rid_016699,bf_007817,firefox
rid_016296,bf_007818,safari
rid_011716,bf_007819,chrome
rid_014637,bf_007820,edge
rid_010797,bf_007821,safari
rid_012423,bf_007822,chrome
rid_002164,bf_007823,firefox
rid_012436,bf_007824,edge
rid_009370,bf_007825,edge
rid_001433,bf_007826,safari
rid_012789,bf_007827,firefox
rid_000394,bf_007828,chrome
rid_001646,bf_007829,safari
rid_002947,bf_007830,safari
rid_009793,bf_007831,chrome
rid_000979,bf_007832,firefox
rid_010544,bf_007833,chrome
rid_017433,bf_007834,safari
rid_014247,bf_007835,chrome
rid_016613,bf_007836,firefox
rid_004170,bf_007837,firefox
rid_015071,bf_007838,firefox
rid_016825,bf_007839,edge
rid_014462,bf_007840,firefox
rid_003280,bf_007841,edge
rid_015643,bf_007842,chrome
rid_013595,bf_007843,firefox
rid_011065,bf_007844,chrome
rid_010050,bf_007845,chrome
rid_005172,bf_007846,chrome
rid_000028,bf_007847,edge
rid_005887,bf_007848,chrome
rid_011853,bf_007849,safari
rid_007859,bf_007850,chrome
rid_003392,bf_007851,firefox
rid_003136,bf_007852,edge
rid_004559,bf_007853,chrome
rid_018719,bf_007854,safari
rid_018257,bf_007855,chrome
rid_010666,bf_007856,chrome
rid_000640,bf_007857,safari
rid_008397,bf_007858,chrome
rid_000086,bf_007859,chrome
rid_002530,bf_007860,firefox
rid_018859,bf_007861,safari
rid_004406,bf_007862,chrome
rid_011115,bf_007863,chrome
rid_019863,bf_007864,edge
rid_005166,bf_007865,edge
rid_000579,bf_007866,chrome
rid_001526,bf_007867,firefox
rid_010531,bf_007868,edge
rid_015178,bf_007869,firefox
rid_010631,bf_007870,edge
rid_017793,bf_007871,firefox
rid_015053,bf_007872,edge
rid_002051,bf_007873,firefox
rid_015559,bf_007874,firefox
rid_018881,bf_007875,firefox
rid_015967,bf_007876,firefox
rid_009717,bf_007877,chrome
rid_004623,bf_007878,chrome
rid_004596,bf_007879,edge
rid_004025,bf_007880,safari
rid_004548,bf_007881,safari
rid_018128,bf_007882,safari
rid_003424,bf_007883,edge
rid_003583,bf_007884,firefox
rid_007415,bf_007885,safari
rid_002278,bf_007886,chrome
rid_019684,bf_007887,safari
rid_002818,bf_007888,firefox
rid_000998,bf_007889,chrome
rid_004276,bf_007890,chrome
rid_010105,bf_007891,firefox
rid_005450,bf_007892,firefox
rid_015106,bf_007893,edge
rid_012103,bf_007894,safari
rid_007060,bf_007895,firefox
rid_019515,bf_007896,edge
rid_009037,bf_007897,edge
rid_015071,bf_007898,edge
rid_002480,bf_007899,edge
rid_004264,bf_007900,safari
rid_015309,bf_007901,firefox
rid_017531,bf_007902,edge
rid_004240,bf_007903,edge
rid_006039,bf_007904,edge
rid_005812,bf_007905,chrome
rid_015468,bf_007906,edge
rid_016196,bf_007907,chrome
rid_018451,bf_007908,chrome
rid_002456,bf_007909,firefox
rid_017692,bf_007910,safari
rid_009063,bf_007911,chrome
rid_005519,bf_007912,firefox
rid_012178,bf_007913,safari
rid_009428,bf_007914,safari
rid_007356,bf_007915,firefox
rid_000796,bf_007916,chrome
rid_017389,bf_007917,chrome
rid_017830,bf_007918,edge
rid_016575,bf_007919,edge
rid_016903,bf_007920,firefox
rid_011692,bf_007921,edge
rid_012737,bf_007922,firefox
rid_017965,bf_007923,firefox
rid_005713,bf_007924,edge
rid_000286,bf_007925,safari
rid_010892,bf_007926,chrome
rid_003804,bf_007927,firefox
rid_005440,bf_007928,safari
rid_014791,bf_007929,safari
rid_009493,bf_007930,safari
rid_000122,bf_007931,edge
rid_013430,bf_007932,safari
rid_004953,bf_007933,safari
rid_008597,bf_007934,firefox
rid_015601,bf_007935,safari
rid_010907,bf_007936,firefox
rid_018250,bf_007937,chrome
rid_012980,bf_007938,chrome
rid_012525,bf_007939,safari
rid_005885,bf_007940,firefox
rid_018169,bf_007941,safari
rid_005380,bf_007942,firefox
rid_019282,bf_007943,edge
rid_015776,bf_007944,chrome
rid_002490,bf_007945,firefox
rid_004673,bf_007946,edge
rid_008103,bf_007947,safari
rid_006784,bf_007948,chrome
rid_011336,bf_007949,safari
rid_016137,bf_007950,safari
rid_009839,bf_007951,edge
rid_018196,bf_007952,chrome
rid_003324,bf_007953,edge
rid_008480,bf_007954,firefox
rid_019519,bf_007955,safari
rid_002699,bf_007956,chrome
rid_008264,bf_007957,edge
rid_005637,bf_007958,edge
rid_003867,bf_007959,safari
rid_002247,bf_007960,firefox
rid_004775,bf_007961,chrome
rid_017528,bf_007962,edge
rid_009065,bf_007963,firefox
rid_016956,bf_007964,firefox
rid_019163,bf_007965,edge
rid_003990,bf_007966,chrome
rid_002220,bf_007967,safari
rid_014598,bf_007968,chrome
rid_005970,bf_007969,edge
rid_013240,bf_007970,firefox
rid_013694,bf_007971,edge
rid_003767,bf_007972,safari
rid_011712,bf_007973,safari
rid_001669,bf_007974,firefox
rid_001392,bf_007975,firefox
rid_009177,bf_007976,edge
rid_008781,bf_007977,edge
rid_008402,bf_007978,chrome
rid_012101,bf_007979,edge
rid_010897,bf_007980,safari
rid_000611,bf_007981,chrome
rid_000994,bf_007982,edge
rid_013573,bf_007983,firefox
rid_006523,bf_007984,edge
rid_004003,bf_007985,chrome
rid_006738,bf_007986,firefox
rid_009779,bf_007987,chrome
rid_005385,bf_007988,edge
rid_006175,bf_007989,firefox
rid_012791,bf_007990,chrome
rid_008959,bf_007991,firefox
rid_002036,bf_007992,chrome
rid_006162,bf_007993,edge
rid_010576,bf_007994,chrome
rid_019909,bf_007995,edge
rid_014987,bf_007996,edge
rid_016960,bf_007997,firefox
rid_000743,bf_007998,safari
rid_013621,bf_007999,edge
rid_006294,bf_008000,firefox
rid_009554,bf_008001,chrome
rid_000234,bf_008002,safari
rid_017897,bf_008003,chrome
rid_011894,bf_008004,firefox
rid_000738,bf_008005,firefox
rid_015856,bf_008006,chrome
rid_013968,bf_008007,safari
rid_009566,bf_008008,chrome
rid_002828,bf_008009,chrome
rid_013577,bf_008010,edge
rid_018423,bf_008011,chrome
rid_006968,bf_008012,chrome
rid_002795,bf_008013,chrome
rid_018779,bf_008014,edge
rid_007559,bf_008015,edge
rid_016256,bf_008016,safari
rid_017301,bf_008017,firefox
rid_000857,bf_008018,firefox
rid_007988,bf_008019,safari
rid_000204,bf_008020,edge
rid_010321,bf_008021,chrome
rid_006637,bf_008022,safari
rid_013699,bf_008023,safari
rid_013792,bf_008024,edge
rid_015656,bf_008025,firefox
rid_009041,bf_008026,edge
rid_018895,bf_008027,edge
rid_018735,bf_008028,safari
rid_018841,bf_008029,chrome
rid_005571,bf_008030,edge
rid_003554,bf_008031,edge
rid_006281,bf_008032,chrome
rid_017129,bf_008033,firefox
rid_006278,bf_008034,edge
rid_008766,bf_008035,edge
rid_005703,bf_008036,chrome
rid_004954,bf_008037,chrome
rid_013424,bf_008038,edge
rid_011277,bf_008039,firefox
rid_016997,bf_008040,firefox
rid_011069,bf_008041,safari
rid_000224,bf_008042,chrome
rid_009194,bf_008043,edge
rid_004227,bf_008044,chrome
rid_013292,bf_008045,safari
rid_006665,bf_008046,firefox
rid_000473,bf_008047,safari
rid_012610,bf_008048,firefox
rid_005487,bf_008049,safari
rid_013854,bf_008050,chrome
rid_011154,bf_008051,firefox
rid_014959,bf_008052,chrome
rid_012763,bf_008053,chrome
rid_006274,bf_008054,edge
rid_006277,bf_008055,chrome
rid_006683,bf_008056,chrome
rid_016542,bf_008057,chrome
rid_001008,bf_008058,safari
rid_010234,bf_008059,edge
rid_019210,bf_008060,edge
rid_008943,bf_008061,firefox
rid_016365,bf_008062,chrome
rid_018940,bf_008063,safari
rid_019668,bf_008064,edge
rid_014269,bf_008065,firefox
rid_011887,bf_008066,chrome
rid_014126,bf_008067,firefox
rid_001494,bf_008068,firefox
rid_016383,bf_008069,firefox
rid_013953,bf_008070,chrome
rid_019437,bf_008071,chrome
rid_008524,bf_008072,firefox
rid_001940,bf_008073,safari
rid_002810,bf_008074,firefox
rid_012373,bf_008075,safari
rid_011198,bf_008076,edge
rid_010999,bf_008077,edge
rid_009417,bf_008078,edge
rid_018691,bf_008079,safari
rid_016825,bf_008080,edge
rid_005117,bf_008081,safari
rid_004555,bf_008082,safari
rid_006736,bf_008083,safari
rid_017104,bf_008084,edge
rid_011160,bf_008085,firefox
rid_012309,bf_008086,edge
rid_006737,bf_008087,safari
rid_001682,bf_008088,firefox
rid_004065,bf_008089,firefox
rid_001433,bf_008090,safari
rid_019708,bf_008091,chrome
rid_000453,bf_008092,safari
rid_013324,bf_008093,edge
rid_013877,bf_008094,chrome
rid_016907,bf_008095,edge
rid_005193,bf_008096,chrome
rid_005528,bf_008097,safari
rid_008269,bf_008098,firefox
rid_014057,bf_008099,firefox
rid_001575,bf_008100,chrome
rid_013835,bf_008101,edge
rid_016958,bf_008102,firefox
rid_000399,bf_008103,chrome
rid_006720,bf_008104,chrome
rid_013021,bf_008105,chrome
rid_017191,bf_008106,firefox
rid_000820,bf_008107,safari
rid_016605,bf_008108,chrome
rid_010016,bf_008109,safari
rid_004405,bf_008110,chrome
rid_006283,bf_008111,chrome
rid_002710,bf_008112,firefox
rid_009655,bf_008113,safari
rid_018892,bf_008114,safari
rid_015299,bf_008115,firefox
rid_018777,bf_008116,firefox
rid_015763,bf_008117,firefox
rid_011011,bf_008118,chrome
rid_015795,bf_008119,chrome
rid_019511,bf_008120,edge
rid_003580,bf_008121,edge
rid_000332,bf_008122,edge
rid_006670,bf_008123,edge
rid_009631,bf_008124,safari
rid_007158,bf_008125,edge
rid_006940,bf_008126,firefox
rid_015945,bf_008127,chrome
rid_013230,bf_008128,safari
rid_018398,bf_008129,safari
rid_008656,bf_008130,edge
rid_000854,bf_008131,chrome
rid_003036,bf_008132,firefox
rid_019439,bf_008133,edge
rid_003700,bf_008134,firefox
rid_004426,bf_008135,safari
rid_005193,bf_008136,safari
rid_015742,bf_008137,safari
rid_005242,bf_008138,firefox
rid_016178,bf_008139,edge
rid_004516,bf_008140,safari
rid_010383,bf_008141,firefox
rid_005626,bf_008142,edge
rid_018236,bf_008143,chrome
rid_000467,bf_008144,safari
rid_001305,bf_008145,safari
rid_006222,bf_008146,edge
rid_009278,bf_008147,chrome
rid_006849,bf_008148,chrome
rid_011841,bf_008149,edge
rid_017763,bf_008150,firefox
rid_014930,bf_008151,firefox
rid_006403,bf_008152,chrome
rid_003756,bf_008153,edge
rid_010859,bf_008154,chrome
rid_015351,bf_008155,edge
rid_001020,bf_008156,chrome
rid_013542,bf_008157,edge
rid_007756,bf_008158,firefox
rid_002206,bf_008159,firefox
rid_019760,bf_008160,firefox
rid_005812,bf_008161,safari
rid_011445,bf_008162,safari
rid_014843,bf_008163,safari
rid_001675,bf_008164,edge
rid_015686,bf_008165,edge
rid_009256,bf_008166,firefox
rid_012140,bf_008167,firefox
rid_018024,bf_008168,edge
rid_017637,bf_008169,edge
rid_009832,bf_008170,firefox
rid_008564,bf_008171,chrome
rid_018966,bf_008172,edge
rid_011676,bf_008173,firefox
rid_012977,bf_008174,chrome
rid_011959,bf_008175,edge
rid_014255,bf_008176,safari
rid_009317,bf_008177,firefox
rid_004423,bf_008178,chrome
rid_017697,bf_008179,firefox
rid_011755,bf_008180,edge
rid_012528,bf_008181,safari
rid_001058,bf_008182,safari
rid_009642,bf_008183,safari
rid_004249,bf_008184,safari
rid_012543,bf_008185,firefox
rid_004592,bf_008186,chrome
rid_000552,bf_008187,edge
rid_007860,bf_008188,chrome
rid_018590,bf_008189,safari
rid_008527,bf_008190,safari
rid_011735,bf_008191,safari
rid_006966,bf_008192,chrome
rid_016583,bf_008193,safari
rid_006748,bf_008194,firefox
rid_019097,bf_008195,chrome
rid_001235,bf_008196,firefox
rid_006677,bf_008197,chrome
rid_015551,bf_008198,edge
rid_009835,bf_008199,chrome
rid_011358,bf_008200,firefox
rid_007512,bf_008201,safari
rid_005639,bf_008202,chrome
rid_015985,bf_008203,chrome
rid_006182,bf_008204,chrome
rid_005981,bf_008205,firefox
rid_014530,bf_008206,firefox
rid_015089,bf_008207,edge
rid_006226,bf_008208,safari
rid_009259,bf_008209,chrome
rid_012992,bf_008210,firefox
rid_005354,bf_008211,safari
rid_013187,bf_008212,edge
rid_008464,bf_008213,firefox
rid_008356,bf_008214,edge
rid_001522,bf_008215,chrome
rid_010821,bf_008216,edge
rid_000356,bf_008217,edge
rid_015047,bf_008218,firefox
rid_019879,bf_008219,edge
rid_015689,bf_008220,edge
rid_019002,bf_008221,firefox
rid_011185,bf_008222,edge
rid_010559,bf_008223,chrome
rid_002915,bf_008224,firefox
rid_007623,bf_008225,edge
rid_017488,bf_008226,chrome
rid_016248,bf_008227,edge
rid_012810,bf_008228,edge
rid_005158,bf_008229,safari
rid_014653,bf_008230,safari
rid_005622,bf_008231,chrome
rid_016082,bf_008232,firefox
rid_012815,bf_008233,safari
rid_010903,bf_008234,edge
rid_003220,bf_008235,firefox
rid_018867,bf_008236,firefox
rid_000172,bf_008237,firefox
rid_017498,bf_008238,safari
rid_001833,bf_008239,safari
rid_005585,bf_008240,safari
rid_008624,bf_008241,firefox
rid_010359,bf_008242,edge
rid_003462,bf_008243,edge
rid_002555,bf_008244,firefox
rid_011656,bf_008245,firefox
rid_013429,bf_008246,safari
rid_012320,bf_008247,safari
rid_005134,bf_008248,firefox
rid_001227,bf_008249,edge
rid_002337,bf_008250,edge
rid_001018,bf_008251,edge
rid_012753,bf_008252,firefox
rid_001459,bf_008253,safari
rid_018165,bf_008254,safari
rid_011176,bf_008255,safari
rid_003507,bf_008256,edge
rid_006853,bf_008257,safari
rid_008343,bf_008258,firefox
rid_015511,bf_008259,chrome
rid_003452,bf_008260,safari
rid_017889,bf_008261,chrome
rid_017281,bf_008262,firefox
rid_007842,bf_008263,edge
rid_018389,bf_008264,firefox
rid_013440,bf_008265,chrome
rid_014470,bf_008266,chrome
rid_010967,bf_008267,edge
rid_015781,bf_008268,edge
rid_008869,bf_008269,safari
rid_017908,bf_008270,chrome
rid_011819,bf_008271,safari
rid_007277,bf_008272,edge
rid_010245,bf_008273,edge
rid_018427,bf_008274,firefox
rid_010440,bf_008275,safari
rid_012806,bf_008276,edge
rid_018302,bf_008277,safari
rid_011619,bf_008278,safari
rid_001378,bf_008279,chrome
rid_005677,bf_008280,chrome
rid_008151,bf_008281,edge
rid_007073,bf_008282,firefox
rid_016050,bf_008283,safari
rid_001359,bf_008284,chrome
rid_013064,bf_008285,edge
rid_016480,bf_008286,edge
rid_010616,bf_008287,chrome
rid_006970,bf_008288,edge
rid_005853,bf_008289,firefox
rid_005180,bf_008290,edge
rid_011774,bf_008291,edge
rid_013094,bf_008292,firefox
rid_007313,bf_008293,edge
rid_006419,bf_008294,firefox
rid_008373,bf_008295,safari
rid_015687,bf_008296,safari
rid_016357,bf_008297,safari
rid_001043,bf_008298,chrome
rid_015125,bf_008299,chrome
rid_017869,bf_008300,chrome
rid_001197,bf_008301,edge
rid_011473,bf_008302,safari
rid_004218,bf_008303,edge
rid_006145,bf_008304,safari
rid_004013,bf_008305,edge
rid_012768,bf_008306,firefox
rid_016957,bf_008307,firefox
rid_016125,bf_008308,chrome
rid_018289,bf_008309,chrome
rid_015844,bf_008310,edge
rid_000640,bf_008311,safari
rid_014102,bf_008312,chrome
rid_001371,bf_008313,firefox
rid_007721,bf_008314,chrome
rid_001431,bf_008315,edge
rid_015451,bf_008316,chrome
rid_003534,bf_008317,chrome
rid_003600,bf_008318,safari
rid_003091,bf_008319,edge
rid_018316,bf_008320,firefox
rid_012833,bf_008321,safari
rid_006865,bf_008322,safari
rid_010537,bf_008323,safari
rid_007668,bf_008324,firefox
rid_013184,bf_008325,firefox
rid_016153,bf_008326,firefox
rid_017832,bf_008327,chrome
rid_012442,bf_008328,chrome
rid_011208,bf_008329,safari
rid_003855,bf_008330,firefox
rid_008541,bf_008331,chrome
rid_006698,bf_008332,edge
rid_009761,bf_008333,firefox
rid_004592,bf_008334,firefox
rid_008736,bf_008335,firefox
rid_005494,bf_008336,edge
rid_003012,bf_008337,edge
rid_003758,bf_008338,chrome
rid_005697,bf_008339,chrome
rid_011792,bf_008340,safari
rid_000681,bf_008341,edge
rid_016083,bf_008342,edge
rid_004975,bf_008343,firefox
rid_019045,bf_008344,firefox
rid_003422,bf_008345,firefox
rid_001332,bf_008346,chrome
rid_019507,bf_008347,firefox
rid_013840,bf_008348,chrome
rid_014468,bf_008349,edge
rid_014735,bf_008350,chrome
rid_006569,bf_008351,safari
rid_004875,bf_008352,edge
rid_018196,bf_008353,chrome
rid_010069,bf_008354,safari
rid_006925,bf_008355,safari
rid_013539,bf_008356,firefox
rid_006750,bf_008357,safari
rid_019773,bf_008358,firefox
rid_008147,bf_008359,edge
rid_004298,bf_008360,edge
rid_016223,bf_008361,safari
rid_012567,bf_008362,chrome
rid_006393,bf_008363,firefox
rid_013160,bf_008364,edge
rid_015897,bf_008365,firefox
rid_005933,bf_008366,chrome
rid_016004,bf_008367,chrome
rid_007829,bf_008368,safari
rid_008363,bf_008369,firefox
rid_015045,bf_008370,safari
rid_004129,bf_008371,edge
rid_009539,bf_008372,chrome
rid_007564,bf_008373,edge
rid_015484,bf_008374,safari
rid_009264,bf_008375,safari
rid_008225,bf_008376,chrome
rid_001183,bf_008377,safari
rid_019729,bf_008378,firefox
rid_019487,bf_008379,firefox
rid_015291,bf_008380,safari
rid_019522,bf_008381,chrome
rid_003965,bf_008382,firefox
rid_015556,bf_008383,edge
rid_005389,bf_008384,edge
rid_016737,bf_008385,safari
rid_001887,bf_008386,safari
rid_013549,bf_008387,edge
rid_016805,bf_008388,edge
rid_004918,bf_008389,safari
rid_011629,bf_008390,firefox
rid_016478,bf_008391,edge
rid_000292,bf_008392,chrome
rid_012871,bf_008393,safari
rid_011567,bf_008394,edge
rid_005271,bf_008395,chrome
rid_019665,bf_008396,firefox
rid_003530,bf_008397,edge
rid_008383,bf_008398,firefox
rid_005292,bf_008399,safari
rid_011138,bf_008400,firefox
rid_010402,bf_008401,safari
rid_008575,bf_008402,safari
rid_014073,bf_008403,edge
