real_identity_id,payment_instrument_id,payment_type,shared_payment_flag
rid_019777,pay_004491,wallet,False
rid_009782,pay_004492,bank,False
rid_017412,pay_004493,card,False
rid_003026,pay_004494,bank,False
rid_008306,pay_004495,card,False
rid_014538,pay_004496,wallet,False
rid_012109,pay_004497,wallet,False
rid_019123,pay_004498,bank,False
rid_000284,pay_004499,wallet,False
rid_002855,pay_004500,bank,False
rid_010183,pay_004501,card,False
rid_007294,pay_004502,wallet,False
rid_013309,pay_004503,bank,False
rid_014582,pay_004504,wallet,False
rid_006728,pay_004505,card,False
rid_002747,pay_004506,bank,False
rid_018756,pay_004507,wallet,False
rid_012672,pay_004508,wallet,False
rid_002231,pay_004509,card,False
rid_013193,pay_004510,bank,False
rid_016013,pay_004511,bank,False
rid_010738,pay_004512,wallet,False
rid_011976,pay_004513,card,False
rid_003453,pay_004514,bank,False
rid_004575,pay_004515,wallet,False
rid_013015,pay_004516,bank,False
rid_019767,pay_004517,bank,False
rid_016521,pay_004518,card,False
rid_003891,pay_004519,bank,False
rid_002838,pay_004520,card,False
rid_014956,pay_004521,bank,False
rid_003483,pay_004522,card,False
rid_000375,pay_004523,wallet,False
rid_010389,pay_004524,bank,False
rid_003830,pay_004525,card,False
rid_014807,pay_004526,bank,False
rid_003058,pay_004527,wallet,False
rid_013180,pay_004528,card,False
rid_015792,pay_004529,bank,False
rid_004417,pay_004530,bank,False
rid_001272,pay_004531,card,False
rid_000038,pay_004532,card,False
rid_018282,pay_004533,wallet,False
rid_008949,pay_004534,bank,False
rid_006611,pay_004535,card,False
rid_009751,pay_004536,card,False
rid_015775,pay_004537,bank,False
rid_008793,pay_004538,card,False
rid_006396,pay_004539,bank,False
rid_008619,pay_004540,wallet,False
rid_001687,pay_004541,card,False
rid_010167,pay_004542,wallet,False
rid_010781,pay_004543,bank,False
rid_017620,pay_004544,bank,False
rid_011507,pay_004545,wallet,False
rid_012034,pay_004546,bank,False
rid_011749,pay_004547,card,False
rid_004033,pay_004548,card,False
rid_018152,pay_004549,wallet,False
rid_017957,pay_004550,card,False
rid_006118,pay_004551,wallet,False
rid_017329,pay_004552,card,False
rid_005624,pay_004553,card,False
rid_017481,pay_004554,bank,False
rid_001442,pay_004555,bank,False
rid_016314,pay_004556,wallet,False
rid_000996,pay_004557,bank,False
rid_017280,pay_004558,bank,False
rid_017855,pay_004559,bank,False
rid_006594,pay_004560,wallet,False
rid_016656,pay_004561,card,False
rid_017302,pay_004562,wallet,False
rid_001655,pay_004563,bank,False
rid_015810,pay_004564,wallet,False
rid_000835,pay_004565,card,False
rid_012068,pay_004566,bank,False
rid_007564,pay_004567,card,False
rid_019266,pay_004568,bank,False
rid_012021,pay_004569,bank,False
rid_012275,pay_004570,bank,False
rid_011010,pay_004571,wallet,False
rid_016899,pay_004572,card,False
rid_004627,pay_004573,bank,False
rid_001933,pay_004574,card,False
rid_014837,pay_004575,card,False
rid_005578,pay_004576,bank,False
rid_014836,pay_004577,card,False
rid_002752,pay_004578,bank,False
rid_001557,pay_004579,card,False
rid_009249,pay_004580,bank,False
rid_000541,pay_004581,card,False
rid_007245,pay_004582,wallet,False
rid_015708,pay_004583,card,False
rid_010888,pay_004584,card,False
rid_007490,pay_004585,card,False
rid_018473,pay_004586,bank,False
rid_015648,pay_004587,wallet,False
rid_008884,pay_004588,bank,False
rid_015262,pay_004589,wallet,False
rid_017510,pay_004590,card,False
rid_005008,pay_004591,wallet,False
rid_011999,pay_004592,card,False
rid_017187,pay_004593,card,False
rid_009896,pay_004594,card,False
rid_006621,pay_004595,bank,False
rid_004395,pay_004596,wallet,False
rid_003972,pay_004597,wallet,False
rid_001878,pay_004598,wallet,False
rid_007150,pay_004599,card,False
rid_003995,pay_004600,wallet,False
rid_001385,pay_004601,card,False
rid_018480,pay_004602,wallet,False
rid_002757,pay_004603,wallet,False
rid_012682,pay_004604,bank,False
rid_004913,pay_004605,card,False
rid_002750,pay_004606,wallet,False
rid_016391,pay_004607,bank,False
rid_001949,pay_004608,wallet,False
rid_012009,pay_004609,card,False
rid_010030,pay_004610,card,False
rid_003305,pay_004611,wallet,False
rid_003598,pay_004612,card,False
rid_004712,pay_004613,wallet,False
rid_016098,pay_004614,bank,False
rid_013751,pay_004615,bank,False
rid_014498,pay_004616,card,False
rid_008167,pay_004617,wallet,False
rid_014515,pay_004618,wallet,False
rid_016271,pay_004619,wallet,False
rid_013256,pay_004620,card,False
rid_013305,pay_004621,card,False
rid_017277,pay_004622,bank,False
rid_002371,pay_004623,bank,False
rid_005478,pay_004624,card,False
rid_015993,pay_004625,bank,False
rid_018302,pay_004626,wallet,False
rid_005893,pay_004627,card,False
rid_004433,pay_004628,card,False
rid_013751,pay_004629,card,False
rid_015688,pay_004630,card,False
rid_017641,pay_004631,card,False
rid_012439,pay_004632,card,False
rid_000830,pay_004633,card,False
rid_016934,pay_004634,card,False
rid_011358,pay_004635,card,False
rid_014242,pay_004636,bank,False
rid_004122,pay_004637,card,False
rid_000135,pay_004638,bank,False
rid_015032,pay_004639,wallet,False
rid_003482,pay_004640,card,False
rid_005617,pay_004641,bank,False
rid_005530,pay_004642,bank,False
rid_014196,pay_004643,card,False
rid_003791,pay_004644,wallet,False
rid_003492,pay_004645,wallet,False
rid_013319,pay_004646,wallet,False
rid_009358,pay_004647,wallet,False
rid_016318,pay_004648,wallet,False
rid_008177,pay_004649,bank,False
rid_009550,pay_004650,wallet,False
rid_014235,pay_004651,bank,False
rid_012700,pay_004652,card,False
rid_002774,pay_004653,bank,False
rid_008186,pay_004654,bank,False
rid_005100,pay_004655,card,False
rid_017312,pay_004656,card,False
rid_004860,pay_004657,bank,False
rid_009143,pay_004658,bank,False
rid_002339,pay_004659,card,False
rid_018758,pay_004660,card,False
rid_002177,pay_004661,card,False
rid_010119,pay_004662,wallet,False
rid_017816,pay_004663,wallet,False
rid_006107,pay_004664,bank,False
rid_000207,pay_004665,wallet,False
rid_003278,pay_004666,card,False
rid_011497,pay_004667,wallet,False
rid_000835,pay_004668,wallet,False
rid_005258,pay_004669,card,False
rid_009869,pay_004670,wallet,False
rid_006656,pay_004671,wallet,False
rid_017911,pay_004672,wallet,False
rid_010425,pay_004673,wallet,False
rid_003944,pay_004674,card,False
rid_007325,pay_004675,card,False
rid_005508,pay_004676,wallet,False
rid_002359,pay_004677,card,False
rid_018296,pay_004678,wallet,False
rid_016052,pay_004679,bank,False
rid_012719,pay_004680,card,False
rid_011088,pay_004681,bank,False
rid_009166,pay_004682,wallet,False
rid_016714,pay_004683,wallet,False
rid_005752,pay_004684,bank,False
rid_015762,pay_004685,card,False
rid_008030,pay_004686,wallet,False
rid_007608,pay_004687,card,False
rid_014264,pay_004688,wallet,False
rid_006455,pay_004689,bank,False
rid_014735,pay_004690,bank,False
rid_004461,pay_004691,wallet,False
rid_017906,pay_004692,card,False
rid_002035,pay_004693,bank,False
rid_006181,pay_004694,card,False
rid_014121,pay_004695,wallet,False
rid_012645,pay_004696,bank,False
rid_012353,pay_004697,card,False
rid_016837,pay_004698,card,False
rid_002725,pay_004699,wallet,False
rid_013149,pay_004700,bank,False
rid_018315,pay_004701,wallet,False
rid_007685,pay_004702,bank,False
rid_018164,pay_004703,wallet,False
rid_007668,pay_004704,wallet,False
rid_017817,pay_004705,wallet,False
rid_002840,pay_004706,bank,False
rid_013671,pay_004707,card,False
rid_004321,pay_004708,card,False
rid_019383,pay_004709,bank,False
rid_001370,pay_004710,card,False
rid_010369,pay_004711,bank,False
rid_013646,pay_004712,card,False
rid_003977,pay_004713,bank,False
rid_018530,pay_004714,card,False
rid_006715,pay_004715,card,False
rid_016870,pay_004716,wallet,False
rid_006042,pay_004717,card,False
rid_009275,pay_004718,wallet,False
rid_012747,pay_004719,card,False
rid_013038,pay_004720,wallet,False
rid_007976,pay_004721,bank,False
rid_004788,pay_004722,wallet,False
rid_001515,pay_004723,card,False
rid_003690,pay_004724,wallet,False
rid_015250,pay_004725,bank,False
rid_004045,pay_004726,bank,False
rid_003614,pay_004727,bank,False
rid_013644,pay_004728,card,False
rid_012217,pay_004729,card,False
rid_007589,pay_004730,wallet,False
rid_007326,pay_004731,card,False
rid_011145,pay_004732,bank,False
rid_005552,pay_004733,wallet,False
rid_015082,pay_004734,card,False
rid_010161,pay_004735,bank,False
rid_007655,pay_004736,card,False
rid_003715,pay_004737,bank,False
rid_015431,pay_004738,bank,False
rid_005568,pay_004739,bank,False
rid_001504,pay_004740,wallet,False
rid_000005,pay_004741,wallet,False
rid_018519,pay_004742,card,False
rid_015938,pay_004743,bank,False
rid_001480,pay_004744,bank,False
rid_015989,pay_004745,bank,False
rid_018961,pay_004746,card,False
rid_009740,pay_004747,bank,False
rid_005548,pay_004748,card,False
rid_010519,pay_004749,bank,False
rid_007836,pay_004750,card,False
rid_006592,pay_004751,card,False
rid_015167,pay_004752,wallet,False
rid_002276,pay_004753,card,False
rid_005639,pay_004754,wallet,False
rid_011387,pay_004755,wallet,False
rid_018894,pay_004756,card,False
rid_001996,pay_004757,card,False
rid_014529,pay_004758,card,False
rid_017825,pay_004759,wallet,False
rid_004396,pay_004760,card,False
rid_017631,pay_004761,card,False
rid_004119,pay_004762,card,False
rid_008171,pay_004763,card,False
rid_006503,pay_004764,bank,False
rid_005826,pay_004765,wallet,False
rid_012596,pay_004766,card,False
rid_015178,pay_004767,bank,False
rid_018895,pay_004768,wallet,False
rid_008465,pay_004769,bank,False
rid_014698,pay_004770,wallet,False
rid_015555,pay_004771,wallet,False
rid_000375,pay_004772,card,False
rid_007685,pay_004773,card,False
rid_019675,pay_004774,bank,False
rid_011951,pay_004775,wallet,False
rid_015868,pay_004776,wallet,False
rid_017762,pay_004777,bank,False
rid_008969,pay_004778,wallet,False
rid_014824,pay_004779,bank,False
rid_014676,pay_004780,wallet,False
rid_010872,pay_004781,card,False
rid_004324,pay_004782,card,False
rid_003729,pay_004783,wallet,False
rid_000295,pay_004784,wallet,False
rid_002106,pay_004785,wallet,False
rid_004470,pay_004786,wallet,False
rid_002826,pay_004787,wallet,False
rid_013947,pay_004788,card,False
rid_005102,pay_004789,card,False
rid_009873,pay_004790,wallet,False
rid_011254,pay_004791,bank,False
rid_006464,pay_004792,bank,False
rid_015077,pay_004793,wallet,False
rid_015342,pay_004794,bank,False
rid_014722,pay_004795,wallet,False
rid_015876,pay_004796,card,False
rid_015701,pay_004797,card,False
rid_006846,pay_004798,card,False
rid_010454,pay_004799,card,False
rid_018996,pay_004800,card,False
rid_011424,pay_004801,wallet,False
rid_002465,pay_004802,card,False
rid_008859,pay_004803,bank,False
rid_019494,pay_004804,bank,False
rid_001227,pay_004805,bank,False
rid_010666,pay_004806,wallet,False
rid_016251,pay_004807,bank,False
rid_017280,pay_004808,card,False
rid_010363,pay_004809,wallet,False
rid_008918,pay_004810,bank,False
rid_008036,pay_004811,card,False
rid_006937,pay_004812,bank,False
rid_015549,pay_004813,wallet,False
rid_006198,pay_004814,wallet,False
rid_005725,pay_004815,card,False
rid_012183,pay_004816,wallet,False
rid_017942,pay_004817,wallet,False
rid_005881,pay_004818,card,False
rid_001552,pay_004819,bank,False
rid_013780,pay_004820,card,False
rid_014135,pay_004821,wallet,False
rid_008199,pay_004822,wallet,False
rid_008056,pay_004823,wallet,False
rid_003651,pay_004824,wallet,False
rid_007207,pay_004825,bank,False
rid_012033,pay_004826,wallet,False
rid_001614,pay_004827,bank,False
rid_000587,pay_004828,bank,False
rid_006830,pay_004829,wallet,False
rid_010682,pay_004830,bank,False
rid_018877,pay_004831,wallet,False
rid_003158,pay_004832,wallet,False
rid_006624,pay_004833,card,False
rid_002592,pay_004834,card,False
rid_006769,pay_004835,wallet,False
rid_018602,pay_004836,wallet,False
rid_018691,pay_004837,wallet,False
rid_018470,pay_004838,card,False
rid_015589,pay_004839,bank,False
rid_011822,pay_004840,wallet,False
rid_004015,pay_004841,bank,False
rid_007686,pay_004842,bank,False
rid_010562,pay_004843,bank,False
rid_017213,pay_004844,bank,False
rid_001961,pay_004845,bank,False
rid_000601,pay_004846,wallet,False
rid_017890,pay_004847,wallet,False
rid_008897,pay_004848,bank,False
rid_016867,pay_004849,wallet,False
rid_012068,pay_004850,bank,False
rid_007211,pay_004851,bank,False
rid_004663,pay_004852,card,False
rid_013680,pay_004853,wallet,False
rid_018111,pay_004854,wallet,False
rid_011361,pay_004855,wallet,False
rid_019570,pay_004856,wallet,False
rid_012330,pay_004857,bank,False
rid_016730,pay_004858,card,False
rid_000837,pay_004859,card,False
rid_018431,pay_004860,wallet,False
rid_002096,pay_004861,card,False
rid_018492,pay_004862,card,False
rid_016313,pay_004863,card,False
rid_002264,pay_004864,card,False
rid_013758,pay_004865,wallet,False
rid_009275,pay_004866,card,False
rid_015713,pay_004867,bank,False
rid_016463,pay_004868,wallet,False
rid_005713,pay_004869,bank,False
rid_015278,pay_004870,wallet,False
rid_003263,pay_004871,wallet,False
rid_008095,pay_004872,bank,False
rid_005520,pay_004873,wallet,False
rid_018439,pay_004874,card,False
rid_019253,pay_004875,bank,False
rid_002651,pay_004876,wallet,False
rid_000511,pay_004877,bank,False
rid_006533,pay_004878,wallet,False
rid_008776,pay_004879,card,False
rid_005047,pay_004880,bank,False
rid_008033,pay_004881,wallet,False
rid_015527,pay_004882,bank,False
rid_019897,pay_004883,wallet,False
rid_010414,pay_004884,card,False
rid_017952,pay_004885,bank,False
rid_004658,pay_004886,wallet,False
rid_002849,pay_004887,wallet,False
rid_012415,pay_004888,wallet,False
rid_016943,pay_004889,card,False
rid_004280,pay_004890,card,False
rid_002917,pay_004891,wallet,False
rid_007720,pay_004892,bank,False
rid_002670,pay_004893,card,False
rid_012637,pay_004894,card,False
rid_013788,pay_004895,bank,False
rid_000659,pay_004896,bank,False
rid_008799,pay_004897,bank,False
rid_015979,pay_004898,card,False
rid_009391,pay_004899,wallet,False
rid_008395,pay_004900,card,False
rid_001692,pay_004901,card,False
rid_003999,pay_004902,bank,False
rid_009825,pay_004903,wallet,False
rid_004887,pay_004904,wallet,False
rid_013521,pay_004905,bank,False
rid_001133,pay_004906,bank,False
rid_004901,pay_004907,wallet,False
rid_007067,pay_004908,bank,False
rid_007937,pay_004909,card,False
rid_014699,pay_004910,card,False
rid_013342,pay_004911,wallet,False
rid_013226,pay_004912,wallet,False
rid_001532,pay_004913,wallet,False
rid_013715,pay_004914,bank,False
rid_004789,pay_004915,wallet,False
rid_017813,pay_004916,wallet,False
rid_002155,pay_004917,bank,False
rid_017251,pay_004918,bank,False
rid_009571,pay_004919,wallet,False
rid_017383,pay_004920,wallet,False
rid_006412,pay_004921,card,False
rid_011456,pay_004922,wallet,False
rid_014062,pay_004923,card,False
rid_008210,pay_004924,card,False
rid_019710,pay_004925,card,False
rid_015662,pay_004926,bank,False
rid_000191,pay_004927,wallet,False
rid_009352,pay_004928,bank,False
rid_000067,pay_004929,card,False
rid_018534,pay_004930,wallet,False
rid_003641,pay_004931,wallet,False
rid_015571,pay_004932,wallet,False
rid_012752,pay_004933,card,False
rid_015117,pay_004934,bank,False
rid_010636,pay_004935,card,False
rid_016599,pay_004936,bank,False
rid_005075,pay_004937,bank,False
rid_002406,pay_004938,wallet,False
rid_004564,pay_004939,card,False
rid_018584,pay_004940,wallet,False
rid_011806,pay_004941,card,False
rid_002882,pay_004942,wallet,False
rid_004017,pay_004943,bank,False
rid_017897,pay_004944,card,False
rid_006263,pay_004945,wallet,False
rid_004255,pay_004946,wallet,False
rid_004149,pay_004947,card,False
rid_017977,pay_004948,card,False
rid_008344,pay_004949,wallet,False
rid_014994,pay_004950,card,False
rid_019497,pay_004951,wallet,False
rid_002659,pay_004952,card,False
rid_018048,pay_004953,card,False
rid_015607,pay_004954,bank,False
rid_010289,pay_004955,bank,False
rid_013274,pay_004956,bank,False
rid_012875,pay_004957,bank,False
rid_005468,pay_004958,bank,False
rid_009841,pay_004959,card,False
rid_005211,pay_004960,bank,False
rid_013932,pay_004961,card,False
rid_007131,pay_004962,card,False
rid_006930,pay_004963,bank,False
rid_008785,pay_004964,wallet,False
rid_019590,pay_004965,bank,False
rid_007395,pay_004966,card,False
rid_008429,pay_004967,bank,False
rid_011027,pay_004968,bank,False
rid_017502,pay_004969,card,False
rid_000064,pay_004970,wallet,False
rid_002198,pay_004971,bank,False
rid_011477,pay_004972,bank,False
rid_011044,pay_004973,wallet,False
rid_016134,pay_004974,card,False
rid_017180,pay_004975,wallet,False
rid_015838,pay_004976,wallet,False
rid_015118,pay_004977,card,False
rid_018933,pay_004978,bank,False
rid_003500,pay_004979,wallet,False
rid_001649,pay_004980,wallet,False
rid_009644,pay_004981,card,False
rid_005832,pay_004982,card,False
rid_017606,pay_004983,card,False
rid_008737,pay_004984,bank,False
rid_012366,pay_004985,card,False
rid_013352,pay_004986,bank,False
rid_013164,pay_004987,wallet,False
rid_001785,pay_004988,card,False
rid_003714,pay_004989,wallet,False
rid_011492,pay_004990,card,False
rid_006500,pay_004991,wallet,False
rid_009743,pay_004992,card,False
rid_002414,pay_004993,card,False
rid_012602,pay_004994,bank,False
rid_005766,pay_004995,card,False
rid_000133,pay_004996,wallet,False
rid_011562,pay_004997,wallet,False
rid_009428,pay_004998,wallet,False
rid_003231,pay_004999,wallet,False
rid_018939,pay_005000,wallet,False
rid_007349,pay_005001,bank,False
rid_003169,pay_005002,wallet,False
rid_006145,pay_005003,card,False
rid_002535,pay_005004,bank,False
rid_013101,pay_005005,card,False
rid_012350,pay_005006,card,False
rid_000706,pay_005007,card,False
rid_016815,pay_005008,wallet,False
rid_002716,pay_005009,bank,False
rid_014866,pay_005010,card,False
rid_011465,pay_005011,card,False
rid_017813,pay_005012,wallet,False
rid_007851,pay_005013,bank,False
rid_002593,pay_005014,wallet,False
rid_001999,pay_005015,wallet,False
rid_001807,pay_005016,card,False
rid_007006,pay_005017,card,False
rid_006498,pay_005018,card,False
rid_007191,pay_005019,wallet,False
rid_004457,pay_005020,card,False
rid_014729,pay_005021,wallet,False
rid_004920,pay_005022,bank,False
rid_002425,pay_005023,bank,False
rid_001708,pay_005024,card,False
rid_007813,pay_005025,card,False
rid_007797,pay_005026,bank,False
rid_019745,pay_005027,wallet,False
rid_010584,pay_005028,card,False
rid_005832,pay_005029,wallet,False
rid_011858,pay_005030,card,False
rid_001895,pay_005031,bank,False
rid_015280,pay_005032,wallet,False
rid_001798,pay_005033,bank,False
rid_003285,pay_005034,card,False
rid_014830,pay_005035,card,False
rid_016952,pay_005036,bank,False
rid_016062,pay_005037,card,False
rid_018542,pay_005038,card,False
rid_003287,pay_005039,bank,False
rid_016970,pay_005040,card,False
rid_003482,pay_005041,wallet,False
rid_016640,pay_005042,bank,False
rid_006507,pay_005043,card,False
rid_014609,pay_005044,card,False
rid_013099,pay_005045,bank,False
rid_017815,pay_005046,card,False
rid_012989,pay_005047,bank,False
rid_000912,pay_005048,wallet,False
rid_000308,pay_005049,wallet,False
rid_017235,pay_005050,bank,False
rid_004318,pay_005051,card,False
rid_010417,pay_005052,wallet,False
rid_008170,pay_005053,bank,False
rid_017042,pay_005054,bank,False
rid_019228,pay_005055,card,False
rid_019432,pay_005056,card,False
rid_008581,pay_005057,card,False
rid_002008,pay_005058,wallet,False
rid_011443,pay_005059,bank,False
rid_005650,pay_005060,wallet,False
rid_018476,pay_005061,wallet,False
rid_016758,pay_005062,bank,False
rid_005943,pay_005063,bank,False
rid_018476,pay_005064,bank,False
rid_008152,pay_005065,wallet,False
rid_014050,pay_005066,wallet,False
rid_004618,pay_005067,wallet,False
rid_004194,pay_005068,wallet,False
rid_007437,pay_005069,card,False
rid_016166,pay_005070,wallet,False
rid_018393,pay_005071,card,False
rid_019917,pay_005072,bank,False
rid_015321,pay_005073,bank,False
rid_013429,pay_005074,wallet,False
rid_004784,pay_005075,card,False
rid_009155,pay_005076,bank,False
rid_005288,pay_005077,wallet,False
rid_014930,pay_005078,card,False
rid_016217,pay_005079,wallet,False
rid_009809,pay_005080,wallet,False
rid_006318,pay_005081,wallet,False
rid_016878,pay_005082,bank,False
rid_017148,pay_005083,wallet,False
rid_019746,pay_005084,card,False
rid_010396,pay_005085,wallet,False
rid_014172,pay_005086,bank,False
rid_018856,pay_005087,wallet,False
rid_008055,pay_005088,card,False
rid_010064,pay_005089,card,False
rid_002282,pay_005090,wallet,False
rid_008487,pay_005091,wallet,False
rid_005703,pay_005092,wallet,False
rid_018844,pay_005093,card,False
rid_013770,pay_005094,card,False
rid_003168,pay_005095,bank,False
rid_012740,pay_005096,bank,False
rid_014866,pay_005097,card,False
rid_014221,pay_005098,wallet,False
rid_013359,pay_005099,wallet,False
rid_009053,pay_005100,wallet,False
rid_009225,pay_005101,wallet,False
rid_008511,pay_005102,wallet,False
rid_013363,pay_005103,card,False
rid_007544,pay_005104,bank,False
rid_006113,pay_005105,card,False
rid_009145,pay_005106,bank,False
rid_013406,pay_005107,wallet,False
rid_003992,pay_005108,wallet,False
rid_016240,pay_005109,bank,False
rid_001187,pay_005110,card,False
rid_001072,pay_005111,wallet,False
rid_011164,pay_005112,wallet,False
rid_004349,pay_005113,bank,False
rid_001720,pay_005114,bank,False
rid_005915,pay_005115,bank,False
rid_003828,pay_005116,bank,False
rid_001376,pay_005117,card,False
rid_000557,pay_005118,bank,False
rid_001632,pay_005119,bank,False
rid_000538,pay_005120,card,False
rid_004364,pay_005121,card,False
rid_003368,pay_005122,bank,False
rid_016367,pay_005123,wallet,False
rid_016192,pay_005124,bank,False
rid_014384,pay_005125,wallet,False
rid_005174,pay_005126,wallet,False
rid_010023,pay_005127,card,False
rid_008925,pay_005128,card,False
rid_017028,pay_005129,bank,False
rid_012911,pay_005130,wallet,False
rid_011045,pay_005131,wallet,False
rid_009614,pay_005132,bank,False
rid_016144,pay_005133,bank,False
rid_008511,pay_005134,wallet,False
rid_000210,pay_005135,bank,False
rid_000122,pay_005136,card,False
rid_017478,pay_005137,card,False
rid_019513,pay_005138,bank,False
rid_016211,pay_005139,wallet,False
rid_000257,pay_005140,card,False
rid_006049,pay_005141,card,False
rid_018870,pay_005142,bank,False
rid_012028,pay_005143,bank,False
rid_004581,pay_005144,bank,False
rid_017759,pay_005145,bank,False
rid_013954,pay_005146,card,False
rid_002225,pay_005147,bank,False
rid_010917,pay_005148,card,False
rid_002024,pay_005149,bank,False
rid_002765,pay_005150,wallet,False
rid_009596,pay_005151,wallet,False
rid_015752,pay_005152,card,False
rid_000973,pay_005153,wallet,False
rid_019105,pay_005154,wallet,False
rid_001907,pay_005155,bank,False
rid_013218,pay_005156,bank,False
rid_017782,pay_005157,card,False
rid_008442,pay_005158,wallet,False
rid_008711,pay_005159,wallet,False
rid_009452,pay_005160,card,False
rid_003682,pay_005161,bank,False
rid_005146,pay_005162,bank,False
rid_008898,pay_005163,wallet,False
rid_003131,pay_005164,wallet,False
rid_015041,pay_005165,bank,False
rid_009491,pay_005166,card,False
rid_014892,pay_005167,wallet,False
rid_002374,pay_005168,bank,False
rid_001331,pay_005169,card,False
rid_015569,pay_005170,card,False
rid_006661,pay_005171,bank,False
rid_015193,pay_005172,wallet,False
rid_007629,pay_005173,card,False
rid_019171,pay_005174,bank,False
rid_007576,pay_005175,wallet,False
rid_009785,pay_005176,wallet,False
rid_001690,pay_005177,bank,False
rid_000362,pay_005178,card,False
rid_007398,pay_005179,wallet,False
rid_011595,pay_005180,card,False
rid_019977,pay_005181,card,False
rid_015004,pay_005182,wallet,False
rid_007647,pay_005183,card,False
rid_003352,pay_005184,wallet,False
rid_019465,pay_005185,wallet,False
rid_015732,pay_005186,bank,False
rid_018289,pay_005187,bank,False
rid_019055,pay_005188,wallet,False
rid_007448,pay_005189,bank,False
rid_012613,pay_005190,bank,False
rid_009752,pay_005191,bank,False
rid_003901,pay_005192,card,False
rid_005949,pay_005193,wallet,False
rid_000311,pay_005194,wallet,False
rid_002054,pay_005195,wallet,False
rid_008499,pay_005196,wallet,False
rid_011282,pay_005197,wallet,False
rid_018385,pay_005198,wallet,False
rid_014103,pay_005199,wallet,False
rid_011428,pay_005200,card,False
rid_001643,pay_005201,wallet,False
rid_006887,pay_005202,card,False
rid_019648,pay_005203,wallet,False
rid_015877,pay_005204,wallet,False
rid_003760,pay_005205,card,False
rid_008978,pay_005206,wallet,False
rid_007673,pay_005207,bank,False
rid_007606,pay_005208,wallet,False
rid_016061,pay_005209,card,False
rid_018835,pay_005210,card,False
rid_019684,pay_005211,wallet,False
rid_017746,pay_005212,bank,False
rid_007076,pay_005213,wallet,False
rid_006512,pay_005214,card,False
rid_006918,pay_005215,bank,False
rid_017014,pay_005216,card,False
rid_010627,pay_005217,bank,False
rid_007560,pay_005218,wallet,False
rid_005557,pay_005219,bank,False
rid_010200,pay_005220,card,False
rid_002758,pay_005221,card,False
rid_011328,pay_005222,bank,False
rid_006441,pay_005223,card,False
rid_013781,pay_005224,wallet,False
rid_000141,pay_005225,card,False
rid_015662,pay_005226,bank,False
rid_019110,pay_005227,card,False
rid_008234,pay_005228,wallet,False
rid_014426,pay_005229,card,False
rid_009752,pay_005230,bank,False
rid_004081,pay_005231,wallet,False
rid_004144,pay_005232,card,False
rid_004132,pay_005233,bank,False
rid_008371,pay_005234,bank,False
rid_003392,pay_005235,bank,False
rid_010124,pay_005236,wallet,False
rid_018211,pay_005237,bank,False
rid_005070,pay_005238,bank,False
rid_003087,pay_005239,bank,False
rid_015152,pay_005240,bank,False
rid_011317,pay_005241,card,False
rid_004625,pay_005242,wallet,False
rid_013301,pay_005243,card,False
rid_000370,pay_005244,card,False
rid_005960,pay_005245,wallet,False
rid_005918,pay_005246,card,False
rid_009415,pay_005247,bank,False
rid_000893,pay_005248,card,False
rid_001888,pay_005249,card,False
rid_006253,pay_005250,wallet,False
rid_012801,pay_005251,card,False
rid_008173,pay_005252,card,False
rid_017776,pay_005253,wallet,False
rid_008863,pay_005254,bank,False
rid_018637,pay_005255,bank,False
rid_004065,pay_005256,card,False
rid_019981,pay_005257,bank,False
rid_006327,pay_005258,wallet,False
rid_001206,pay_005259,bank,False
rid_006249,pay_005260,wallet,False
rid_002376,pay_005261,wallet,False
rid_019413,pay_005262,card,False
rid_017380,pay_005263,wallet,False
rid_019840,pay_005264,card,False
rid_013307,pay_005265,wallet,False
rid_002839,pay_005266,wallet,False
rid_016579,pay_005267,wallet,False
rid_013021,pay_005268,bank,False
rid_011861,pay_005269,card,False
rid_011869,pay_005270,wallet,False
rid_014966,pay_005271,card,False
rid_001384,pay_005272,wallet,False
rid_016594,pay_005273,wallet,False
rid_002154,pay_005274,card,False
rid_015587,pay_005275,card,False
rid_016942,pay_005276,bank,False
rid_009688,pay_005277,wallet,False
rid_001052,pay_005278,card,False
rid_012118,pay_005279,card,False
rid_010059,pay_005280,bank,False
rid_007964,pay_005281,card,False
rid_005208,pay_005282,card,False
rid_007781,pay_005283,bank,False
rid_006813,pay_005284,wallet,False
rid_002712,pay_005285,bank,False
rid_011981,pay_005286,bank,False
rid_011194,pay_005287,bank,False
rid_011167,pay_005288,card,False
rid_010332,pay_005289,wallet,False
rid_017395,pay_005290,card,False
rid_016358,pay_005291,bank,False
rid_007152,pay_005292,bank,False
rid_015679,pay_005293,bank,False
rid_018477,pay_005294,wallet,False
rid_017259,pay_005295,wallet,False
rid_019547,pay_005296,bank,False
rid_008552,pay_005297,bank,False
rid_013038,pay_005298,wallet,False
rid_011634,pay_005299,wallet,False
rid_014457,pay_005300,card,False
rid_010726,pay_005301,card,False
rid_011628,pay_005302,wallet,False
rid_004325,pay_005303,card,False
rid_002122,pay_005304,card,False
rid_003272,pay_005305,bank,False
rid_000879,pay_005306,bank,False
rid_012285,pay_005307,bank,False
rid_016843,pay_005308,bank,False
rid_007038,pay_005309,bank,False
rid_009513,pay_005310,bank,False
rid_000517,pay_005311,card,False
